gene,KOG
Acropora_004493,"Myosin, light"
Acropora_004556,NA
Acropora_004848,NA
Acropora_004854,NA
Acropora_005526,protein linear deubiquitination
Acropora_005760,chromatin remodeling
Acropora_005791,sodium-dependent glucose transporter
Acropora_006009,alpha-catenin binding
Acropora_006012,Golgi ribbon formation
Acropora_006070,organic anion transmembrane transporter activity
Acropora_006153,"Arrestin (or S-antigen), N-terminal domain"
Acropora_006288,NFX1-type zinc finger-containing protein
Acropora_006451,plasma membrane repair
Acropora_006658,Leydig cell differentiation
Acropora_006685,SRY (sex determining region Y)-box 30
Acropora_006687,"ATP-dependent microtubule motor activity, plus-end-directed"
Acropora_006702,folate import across plasma membrane
Acropora_006739,smoothened signaling pathway
Acropora_006836,NA
Acropora_006886,tetracycline transmembrane transporter activity
Acropora_007014,NA
Acropora_007169,fibroblast growth factor-activated receptor activity
Acropora_007329,mothers against decapentaplegic homolog
Acropora_007366,NA
Acropora_007492,ubiquitin conjugating enzyme binding
Acropora_007577,Transient receptor potential cation channel subfamily M member
Acropora_007652,Copper/zinc superoxide dismutase (SODC)
Acropora_007695,Belongs to the peptidase C1 family
Acropora_007708,demethylase
Acropora_007734,GTPase activity
Acropora_007811,"hydrolase activity, acting on ester bonds"
Acropora_007875,calcium-dependent phospholipid binding
Acropora_007963,regulation of smoothened signaling pathway
Acropora_008068,protein-glutamine gamma-glutamyltransferase activity
Acropora_008078,NA
Acropora_008193,"obsolete transcriptional repressor activity, RNA polymerase II transcription factor binding"
Acropora_008226,vesicle-mediated cholesterol transport
Acropora_008456,Phosphoglycerate mutase family
Acropora_008484,NA
Acropora_008510,calcium ion homeostasis
Acropora_008625,"solute carrier family 39 (zinc transporter), member 12"
Acropora_008811,NA
Acropora_008813,WD repeat domain 7
Acropora_008931,Short calmodulin-binding motif containing conserved Ile and Gln residues.
Acropora_008954,signal peptide processing
Acropora_009163,positive regulation of DNA N-glycosylase activity
Acropora_009168,NA
Acropora_009184,Centrosomal protein
Acropora_009243,"Family with sequence similarity 160, member"
Acropora_009363,NA
Acropora_009522,NA
Acropora_009527,G1 to G0 transition involved in cell differentiation
Acropora_009578,NA
Acropora_009588,NACHT and WD repeat
Acropora_009633,NA
Acropora_009763,positive regulation of histone H3-K79 methylation
Acropora_009948,frizzled binding
Acropora_009970,pyrroline-5-carboxylate reductase activity
Acropora_009972,NA
Acropora_009985,"dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity"
Acropora_010229,Arachidonate 5-lipoxygenase
Acropora_010290,Belongs to the peptidase S1 family
Acropora_010416,Transmembrane protein 131-like
Acropora_010441,NA
Acropora_010519,NA
Acropora_010521,NA
Acropora_010538,NA
Acropora_010549,microtubule motor activity
Acropora_010587,NA
Acropora_010627,NA
Acropora_010628,NA
Acropora_010696,intracellular cholesterol transport
Acropora_010718,extracellular ligand-gated ion channel activity
Acropora_010747,dolichyl-diphosphooligosaccharide-protein glycotransferase activity
Acropora_010815,DIS3 exosome endoribonuclease and 3'-5' exoribonuclease
Acropora_010816,NA
Acropora_010917,NA
Acropora_010931,NA
Acropora_010972,Belongs to the MCM family
Acropora_010973,Nuclear factor erythroid
Acropora_010981,Ubiquitin-2 like Rad60 SUMO-like
Acropora_011132,NA
Acropora_011173,NA
Acropora_011200,phagocytosis
Acropora_011965,NA
Acropora_011992,[heparan sulfate]-glucosamine 3-sulfotransferase 1 activity
Acropora_012149,NA
Acropora_012525,NA
Acropora_012878,positive regulation of epithelial to mesenchymal transition
Acropora_012938,non-membrane spanning protein tyrosine phosphatase activity
Acropora_012973,ribosomal protein
Acropora_012982,Protein transport protein SEC61 subunit
Acropora_013078,endoplasmic reticulum-plasma membrane tethering
Acropora_013082,NA
Acropora_013107,WD40 repeats
Acropora_013170,NA
Acropora_013196,NADH dehydrogenase ubiquinone 1 alpha subcomplex
Acropora_013199,regulation of cellular macromolecule biosynthetic process
Acropora_013317,NA
Acropora_013326,protein ubiquitination
Acropora_013327,protein ubiquitination
Acropora_013590,forkhead box
Acropora_013591,intracellular protein transport
Acropora_013599,signal peptide processing
Acropora_013659,Cytosolic acyl coenzyme A thioester
Acropora_013672,"3-kinase, catalytic subunit"
Acropora_013707,homophilic cell adhesion via plasma membrane adhesion molecules
Acropora_013789,phosphopyruvate hydratase activity
Acropora_013880,NA
Acropora_013887,NA
Acropora_013936,NA
Acropora_014701,translocon-associated protein
Acropora_014875,Monoamine oxidase
Acropora_014986,sequestering of actin monomers
Acropora_015007,3-hydroxyacyl-[acyl-carrier-protein] dehydratase activity
Acropora_015024,Destroys radicals which are normally produced within the cells and which are toxic to biological systems
Acropora_015051,NA
Acropora_015165,"negative regulation of retrograde protein transport, ER to cytosol"
Acropora_015187,activating signal cointegrator 1 complex subunit
Acropora_015243,"SH3-binding, glutamic acid-rich protein"
Acropora_015375,"negative regulation of mRNA splicing, via spliceosome"
Acropora_015541,NA
Acropora_015582,NA
Acropora_015598,Belongs to the MCM family
Acropora_015678,von Willebrand factor (vWF) type A domain
Acropora_015703,phosphatidylinositol-3-phosphate binding
Acropora_015708,"Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties"
Acropora_015875,glycine N-methyltransferase activity
Acropora_015941,NA
Acropora_016183,NA
Acropora_016205,negative regulation of inclusion body assembly
Acropora_016605,Papain family cysteine protease
Acropora_016696,NA
Acropora_017072,Ubiquitin homologues
Acropora_017124,"Leucine-rich repeats, outliers"
Acropora_017276,threonine-type endopeptidase activity
Acropora_017508,NA
Acropora_017524,NA
Acropora_017652,catalytic activity. It is involved in the biological process described with metabolic process
Acropora_017735,unfolded protein binding
Acropora_017740,NA
Acropora_017898,"aspartic endopeptidase activity, intramembrane cleaving"
Acropora_017995,NA
Acropora_018272,structural constituent of ribosome
Acropora_018281,NA
Acropora_018323,NA
Acropora_018387,NADH ubiquinone oxidoreductase 11.5kD subunit
Acropora_018491,Transcription factor
Acropora_018504,NA
Acropora_018536,positive regulation of protein glycosylation in Golgi
Acropora_018568,peroxidase activity
Acropora_018636,"Taurine catabolism dioxygenase TauD, TfdA family"
Acropora_018667,Arf GTPase-activating protein
Acropora_018778,hydrolase activity
Acropora_018932,NA
Acropora_019379,NA
Acropora_019518,cytosine C-5 DNA demethylase activity
Acropora_019776,carbonic anhydrase
Acropora_019866,Trypsin-like serine protease
Acropora_019933,Ligand-gated ion channel
Acropora_019935,NA
Acropora_019936,Tissue factor pathway inhibitor
Acropora_020031,regulation of cellular response to hypoxia
Acropora_020056,Ankyrin repeats (many copies)
Acropora_020078,Glycosyltransferase 1 domain-containing protein 1
Acropora_020114,Cytochrome c oxidase subunit
Acropora_020127,Functions as component of the Arp2 3 complex which is involved in regulation of actin polymerization and together with an activating nucleation-promoting factor (NPF) mediates the formation of branched actin networks
Acropora_020145,snRNA import into nucleus
Acropora_020149,calcium-transporting ATPase activity
Acropora_020193,Belongs to the eukaryotic ribosomal protein eS21 family
Acropora_020250,fibroblast growth factor-activated receptor activity
Acropora_020397,Pbx knotted 1 homeobox
Acropora_020449,NA
Acropora_020528,NA
Acropora_020559,NA
Acropora_020615,NA
Acropora_020619,regulation of nitric oxide metabolic process
Acropora_020840,L-glutamate import across plasma membrane
Acropora_021455,NA
Acropora_021462,NA
Acropora_021510,NA
Acropora_021694,NA
Acropora_021721,NA
Acropora_021763,Rho guanyl-nucleotide exchange factor activity
Acropora_021844,NA
Acropora_021893,NA
Acropora_021915,Major Facilitator Superfamily
Acropora_022003,NA
Acropora_022027,WASH complex subunit
Acropora_022046,Restriction endonuclease
Acropora_022060,Protein tyrosine kinase
Acropora_022491,NA
Acropora_022555,Helicase with zinc finger
Acropora_022562,nuclear receptor transcription coactivator activity
Acropora_022633,NA
Acropora_022681,retrograde trans-synaptic signaling by lipid
Acropora_022727,Okazaki fragment processing involved in mitotic DNA replication
Acropora_022983,low voltage-gated calcium channel activity
Acropora_023233,"oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor"
Acropora_023546,Calcium ion binding
Acropora_023597,Belongs to the protein-tyrosine phosphatase family. Non-receptor class myotubularin subfamily
Acropora_023771,chromatin binding
Acropora_023882,G-protein coupled receptor activity
Acropora_023922,sequence-specific DNA binding
Acropora_023989,1-phosphatidylinositol-4-phosphate 5-kinase activity
Acropora_023998,cAMP-dependent protein kinase regulator activity
Acropora_024077,ammonium transmembrane transporter activity
Acropora_024139,regulation of vesicle fusion
Acropora_024234,Transmembrane protein 87A
Acropora_024236,NA
Acropora_024312,Cellulase (glycosyl hydrolase family 5)
Acropora_024326,negative regulation of motor neuron migration
Acropora_024417,actin filament severing
Acropora_024489,endoribonuclease activity
Acropora_024577,NA
Acropora_024933,"Solute carrier family 35, member G1"
Acropora_026034,intra-Golgi vesicle-mediated transport
Acropora_026074,NA
Acropora_026079,Protein kinase C conserved region 2 (CalB)
Acropora_026140,phosphatidylinositol phospholipase C activity
Acropora_026248,"Filamin C, gamma"
Acropora_026255,calcium ion export across plasma membrane
Acropora_026260,unfolded protein binding
Acropora_026310,protein disulfide isomerase activity
Acropora_026329,trypsinogen activation
Acropora_026340,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit
Acropora_026342,NA
Acropora_026353,glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity
Acropora_026368,Guanylate kinase
Acropora_026400,protein transport
Acropora_026402,transcription elongation from RNA polymerase II promoter
Acropora_026407,protein homodimerization activity
Acropora_026415,Belongs to the universal ribosomal protein uL5 family
Acropora_026464,ATPase inhibitor activity
Acropora_026628,NA
Acropora_026636,NA
Acropora_026811,Belongs to the SKP1 family
Acropora_026851,NA
Acropora_026935,translation elongation factor activity
Acropora_027152,Pentafunctional AROM polypeptide-like
Acropora_027374,ribosome biogenesis
Acropora_027515,ubiquitin-protein transferase activity
Acropora_027597,NA
Acropora_027708,NA
Acropora_027748,NA
Acropora_027789,embryonic brain development
Acropora_027872,Neural cell adhesion molecule
Acropora_028098,NA
Acropora_028139,calcium ion transport
Acropora_028271,NA
Acropora_028286,"Translocon-associated protein, delta subunit precursor (TRAP-delta)"
Acropora_028337,regulation of mitotic cell cycle
Acropora_028406,regulation of mitotic cell cycle
Acropora_028488,helix loop helix domain
Acropora_028504,fibroblast growth factor-activated receptor activity
Acropora_028514,regulation of chemokine (C-C motif) ligand 2 secretion
Acropora_028516,kinetochore assembly
Acropora_028517,DNA repair protein complementing XP-C cells
Acropora_028543,NA
Acropora_028567,NA
Acropora_028893,NA
Acropora_028994,NA
Acropora_029565,26s proteasome non-ATPase regulatory subunit
Acropora_029599,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
Acropora_029718,NA
Acropora_029735,"Filamin C, gamma"
Acropora_029756,Belongs to the eukaryotic ribosomal protein eL20 family
Acropora_029849,intraflagellar transport
Acropora_029897,Belongs to the AB hydrolase superfamily. Lipase family
Acropora_029983,Potassium channel subfamily K member
Acropora_030352,NA
Acropora_030931,GIPC PDZ domain containing family member
Acropora_030966,NA
Acropora_031270,NA
Acropora_031272,NA
Acropora_031294,common myeloid progenitor cell proliferation
Acropora_031449,peptide antigen assembly with MHC class I protein complex
Acropora_031453,positive regulation of aldosterone biosynthetic process
Acropora_031859,NA
Acropora_031913,Belongs to the AAA ATPase family
Acropora_032367,progesterone receptor signaling pathway
Acropora_032845,regulation of sodium ion transport
Acropora_033253,regulation of mitotic cell cycle
Acropora_033385,NA
Acropora_033660,NA
Acropora_34197,protein kinase activator activity
Acropora_34237,ribonuclease III activity
Acropora_34240,negative regulation of DNA helicase activity
Acropora_34308,sphinganine-1-phosphate aldolase activity
Acropora_34311,NA
Acropora_34336,NA
