gene,KOG
Acropora_004652,glutamine--fructose-6-phosphate
Acropora_004660,NA
Acropora_004674,G-protein coupled receptor activity
Acropora_004703,and Sec7
Acropora_004727,NA
Acropora_004744,NA
Acropora_004793,N-terminal domain of CBF1 interacting co-repressor CIR
Acropora_004813,NA
Acropora_004829,Transcription factor
Acropora_004830,N-box binding
Acropora_004853,ATP-dependent protein binding
Acropora_004855,NA
Acropora_004856,acetyl-CoA C-acyltransferase activity
Acropora_004865,heparin binding
Acropora_004870,extracellularly glutamate-gated ion channel activity
Acropora_004872,extracellularly glutamate-gated ion channel activity
Acropora_004912,NA
Acropora_004951,NA
Acropora_004967,NA
Acropora_005146,NA
Acropora_005215,NA
Acropora_005229,NA
Acropora_005236,NA
Acropora_005252,NA
Acropora_005269,NA
Acropora_005279,K02A2.6-like
Acropora_005288,NA
Acropora_005297,NA
Acropora_005352,NA
Acropora_005376,NA
Acropora_005378,NA
Acropora_005388,NA
Acropora_005391,ethanolamine-phosphate phospho-lyase activity
Acropora_005392,poly(ADP-ribose) glycohydrolase activity
Acropora_005397,NA
Acropora_005398,NA
Acropora_005401,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"
Acropora_005424,cell separation after cytokinesis
Acropora_005439,Belongs to the argonaute family
Acropora_005446,NA
Acropora_005449,NA
Acropora_005452,NA
Acropora_005458,NA
Acropora_005471,NA
Acropora_005472,NA
Acropora_005482,phospholipase
Acropora_005488,NA
Acropora_005512,NA
Acropora_005517,assembly factor 1
Acropora_005538,NA
Acropora_005568,dihydropyrimidinase activity
Acropora_005569,NA
Acropora_005636,NA
Acropora_005683,NA
Acropora_005688,NA
Acropora_005689,positive regulation of Arp2/3 complex-mediated actin nucleation
Acropora_005691,PHD finger protein 13
Acropora_005712,pineal gland development
Acropora_005715,"Glutathione S-transferase, C-terminal domain"
Acropora_005721,G-protein coupled receptor activity
Acropora_005726,L-gulonolactone oxidase-like
Acropora_005759,Tachykinin receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway
Acropora_005762,NMDA glutamate receptor activity
Acropora_005774,NA
Acropora_005777,NA
Acropora_005784,NA
Acropora_005810,Cupin-like domain
Acropora_005819,Protein similar to CwfJ C-terminus 1
Acropora_005824,NA
Acropora_005825,It is involved in the biological process described with transmembrane transport
Acropora_005835,carbohydrate binding
Acropora_005836,NA
Acropora_005841,NA
Acropora_005847,NA
Acropora_005859,NA
Acropora_005877,Belongs to the eIF-2B alpha beta delta subunits family. MtnA subfamily
Acropora_005892,run and fyve
Acropora_005895,"phospholipase A2 activity (consuming 1,2-dipalmitoylphosphatidylcholine)"
Acropora_005901,NA
Acropora_005920,N-acetyl-beta-D-galactosaminidase activity
Acropora_005921,Protein family FAM199X
Acropora_005927,Belongs to the AAA ATPase family
Acropora_005941,protein serine/threonine kinase activity
Acropora_005943,pre-mRNA 5'-splice site binding
Acropora_005946,NA
Acropora_006029,NA
Acropora_006037,MAP kinase tyrosine/serine/threonine phosphatase activity
Acropora_006063,NA
Acropora_006069,organic anion transmembrane transporter activity
Acropora_006084,guanylate cyclase activity
Acropora_006125,X-ray repair complementing defective repair in Chinese hamster cells 4
Acropora_006129,NA
Acropora_006140,NA
Acropora_006142,serine-type endopeptidase inhibitor activity
Acropora_006159,ephrin receptor binding
Acropora_006162,ubiquitin-like protein ligase activity
Acropora_006173,Rad21 rec8 n terminal
Acropora_006179,NA
Acropora_006204,cell surface pattern recognition receptor signaling pathway
Acropora_006209,NA
Acropora_006216,NA
Acropora_006233,BTB POZ domain-containing protein 16
Acropora_006241,Serine active site containing 1
Acropora_006252,ATP-dependent RNA helicase
Acropora_006272,histone H4-K16 acetylation
Acropora_006281,Tetratricopeptide repeat
Acropora_006286,pyridoxal phosphate binding
Acropora_006297,Nitric oxide associated 1
Acropora_006306,snoRNA binding
Acropora_006349,NA
Acropora_006364,NA
Acropora_006370,NA
Acropora_006372,NA
Acropora_006381,Enolase family member 4
Acropora_006385,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
Acropora_006392,RNA splicing
Acropora_006447,Belongs to the protein kinase superfamily. AGC Ser Thr protein kinase family. GPRK subfamily
Acropora_006450,plasma membrane repair
Acropora_006502,third ventricle development
Acropora_006506,Topoisomerase (DNA) II binding protein 1
Acropora_006507,NA
Acropora_006528,succinate-CoA ligase (GDP-forming) activity
Acropora_006529,Cadherin EGF LAG seven-pass G-type receptor
Acropora_006549,mediator complex binding
Acropora_006554,May promote cell cycle arrest by enhancing the inhibition of CDK2 activity by CDKN1A. May be required for repair of DNA damage by homologous recombination in conjunction with BRCA2. May not be involved in non-homologous end joining (NHEJ)
Acropora_006557,Golgi transport vesicle coating
Acropora_006559,NA
Acropora_006566,NA
Acropora_006569,Ion channel
Acropora_006575,positive regulation of epithelial to mesenchymal transition
Acropora_006579,Homeodomain
Acropora_006594,NA
Acropora_006598,regulation of mitotic metaphase/anaphase transition
Acropora_006622,WW domain-binding protein 1
Acropora_006623,Eukaryotic peptide chain release factor subunit
Acropora_006626,G-protein coupled receptor activity
Acropora_006641,alpha-catenin binding
Acropora_006671,Gamma-aminobutyric acid type B receptor subunit 2
Acropora_006693,7 transmembrane receptor (rhodopsin family)
Acropora_006726,Belongs to the peptidase C1 family
Acropora_006785,tachykinin receptor activity
Acropora_006795,cell septum assembly
Acropora_006808,cullin family protein binding
Acropora_006844,reverse transcriptase
Acropora_006845,uroporphyrinogen III biosynthetic process
Acropora_006854,NA
Acropora_006882,protein-cysteine S-acyltransferase activity
Acropora_006889,"3',5'-cyclic-GMP phosphodiesterase activity"
Acropora_006893,Rhotekin
Acropora_006905,NA
Acropora_006906,clathrin binding
Acropora_006940,peptidase inhibitor activity
Acropora_006952,Major Vault Protein repeat
Acropora_006958,Programmed cell death
Acropora_006960,NA
Acropora_006963,NA
Acropora_006982,NA
Acropora_006988,translation release factor activity
Acropora_007005,zinc ion binding
Acropora_007010,macrophage erythroblast attacher
Acropora_007015,NA
Acropora_007019,Transcription elongation regulator
Acropora_007037,histone H2A-K119 monoubiquitination
Acropora_007038,aminopeptidase activity
Acropora_007042,peptidase inhibitor activity
Acropora_007155,NA
Acropora_007164,NA
Acropora_007196,NA
Acropora_007207,positive regulation of cell chemotaxis to fibroblast growth factor
Acropora_007259,positive regulation of epithelial to mesenchymal transition
Acropora_007286,fibroblast growth factor-activated receptor activity
Acropora_007316,NA
Acropora_007323,neurotransmitter:sodium symporter activity
Acropora_007327,dUTP diphosphatase activity
Acropora_007344,NA
Acropora_007402,NA
Acropora_007411,NA
Acropora_007431,NA
Acropora_007448,sphingosine N-acyltransferase activity
Acropora_007449,NA
Acropora_007472,NA
Acropora_007480,secondary active sulfate transmembrane transporter activity
Acropora_007482,Belongs to the class V-like SAM-binding methyltransferase superfamily. Histone-lysine methyltransferase family. SETD3 subfamily
Acropora_007497,NA
Acropora_007505,early viral transcription
Acropora_007509,NA
Acropora_007510,Zinc finger protein 593
Acropora_007511,Rho GTPase activating protein 1
Acropora_007518,cAMP response element binding
Acropora_007520,two pore calcium channel protein
Acropora_007569,recycling endosome to Golgi transport
Acropora_007576,calcium channel activity
Acropora_007605,inner dynein arm assembly
Acropora_007610,NA
Acropora_007628,NA
Acropora_007630,cilium assembly
Acropora_007633,NA
Acropora_007641,Ankyrin repeats (3 copies)
Acropora_007646,NA
Acropora_007662,Transposase IS4
Acropora_007672,DNA binding
Acropora_007684,NA
Acropora_007691,NA
Acropora_007693,Rho-related BTB
Acropora_007712,Centrosomal protein
Acropora_007716,"Carnitine O-palmitoyltransferase 1, liver isoform"
Acropora_007717,RNA polymerase II transcription corepressor binding
Acropora_007749,NA
Acropora_007759,NA
Acropora_007783,aldehyde dehydrogenase (NAD) activity
Acropora_007788,Cilia and flagella associated protein 46
Acropora_007792,"ribosomal protein, S18C"
Acropora_007794,macromolecule glycosylation
Acropora_007801,cellular response to calcium ion
Acropora_007810,regulation of phosphoprotein phosphatase activity
Acropora_007813,zinc ion binding
Acropora_007829,NA
Acropora_007850,Glycine-rich domain-containing protein-like
Acropora_007852,NA
Acropora_007874,transportin 3
Acropora_007876,NA
Acropora_007892,NA
Acropora_007901,bHLH transcription factor binding
Acropora_007903,Selenium-binding protein 1
Acropora_007905,Metalloendopeptidase activity. It is involved in the biological process described with proteolysis
Acropora_007939,ribosomal protein S35
Acropora_007947,vesicle-mediated transport
Acropora_007969,protein with multiple splicing
Acropora_007985,NA
Acropora_007989,Integral membrane protein DUF92
Acropora_007995,carboxypeptidase Q
Acropora_008008,NA
Acropora_008011,NA
Acropora_008014,NA
Acropora_008017,Carbonic anhydrase
Acropora_008018,NA
Acropora_008035,NA
Acropora_008052,ER lipid raft associated 2
Acropora_008054,glutathione hydrolase activity
Acropora_008055,glutathione hydrolase activity
Acropora_008074,protein-glutamine gamma-glutamyltransferase activity
Acropora_008077,NA
Acropora_008079,NA
Acropora_008104,NA
Acropora_008116,NA
Acropora_008159,NA
Acropora_008174,7 transmembrane receptor (rhodopsin family)
Acropora_008180,transmembrane transport
Acropora_008189,Universal stress protein family
Acropora_008206,cGMP-dependent protein kinase activity
Acropora_008210,Sperm-tail PG-rich repeat
Acropora_008214,NA
Acropora_008220,phosphatidylserine binding
Acropora_008228,protein localization to phagophore assembly site
Acropora_008239,Synaptonemal complex protein 1
Acropora_008240,Adp-ribosylation factor
Acropora_008244,NA
Acropora_008246,AE binding protein 2
Acropora_008251,NA
Acropora_008279,NA
Acropora_008417,NA
Acropora_008424,NA
Acropora_008434,NA
Acropora_008442,NA
Acropora_008480,regulation of vesicle fusion
Acropora_008496,G-protein coupled receptor activity
Acropora_008512,domain protein 4
Acropora_008529,hAT family C-terminal dimerisation region
Acropora_008531,heme binding
Acropora_008545,NA
Acropora_008548,NA
Acropora_008566,neuropeptide receptor activity
Acropora_008598,NA
Acropora_008600,PRELI domain containing 2
Acropora_008616,Cytochrome P450
Acropora_008627,metalloaminopeptidase activity
Acropora_008637,NA
Acropora_008641,"aspartic endopeptidase activity, intramembrane cleaving"
Acropora_008642,NA
Acropora_008644,NA
Acropora_008648,"Lectin, mannose-binding 1"
Acropora_008651,NA
Acropora_008658,NA
Acropora_008661,metalloaminopeptidase activity
Acropora_008663,cell cycle
Acropora_008697,glycine amidinotransferase activity
Acropora_008705,NA
Acropora_008708,NA
Acropora_008759,NA
Acropora_008760,NA
Acropora_008766,"nuclear-transcribed mRNA catabolic process, no-go decay"
Acropora_008771,Golgi vesicle fusion to target membrane
Acropora_008791,NA
Acropora_008800,-
Acropora_008815,Leucine-rich repeat-containing protein C10orf11 homolog
Acropora_008819,NA
Acropora_008827,NA
Acropora_008835,carbohydrate binding
Acropora_008838,"Glycosyl hydrolases family 2, TIM barrel domain"
Acropora_008862,mitogen-activated protein kinase kinase binding
Acropora_008872,NA
Acropora_008879,rho GTPase-activating protein
Acropora_008880,"ATP-binding cassette, subfamily B (MDR TAP), member"
Acropora_008896,fibroblast growth factor-activated receptor activity
Acropora_008901,C-Jun-amino-terminal kinase-interacting protein
Acropora_008902,DNA binding
Acropora_008919,NA
Acropora_008921,"potassium voltage-gated channel, subfamily H"
Acropora_008923,NA
Acropora_008946,60S ribosomal protein L21-like
Acropora_008957,NA
Acropora_008969,Protein similar to CwfJ C-terminus 1
Acropora_009004,calcium ion binding
Acropora_009010,embryonic heart tube elongation
Acropora_009012,NA
Acropora_009019,galanin-activated signaling pathway
Acropora_009020,G-protein coupled receptor activity
Acropora_009023,Belongs to the CD36 family
Acropora_009036,oxidoreductase activity
Acropora_009040,Beta-lactamase
Acropora_009072,NA
Acropora_009077,NA
Acropora_009095,metalloendopeptidase activity
Acropora_009096,dioxygenase activity
Acropora_009111,metalloendopeptidase activity
Acropora_009134,4-hydroxybenzoate decaprenyltransferase activity
Acropora_009150,NA
Acropora_009183,O-methyltransferase-like
Acropora_009187,NA
Acropora_009254,"regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
Acropora_009260,negative regulation of thymidylate synthase biosynthetic process
Acropora_009261,NA
Acropora_009265,Anaphase-promoting complex subunit 11 RING-H2 finger
Acropora_009287,NA
Acropora_009299,factor 1
Acropora_009321,NA
Acropora_009323,acetylserotonin O-methyltransferase activity
Acropora_009341,NA
Acropora_009348,NA
Acropora_009351,NA
Acropora_009376,NA
Acropora_009403,zinc ion binding
Acropora_009414,Serpentine type 7TM GPCR chemoreceptor Srsx
Acropora_009427,NA
Acropora_009466,endopeptidase inhibitor activity
Acropora_009470,Glycosyl transferase
Acropora_009476,Reverse transcriptase (RNA-dependent DNA polymerase)
Acropora_009478,NACHT and WD repeat
Acropora_009480,NA
Acropora_009488,ATP-dependent chromatin remodeling
Acropora_009493,G-protein coupled receptor activity
Acropora_009534,NA
Acropora_009580,NA
Acropora_009610,NA
Acropora_009615,NA
Acropora_009618,NA
Acropora_009619,NA
Acropora_009635,NA
