gene,lpv_Treated_vs_Untreated,lpv_Untreated_vs_Initial,annot,KOG
Acropora_002052,-4.857507344858315,9.792463637873755,carbohydrate binding,carbohydrate binding
Acropora_002072,3.314313711641831,-4.282594197446557,NA,NA
Acropora_002077,-1.3834000064283463,5.259004788724848,translation activator activity,translation activator activity
Acropora_002084,-1.368150480403083,1.634429673682699,NA,NA
Acropora_002088,2.0661333180598676,-4.345788142997532,Protein tyrosine kinase,Protein tyrosine kinase
Acropora_002118,5.649235525318616,-14.040934289189451,sequence-specific DNA binding,sequence-specific DNA binding
Acropora_002124,-3.780982411110891,6.365183928427929,electron transfer activity,electron transfer activity
Acropora_002129,-3.57558688014283,8.603627937883484,NA,NA
Acropora_002130,2.0670407276851175,-2.2919134049331142,NA,NA
Acropora_002137,-1.7589028586634503,9.287982832433507,threonine-type endopeptidase activity,threonine-type endopeptidase activity
Acropora_002140,2.908829109244092,-1.5678361221673096,DNA polymerase epsilon subunit 3,DNA polymerase epsilon subunit 3
Acropora_002160,-1.3863464608722658,1.9643674071046593,positive regulation of DNA binding,positive regulation of DNA binding
Acropora_002190,-3.7569339500457053,6.2460193596035305,NA,NA
Acropora_002204,1.9417246398440868,-5.671911659710311,RNA polymerase II,RNA polymerase II
Acropora_002205,-1.863260232839569,-3.7621711353933738,Heme binding protein 2,Heme binding protein 2
Acropora_002225,3.7707197991525803,-6.868655387548037,negative regulation of protein depolymerization,negative regulation of protein depolymerization
Acropora_002301,2.2726669167411253,-6.623324263514289,NA,NA
Acropora_002306,5.929316014171079,-4.734982489463442,DNA (cytosine-5-)-methyltransferase activity,DNA (cytosine-5-)-methyltransferase activity
Acropora_002342,-2.3201068155412825,4.819470620481068,otolith formation,otolith formation
Acropora_002394,2.5771383358657283,-2.4438339381809113,phosphatidylserine binding,phosphatidylserine binding
Acropora_002399,-1.5708466385242255,6.127234012655521,"subunit, beta","subunit, beta"
Acropora_002421,1.6704056867149477,-4.082071671422013,CMP metabolic process,CMP metabolic process
Acropora_002470,8.031740344185318,-25.873015249711532,positive regulation of presynaptic membrane organization,positive regulation of presynaptic membrane organization
Acropora_002518,1.9272601651917103,-13.877822716312592,Trypsin-like serine protease,Trypsin-like serine protease
Acropora_002539,-1.409535056751759,4.9579264559708625,structural constituent of ribosome,structural constituent of ribosome
Acropora_002565,2.0430419222880336,-1.4466180334370988,store-operated calcium channel activity,store-operated calcium channel activity
Acropora_002586,1.436186429559741,-2.494598253020097,proteasome regulatory particle assembly,proteasome regulatory particle assembly
Acropora_002614,-1.361566269398607,10.832111418549724,SNAP receptor activity,SNAP receptor activity
Acropora_002615,-2.1091480057391268,1.6033773494955987,haloacid dehalogenase-like hydrolase,haloacid dehalogenase-like hydrolase
Acropora_002620,2.0486910346958767,-7.255258276362264,Dienelactone hydrolase family,Dienelactone hydrolase family
Acropora_002632,-3.9208561688679477,3.7258877088139695,calcium ion binding,calcium ion binding
Acropora_002656,-1.4098802371612729,1.3059508689732489,trans-L-3-hydroxyproline dehydratase activity,trans-L-3-hydroxyproline dehydratase activity
Acropora_002679,-1.4711305303876676,15.189403786470411,NA,NA
Acropora_002710,2.088065172182568,-3.796348573074975,heparan sulfate 2-O-sulfotransferase activity,heparan sulfate 2-O-sulfotransferase activity
Acropora_002712,-1.3770074990830576,-2.238550836639502,NA,NA
Acropora_002796,1.4194385859128376,-9.418399777934036,Rho guanine nucleotide exchange factor,Rho guanine nucleotide exchange factor
Acropora_002828,-2.423927550512444,4.024178119912061,"Involved in nuclear export of spliced and unspliced mRNA. Assembling component of the TREX complex which is thought to couple mRNA transcription, processing and nuclear export, and specifically associates with spliced mRNA and not with unspliced pre-mRNA. TREX is recruited to spliced mRNAs by a transcription- independent mechanism, binds to mRNA upstream of the exon-junction complex (EJC) and is recruited in a splicing- and cap-dependent manner to a region near the 5' end of the mRNA where it functions in mRNA export to the cytoplasm via the TAP NFX1 pathway. May undergo several rounds of ATP hydrolysis during assembly of TREX to drive subsequent loading of components such as ALYREF THOC and CHTOP onto mRNA","Involved in nuclear export of spliced and unspliced mRNA. Assembling component of the TREX complex which is thought to couple mRNA transcription, processing and nuclear export, and specifically associates with spliced mRNA and not with unspliced pre-mRNA. TREX is recruited to spliced mRNAs by a transcription- independent mechanism, binds to mRNA upstream of the exon-junction complex (EJC) and is recruited in a splicing- and cap-dependent manner to a region near the 5' end of the mRNA where it functions in mRNA export to the cytoplasm via the TAP NFX1 pathway. May undergo several rounds of ATP hydrolysis during assembly of TREX to drive subsequent loading of components such as ALYREF THOC and CHTOP onto mRNA"
Acropora_002864,1.4001162591715008,-2.2945189939938606,isocitrate dehydrogenase (NADP+) activity,isocitrate dehydrogenase (NADP+) activity
Acropora_002965,2.730595054705739,-1.6769121333125516,methanethiol oxidase activity,methanethiol oxidase activity
Acropora_002969,1.5534247643657157,-2.5316776879289904,NA,NA
Acropora_003036,1.693454335543189,-3.574567304489323,Universal stress protein family,Universal stress protein family
Acropora_003070,-2.074895631871203,1.3657796461684588,Required for protein import into peroxisomes,Required for protein import into peroxisomes
Acropora_003258,-1.5181793049102694,2.4832773275168747,attachment of GPI anchor to protein,attachment of GPI anchor to protein
Acropora_003261,1.3617222719611182,-2.6088696811690144,Phosphoethanolamine methyltransferase,Phosphoethanolamine methyltransferase
Acropora_003267,2.326659386146212,-1.5440563014858566,Chromatin organization modifier domain,Chromatin organization modifier domain
Acropora_003268,2.0171894982608367,-2.223958585310541,Fanconi anaemia group A protein N terminus,Fanconi anaemia group A protein N terminus
Acropora_003285,1.8469588017514293,-1.5052852059335309,NA,NA
Acropora_003305,-2.5011247575131015,1.6909657710121155,positive regulation of interleukin-13 biosynthetic process,positive regulation of interleukin-13 biosynthetic process
Acropora_003330,2.530830883406172,2.3951380525459247,NA,NA
Acropora_003339,1.7016061610564397,-2.3779742210239263,G-protein coupled GABA receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway,G-protein coupled GABA receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway
Acropora_003353,2.338576270790336,-1.6252937934153582,15-hydroxyprostaglandin dehydrogenase (NAD+) activity,15-hydroxyprostaglandin dehydrogenase (NAD+) activity
Acropora_003418,1.3639954131006702,-13.007866304113683,adenylate cyclase-activating G-protein coupled receptor signaling pathway,adenylate cyclase-activating G-protein coupled receptor signaling pathway
Acropora_003432,1.531462223485397,-1.905854665423785,NA,NA
Acropora_003465,-5.874803509970185,2.017580298920334,negative regulation of renal output by angiotensin,negative regulation of renal output by angiotensin
Acropora_003481,-1.5704493110305775,1.9246933725839452,arachidonate 5-lipoxygenase activity,arachidonate 5-lipoxygenase activity
Acropora_003492,-1.8419684340265816,-3.5602910808691894,Cystatin-like domain,Cystatin-like domain
Acropora_003509,1.3399267771431553,-3.5220559290526583,NA,NA
Acropora_003561,1.4523009917621121,-2.2893723320244774,NA,NA
Acropora_003566,1.9078676543529758,-3.5694909611773182,NA,NA
Acropora_003570,-1.7263126637719366,2.573715508733319,mechanosensitive ion channel activity,mechanosensitive ion channel activity
Acropora_003575,2.52008314227224,-9.665729559531812,G-protein beta/gamma-subunit complex binding,G-protein beta/gamma-subunit complex binding
Acropora_003578,3.036555072469452,-8.965047466763123,Protein tyrosine kinase,Protein tyrosine kinase
Acropora_003640,1.5171850639451938,-6.619553056463011,calretinin,calretinin
Acropora_003641,4.683385235912622,-15.734558335206799,NA,NA
Acropora_003666,2.3288266392597587,-7.766175334767813,establishment of animal organ orientation,establishment of animal organ orientation
Acropora_003672,1.742804289075341,-2.186629545080019,Transcription factor,Transcription factor
Acropora_003708,-1.3029208927255915,-1.4117008140075047,protein monoubiquitination,protein monoubiquitination
Acropora_003727,1.6963278382698683,-6.909360693860187,NA,NA
Acropora_003774,-2.3224482033506075,12.104095757879614,NA,NA
Acropora_003794,3.691872322492917,-9.42565638731837,regulation of mitotic cell cycle,regulation of mitotic cell cycle
Acropora_003816,2.0798647980751794,-5.776110593177577,NA,NA
Acropora_003835,2.2405313445865374,-6.051165968774918,NA,NA
Acropora_003842,2.1943839032615506,-2.00428733755876,NA,NA
Acropora_003878,1.930524515160573,-4.227922755379117,glutathione synthase activity,glutathione synthase activity
Acropora_003881,1.7155736049563324,-2.6658858550484266,NA,NA
Acropora_003927,-2.307669014657428,3.0105239588609214,NA,NA
Acropora_003940,-2.0479401375573385,12.627732373932503,NA,NA
Acropora_003949,1.4372978030352959,-4.388892198937593,calcium ion binding,calcium ion binding
Acropora_003960,-3.6072024650766874,4.170307203999119,NA,NA
Acropora_004000,-1.3785513793602853,2.9808474033999954,magnesium-dependent phosphatase 1,magnesium-dependent phosphatase 1
Acropora_004018,1.625777044089214,-1.3194753827847612,NA,NA
Acropora_004025,-3.018080539309414,3.5442506884010307,NA,NA
Acropora_004125,2.674537478047756,-5.366904492549191,Belongs to the G-protein coupled receptor 1 family,Belongs to the G-protein coupled receptor 1 family
Acropora_004129,3.3861584099922055,-9.261952854544656,NA,NA
Acropora_004141,-1.4842992718407595,4.752463326177801,protein localization to cytosolic proteasome complex involved in ERAD pathway,protein localization to cytosolic proteasome complex involved in ERAD pathway
Acropora_004167,-1.5244373038003631,5.86284527371415,"Endoplasmic reticulum protein ERp29, C-terminal domain","Endoplasmic reticulum protein ERp29, C-terminal domain"
Acropora_004185,1.3403112525436625,-4.682885930176049,helicase activity,helicase activity
Acropora_004202,-1.893368013610194,1.563820419186098,NA,NA
Acropora_004203,-2.453774750542028,5.883770659076957,Belongs to the syntaxin family,Belongs to the syntaxin family
Acropora_004221,-1.3931992913941205,8.504665345020113,syndrome nuclear autoantigen 1,syndrome nuclear autoantigen 1
Acropora_004349,3.0211670782755307,-9.018558900203388,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
Acropora_004357,-1.6086493977818201,3.807620654661163,Galactosyltransferase,Galactosyltransferase
Acropora_004370,-1.7008334353904184,15.362806481247764,heat shock protein binding,heat shock protein binding
Acropora_004404,1.359091881373616,-5.17397626259208,M-phase phosphoprotein 6,M-phase phosphoprotein 6
Acropora_004446,5.050716210425027,-6.972441058636864,importin-alpha family protein binding,importin-alpha family protein binding
Acropora_004458,-3.35182299545959,1.4767616347910464,antigen processing and presentation of exogenous peptide antigen via MHC class I,antigen processing and presentation of exogenous peptide antigen via MHC class I
Acropora_004471,2.062683721242324,-3.9567987912220888,NA,NA
Acropora_004493,1.8996634423052876,-9.72155496425417,"Myosin, light","Myosin, light"
Acropora_004530,2.3869263927425335,-1.922808259677412,NA,NA
Acropora_004536,-1.754125431749603,1.7835687458331753,mitotic chromosome condensation,mitotic chromosome condensation
Acropora_004555,-3.408217421621715,10.403589399767673,threonine-type endopeptidase activity,threonine-type endopeptidase activity
Acropora_004556,1.4760021778371961,-10.552472033008437,NA,NA
Acropora_004591,2.2889525110594455,-4.266316928137662,Poly (ADP-ribose) polymerase,Poly (ADP-ribose) polymerase
Acropora_004597,-4.582450971150042,6.498451295272949,NA,NA
Acropora_004814,1.7522757112006107,-6.381073808157932,primary miRNA methylation,primary miRNA methylation
Acropora_004835,-2.0419648161095116,3.3775903735382955,NA,NA
Acropora_004848,1.925062309917897,-10.673421749719045,NA,NA
Acropora_004854,-1.7549173974711545,11.790214227615316,NA,NA
Acropora_004869,4.31675366113792,-6.083327227609618,NA,NA
Acropora_004917,1.7815341399965838,-4.526572837434712,guanylate cyclase activity,guanylate cyclase activity
Acropora_004941,2.0076320712825315,-2.0370486158440273,metalloendopeptidase activity,metalloendopeptidase activity
Acropora_005185,2.450141865965567,-5.518106454047958,regulation of ryanodine-sensitive calcium-release channel activity,regulation of ryanodine-sensitive calcium-release channel activity
Acropora_005230,1.9500489118643385,-2.864073427597058,ATP-dependent RNA helicase,ATP-dependent RNA helicase
Acropora_005417,1.6031291899867923,-3.334013368085906,snRNA export from nucleus,snRNA export from nucleus
Acropora_005421,-1.5702336967077573,3.1742575207802948,sorting nexin,sorting nexin
Acropora_005422,-2.4496970001128293,2.7814280985447564,protein adenylyltransferase activity,protein adenylyltransferase activity
Acropora_005445,1.3019673948306016,-1.6562857053535953,NA,NA
Acropora_005526,1.5867585123365504,-6.490892815093253,protein linear deubiquitination,protein linear deubiquitination
Acropora_005572,2.568574221638828,-4.280245242680292,NA,NA
Acropora_005717,-1.309946973194503,3.0266223571845816,NA,NA
Acropora_005724,-2.945561572382107,5.689801717671785,Rab GTPase binding,Rab GTPase binding
Acropora_005760,-7.750256692124093,3.4417930144405173,chromatin remodeling,chromatin remodeling
Acropora_005791,-1.6622802994291357,9.226341221534444,sodium-dependent glucose transporter,sodium-dependent glucose transporter
Acropora_005814,1.8326901159240623,-5.240573419663348,microtubule motor activity,microtubule motor activity
Acropora_005872,1.309946973194503,-1.3787877699581848,NA,NA
Acropora_005885,-2.430827768922952,1.9070995971516436,motor activity,motor activity
Acropora_005900,1.680790728640419,-4.087702630976437,NA,NA
Acropora_005903,-2.4352054805925407,5.949179810666432,Nuclear factor NF-kappa-B p105 subunit,Nuclear factor NF-kappa-B p105 subunit
Acropora_005935,4.835790129876877,-6.019134569329861,NA,NA
Acropora_005936,2.6575925464734045,-7.829709174421783,NA,NA
Acropora_005969,1.9434509140053509,-7.020147150626249,NA,NA
Acropora_006002,1.4054596850957877,-2.985866959141922,N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase activity,N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase activity
Acropora_006009,-1.3923217814266042,14.41176956389305,alpha-catenin binding,alpha-catenin binding
Acropora_006012,-2.918304772883585,14.837160816467064,Golgi ribbon formation,Golgi ribbon formation
Acropora_006024,2.1428736485988145,-2.4138894503747887,NA,NA
Acropora_006040,1.4824262392123597,-1.7298106805850528,procollagen-proline 3-dioxygenase activity,procollagen-proline 3-dioxygenase activity
Acropora_006070,1.74271624432816,-11.49007412874177,organic anion transmembrane transporter activity,organic anion transmembrane transporter activity
Acropora_006153,-1.8824187275598647,13.803619379210046,"Arrestin (or S-antigen), N-terminal domain","Arrestin (or S-antigen), N-terminal domain"
Acropora_006199,1.3024365931364685,-1.3931008505296585,Mediates cleavage of dimethlysulfonioproprionate (DMSP) into dimethyl sulfide (DMS) and acrylate. DMS is the principal form by which sulfur is transported from oceans to the atmosphere and is a key component of the ocean sulfur cycle,Mediates cleavage of dimethlysulfonioproprionate (DMSP) into dimethyl sulfide (DMS) and acrylate. DMS is the principal form by which sulfur is transported from oceans to the atmosphere and is a key component of the ocean sulfur cycle
Acropora_006211,2.436087477303694,-2.026700583486471,assembly factor 2,assembly factor 2
Acropora_006256,2.77880756347862,-2.8807125487628364,Lysyl oxidase-like 2,Lysyl oxidase-like 2
Acropora_006265,-2.1730149560613925,1.3684116399294615,Cytochrome P450,Cytochrome P450
Acropora_006288,-4.441143735234741,2.1371210941706686,NFX1-type zinc finger-containing protein,NFX1-type zinc finger-containing protein
Acropora_006396,-2.0590785978704895,1.8187762982002613,NA,NA
Acropora_006404,-3.5839590968425736,6.355415485189439,NA,NA
Acropora_006413,-1.6229557205352059,3.2207234919164693,NA,NA
Acropora_006451,2.1943839032615506,-8.485628999593857,plasma membrane repair,plasma membrane repair
Acropora_006523,1.3529698728024593,-3.165562483696642,NA,NA
Acropora_006629,3.2302418463815123,-2.2098689650277836,NA,NA
Acropora_006644,-1.8644347693337455,3.2414976162672775,regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation,regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation
Acropora_006658,1.5702336967077573,-7.121673892716816,Leydig cell differentiation,Leydig cell differentiation
Acropora_006662,2.3252633704835626,-2.060028467723183,GABA-A receptor activity,GABA-A receptor activity
Acropora_006674,-5.927901569647666,11.18405158211674,NA,NA
Acropora_006685,2.41205578636823,-27.96219743047879,SRY (sex determining region Y)-box 30,SRY (sex determining region Y)-box 30
Acropora_006687,2.906121759149772,-15.492769847964464,"ATP-dependent microtubule motor activity, plus-end-directed","ATP-dependent microtubule motor activity, plus-end-directed"
Acropora_006702,-5.972718632412539,2.679673493020625,folate import across plasma membrane,folate import across plasma membrane
Acropora_006716,1.8365792207842242,-1.908078198796095,SWIB/MDM2 domain,SWIB/MDM2 domain
Acropora_006719,1.8627147164919322,-2.944902753973639,NA,NA
Acropora_006738,1.5073064251546058,-2.2379355205289704,NK6 homeobox 1,NK6 homeobox 1
Acropora_006739,1.5502487375557825,-16.655778206387502,smoothened signaling pathway,smoothened signaling pathway
Acropora_006805,1.410953560325938,-3.8703611042884445,Nucleophosmin,Nucleophosmin
Acropora_006810,-3.4277998586859115,4.238981532432228,NA,NA
Acropora_006820,1.771413458137169,-5.327600602910805,"Catenin (Cadherin-associated protein), alpha","Catenin (Cadherin-associated protein), alpha"
Acropora_006825,-2.978133552614196,2.3935266386744285,Glutaredoxin 3,Glutaredoxin 3
Acropora_006836,-1.9500489118643385,8.05273496901574,NA,NA
Acropora_006841,1.6012798821253427,-2.7090403493242965,microtubule motor activity,microtubule motor activity
Acropora_006865,2.727195298176872,-8.453310027289016,Disintegrin and metalloproteinase domain-containing protein,Disintegrin and metalloproteinase domain-containing protein
Acropora_006880,2.650741141706007,-2.3496878750281582,-,-
Acropora_006883,-1.641186545283151,2.12715040142489,NA,NA
Acropora_006886,-7.632138840369608,2.289293990897649,tetracycline transmembrane transporter activity,tetracycline transmembrane transporter activity
Acropora_006908,2.737287660014278,-3.716690508563735,regulation of chromosome segregation,regulation of chromosome segregation
Acropora_006953,1.3978039088185175,-4.063890566085416,renal vesicle induction,renal vesicle induction
Acropora_007014,-5.0859182089373185,1.3513929300425518,NA,NA
Acropora_007036,1.8816177837884227,-5.669050770306118,NA,NA
Acropora_007059,1.809435502400189,-1.7143742283923367,NA,NA
Acropora_007169,1.726622428805386,-9.973666714409216,fibroblast growth factor-activated receptor activity,fibroblast growth factor-activated receptor activity
Acropora_007303,1.4796376815202572,-1.7475809214127442,plus-end-directed vesicle transport along microtubule,plus-end-directed vesicle transport along microtubule
Acropora_007320,-1.3609899865914596,6.107138242246834,Nidogen-like,Nidogen-like
Acropora_007329,5.0358424152472585,-3.1332456987496866,mothers against decapentaplegic homolog,mothers against decapentaplegic homolog
Acropora_007366,-2.5641873579515395,11.739518897122192,NA,NA
Acropora_007388,-1.4770624520301816,5.51975150268505,heme binding,heme binding
Acropora_007405,1.4886035123440067,-1.4847427046146804,NA,NA
Acropora_007435,1.9502311582587115,-1.7150394178389277,Interferon-induced transmembrane protein,Interferon-induced transmembrane protein
Acropora_007447,3.566181084103517,-4.097215166260673,NA,NA
Acropora_007492,-1.5313673361366595,8.09693585476871,ubiquitin conjugating enzyme binding,ubiquitin conjugating enzyme binding
Acropora_007508,1.5483972589258912,-2.5701643641199494,NA,NA
Acropora_007522,-2.553750953771349,4.698870833572748,protein transport,protein transport
Acropora_007533,1.8215801130035796,-4.938267081512752,NA,NA
Acropora_007568,1.6424737346370024,-6.105474584342306,NA,NA
Acropora_007577,1.3848099706412154,-9.889832710354069,Transient receptor potential cation channel subfamily M member,Transient receptor potential cation channel subfamily M member
Acropora_007590,4.101054334137381,-9.010893722690707,NA,NA
Acropora_007604,4.779545911688208,-3.6418840455165595,resolution of meiotic recombination intermediates,resolution of meiotic recombination intermediates
Acropora_007614,1.693454335543189,-1.8583616615306888,"Inner centromere protein, ARK binding region","Inner centromere protein, ARK binding region"
Acropora_007616,6.127026212073509,-12.744476412369004,NA,NA
Acropora_007622,-1.9500489118643385,4.9581980013478075,Diacylglycerol kinase,Diacylglycerol kinase
Acropora_007652,-11.832972163482365,8.267584060452212,Copper/zinc superoxide dismutase (SODC),Copper/zinc superoxide dismutase (SODC)
Acropora_007695,-1.52070811656752,13.63478164419432,Belongs to the peptidase C1 family,Belongs to the peptidase C1 family
Acropora_007708,1.4182567430565107,-9.767977880781116,demethylase,demethylase
Acropora_007734,1.5171850639451938,-7.601051710497436,GTPase activity,GTPase activity
Acropora_007741,-1.68459412381811,7.029333056140895,oxidative phosphorylation uncoupler activity,oxidative phosphorylation uncoupler activity
Acropora_007791,-1.3942897910632106,4.316243455836798,"family with sequence similarity 175, member B","family with sequence similarity 175, member B"
Acropora_007811,-1.7633582727969717,20.469245216842804,"hydrolase activity, acting on ester bonds","hydrolase activity, acting on ester bonds"
Acropora_007860,2.423927550512444,-3.8092609698390314,NA,NA
Acropora_007875,-1.3608921255390218,6.622566880642731,calcium-dependent phospholipid binding,calcium-dependent phospholipid binding
Acropora_007883,-3.7569339500457053,6.183417446850324,non-haem dioxygenase in morphine synthesis N-terminal,non-haem dioxygenase in morphine synthesis N-terminal
Acropora_007897,-1.4159346513361175,1.8953886636371415,signal peptide processing,signal peptide processing
Acropora_007960,1.3434802888781008,-4.434044710735334,MFS_1 like family,MFS_1 like family
Acropora_007963,-2.4276716916049845,12.599506309247595,regulation of smoothened signaling pathway,regulation of smoothened signaling pathway
Acropora_007990,2.074134164060131,-4.804079259748069,coiled-coil domain-containing protein 34,coiled-coil domain-containing protein 34
Acropora_007996,1.4009475948803738,-3.7522105864835216,NA,NA
