gene,lpv_Treated_vs_Untreated,lpv_Untreated_vs_Initial,annot,KOG
Acropora_001108,1.9896252210476897,-2.971421650512276,NA,NA
Acropora_001109,-1.2634499778955477,1.071301502209488,vesicle-mediated cholesterol transport,vesicle-mediated cholesterol transport
Acropora_001182,-1.5305555411887535,15.09927894796454,NA,NA
Acropora_001187,-1.2444753168116607,8.577723656640122,ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
Acropora_001215,1.4143299288021391,-2.940303800512056,NA,NA
Acropora_001254,-1.5587090982357559,7.120204963006013,synaptic vesicle cytoskeletal transport,synaptic vesicle cytoskeletal transport
Acropora_001276,1.7270208413496082,-3.2230032976964664,NA,NA
Acropora_001296,-1.5037883158173568,11.55024556551421,cell surface receptor signaling pathway,cell surface receptor signaling pathway
Acropora_001298,-1.0923298373992036,3.9865872519966294,"ATP-dependent serine protease that mediates the selective degradation of misfolded, unassembled or oxidatively damaged polypeptides as well as certain short-lived regulatory proteins in the mitochondrial matrix. May also have a chaperone function in the assembly of inner membrane protein complexes. Participates in the regulation of mitochondrial gene expression and in the maintenance of the integrity of the mitochondrial genome. Binds to mitochondrial","ATP-dependent serine protease that mediates the selective degradation of misfolded, unassembled or oxidatively damaged polypeptides as well as certain short-lived regulatory proteins in the mitochondrial matrix. May also have a chaperone function in the assembly of inner membrane protein complexes. Participates in the regulation of mitochondrial gene expression and in the maintenance of the integrity of the mitochondrial genome. Binds to mitochondrial"
Acropora_001320,1.1776715688758175,-3.2983609451310003,Myosin. Large ATPases.,Myosin. Large ATPases.
Acropora_001323,-1.4112563587661575,7.140113035844405,phosphatidylserine metabolic process,phosphatidylserine metabolic process
Acropora_001502,-6.793769928638816,1.5887680902355192,NA,NA
Acropora_001538,4.081654944140961,-1.1677483541724754,"Crystallin, zeta (quinone reductase)","Crystallin, zeta (quinone reductase)"
Acropora_001557,7.363327089282746,-14.436705885706305,NA,NA
Acropora_001560,3.013251477893698,-5.174627772953042,NA,NA
Acropora_001581,5.424088719078084,-15.670634284606107,NA,NA
Acropora_001587,1.9074241270848702,-1.9008409586274058,NA,NA
Acropora_001595,-1.8524869066842247,1.6265079296800125,NA,NA
Acropora_001602,-31.411293981032,5.665254306793253,Belongs to the heat shock protein 70 family,Belongs to the heat shock protein 70 family
Acropora_001646,-1.507209648234735,2.2945218660740707,Poly(ADP-ribose) polymerase catalytic domain,Poly(ADP-ribose) polymerase catalytic domain
Acropora_001647,-1.0635239199998283,17.271470925208618,fatty acid beta-oxidation using acyl-CoA dehydrogenase,fatty acid beta-oxidation using acyl-CoA dehydrogenase
Acropora_001694,1.0346363856916525,-4.439481767861605,regulation of mitotic cell cycle,regulation of mitotic cell cycle
Acropora_001708,-1.0918057511817514,2.3750154368395844,NA,NA
Acropora_001731,-1.244435908351023,5.876535425660932,metalloendopeptidase activity,metalloendopeptidase activity
Acropora_001767,-1.309180282646319,1.115884900771222,TCDD-inducible poly(ADP-ribose) polymerase,TCDD-inducible poly(ADP-ribose) polymerase
Acropora_001793,-1.9414041718590949,8.677378771972874,It is involved in the biological process described with,It is involved in the biological process described with
Acropora_001805,1.1426911401218136,-1.7379294874710833,peptide-O-fucosyltransferase activity,peptide-O-fucosyltransferase activity
Acropora_001853,1.3053777235776294,11.226063039969555,NA,NA
Acropora_001857,3.351024531919484,-2.0140474400180235,NA,NA
Acropora_001859,-3.669232057236757,2.4411001756820356,vesicle fusion with Golgi apparatus,vesicle fusion with Golgi apparatus
Acropora_001872,-1.0653486938827592,5.539384382237422,"retrograde vesicle-mediated transport, Golgi to ER","retrograde vesicle-mediated transport, Golgi to ER"
Acropora_001888,-3.628560917563429,3.0831815150757937,NA,NA
Acropora_001897,2.6043651807799675,-6.15910610703905,Si ch211-39a7.1,Si ch211-39a7.1
Acropora_001916,-2.050848343407355,1.1621220580558012,NA,NA
Acropora_001925,1.2115027513048238,-2.446372091195311,U2 snRNA binding,U2 snRNA binding
Acropora_001930,-1.1275578781486464,3.975852477895779,anandamide amidohydrolase activity,anandamide amidohydrolase activity
Acropora_001953,-3.2302418463815123,3.224224570033661,NA,NA
Acropora_001960,-1.625777044089214,3.744018891244208,SUMO transferase activity,SUMO transferase activity
Acropora_001975,1.3834000064283463,-4.339713713602868,NA,NA
Acropora_001995,2.669198427939393,-4.252021021957843,NA,NA
Acropora_001996,-3.057510601375827,3.5766756037777276,NA,NA
Acropora_002000,1.0453164265886166,-6.890236683614219,NA,NA
Acropora_002020,-1.0967923186867272,3.7945600896064784,endodermal-mesodermal cell signaling,endodermal-mesodermal cell signaling
Acropora_002034,-1.5498699617550582,7.833776868305482,Calcium-binding protein,Calcium-binding protein
Acropora_002036,1.6459724465715901,-1.2144898718098505,Heparan-alpha-glucosaminide N-acetyltransferase,Heparan-alpha-glucosaminide N-acetyltransferase
Acropora_002050,-1.3738794871722855,3.744018891244208,NA,NA
Acropora_002052,-4.857507344858315,9.792463637873755,carbohydrate binding,carbohydrate binding
Acropora_002072,3.314313711641831,-4.282594197446557,NA,NA
Acropora_002077,-1.3834000064283463,5.259004788724848,translation activator activity,translation activator activity
Acropora_002078,-1.0653486938827592,4.317683202855402,signal peptide processing,signal peptide processing
Acropora_002084,-1.368150480403083,1.634429673682699,NA,NA
Acropora_002088,2.0661333180598676,-4.345788142997532,Protein tyrosine kinase,Protein tyrosine kinase
Acropora_002098,1.1333553998907884,-3.508199268130024,chromosome 9 open reading frame 78,chromosome 9 open reading frame 78
Acropora_002102,1.220142059011218,-4.226591111714211,carbohydrate binding,carbohydrate binding
Acropora_002118,5.649235525318616,-14.040934289189451,sequence-specific DNA binding,sequence-specific DNA binding
Acropora_002124,-3.780982411110891,6.365183928427929,electron transfer activity,electron transfer activity
Acropora_002129,-3.57558688014283,8.603627937883484,NA,NA
Acropora_002130,2.0670407276851175,-2.2919134049331142,NA,NA
Acropora_002137,-1.7589028586634503,9.287982832433507,threonine-type endopeptidase activity,threonine-type endopeptidase activity
Acropora_002140,2.908829109244092,-1.5678361221673096,DNA polymerase epsilon subunit 3,DNA polymerase epsilon subunit 3
Acropora_002160,-1.3863464608722658,1.9643674071046593,positive regulation of DNA binding,positive regulation of DNA binding
Acropora_002190,-3.7569339500457053,6.2460193596035305,NA,NA
Acropora_002204,1.9417246398440868,-5.671911659710311,RNA polymerase II,RNA polymerase II
Acropora_002205,-1.863260232839569,-3.7621711353933738,Heme binding protein 2,Heme binding protein 2
Acropora_002219,-1.294770204936905,2.4627154829240014,DNA repair protein SWI5 homolog,DNA repair protein SWI5 homolog
Acropora_002225,3.7707197991525803,-6.868655387548037,negative regulation of protein depolymerization,negative regulation of protein depolymerization
Acropora_002262,2.229397359079288,-1.1214274720031139,sulfuric ester hydrolase activity,sulfuric ester hydrolase activity
Acropora_002291,1.0599824969016938,-4.657711474550822,NA,NA
Acropora_002301,2.2726669167411253,-6.623324263514289,NA,NA
Acropora_002306,5.929316014171079,-4.734982489463442,DNA (cytosine-5-)-methyltransferase activity,DNA (cytosine-5-)-methyltransferase activity
Acropora_002307,1.2202735659508355,-1.761383771180609,NA,NA
Acropora_002342,-2.3201068155412825,4.819470620481068,otolith formation,otolith formation
Acropora_002380,-1.0824930863430273,9.142699178978017,Prefoldin subunit 6,Prefoldin subunit 6
Acropora_002387,1.0457436530854867,-4.899121936632126,PFAM Alcohol dehydrogenase zinc-binding domain protein,PFAM Alcohol dehydrogenase zinc-binding domain protein
Acropora_002391,1.2819518011781303,1.1837728254160889,NA,NA
Acropora_002394,2.5771383358657283,-2.4438339381809113,phosphatidylserine binding,phosphatidylserine binding
Acropora_002399,-1.5708466385242255,6.127234012655521,"subunit, beta","subunit, beta"
Acropora_002410,-1.0118347982092115,7.757160367788664,endoplasmic reticulum stress-induced pre-emptive quality control,endoplasmic reticulum stress-induced pre-emptive quality control
Acropora_002421,1.6704056867149477,-4.082071671422013,CMP metabolic process,CMP metabolic process
Acropora_002470,8.031740344185318,-25.873015249711532,positive regulation of presynaptic membrane organization,positive regulation of presynaptic membrane organization
Acropora_002474,-1.0210901667208578,1.9136728638765215,Nidogen 1a,Nidogen 1a
Acropora_002504,1.1007946514418703,-2.0370486158440273,flavoprotein involved in K transport,flavoprotein involved in K transport
Acropora_002518,1.9272601651917103,-13.877822716312592,Trypsin-like serine protease,Trypsin-like serine protease
Acropora_002532,-1.0049161048644775,11.917090121589334,clathrin heavy chain binding,clathrin heavy chain binding
Acropora_002536,-1.1607326269218838,3.314142825486163,ankyrin repeat,ankyrin repeat
Acropora_002539,-1.409535056751759,4.9579264559708625,structural constituent of ribosome,structural constituent of ribosome
Acropora_002555,-1.088247428021292,10.718665650063834,laminin subunit,laminin subunit
Acropora_002565,2.0430419222880336,-1.4466180334370988,store-operated calcium channel activity,store-operated calcium channel activity
Acropora_002586,1.436186429559741,-2.494598253020097,proteasome regulatory particle assembly,proteasome regulatory particle assembly
Acropora_002595,-1.0542452711289143,9.243556899368288,tachykinin receptor activity,tachykinin receptor activity
Acropora_002599,1.0989495771232445,-2.959198016455492,NA,NA
Acropora_002614,-1.361566269398607,10.832111418549724,SNAP receptor activity,SNAP receptor activity
Acropora_002615,-2.1091480057391268,1.6033773494955987,haloacid dehalogenase-like hydrolase,haloacid dehalogenase-like hydrolase
Acropora_002620,2.0486910346958767,-7.255258276362264,Dienelactone hydrolase family,Dienelactone hydrolase family
Acropora_002625,-1.2335790143901366,9.617965718205754,60S ribosomal protein,60S ribosomal protein
Acropora_002632,-3.9208561688679477,3.7258877088139695,calcium ion binding,calcium ion binding
Acropora_002642,-1.0507277596647793,8.828528387245301,Ubiquitin carboxyl-terminal hydrolase,Ubiquitin carboxyl-terminal hydrolase
Acropora_002656,-1.4098802371612729,1.3059508689732489,trans-L-3-hydroxyproline dehydratase activity,trans-L-3-hydroxyproline dehydratase activity
Acropora_002679,-1.4711305303876676,15.189403786470411,NA,NA
Acropora_002710,2.088065172182568,-3.796348573074975,heparan sulfate 2-O-sulfotransferase activity,heparan sulfate 2-O-sulfotransferase activity
Acropora_002712,-1.3770074990830576,-2.238550836639502,NA,NA
Acropora_002731,1.0190197736397917,-3.1854265585704984,NA,NA
Acropora_002796,1.4194385859128376,-9.418399777934036,Rho guanine nucleotide exchange factor,Rho guanine nucleotide exchange factor
Acropora_002828,-2.423927550512444,4.024178119912061,"Involved in nuclear export of spliced and unspliced mRNA. Assembling component of the TREX complex which is thought to couple mRNA transcription, processing and nuclear export, and specifically associates with spliced mRNA and not with unspliced pre-mRNA. TREX is recruited to spliced mRNAs by a transcription- independent mechanism, binds to mRNA upstream of the exon-junction complex (EJC) and is recruited in a splicing- and cap-dependent manner to a region near the 5' end of the mRNA where it functions in mRNA export to the cytoplasm via the TAP NFX1 pathway. May undergo several rounds of ATP hydrolysis during assembly of TREX to drive subsequent loading of components such as ALYREF THOC and CHTOP onto mRNA","Involved in nuclear export of spliced and unspliced mRNA. Assembling component of the TREX complex which is thought to couple mRNA transcription, processing and nuclear export, and specifically associates with spliced mRNA and not with unspliced pre-mRNA. TREX is recruited to spliced mRNAs by a transcription- independent mechanism, binds to mRNA upstream of the exon-junction complex (EJC) and is recruited in a splicing- and cap-dependent manner to a region near the 5' end of the mRNA where it functions in mRNA export to the cytoplasm via the TAP NFX1 pathway. May undergo several rounds of ATP hydrolysis during assembly of TREX to drive subsequent loading of components such as ALYREF THOC and CHTOP onto mRNA"
Acropora_002838,-1.088120986944483,1.9424629314519795,72 kDa inositol polyphosphate,72 kDa inositol polyphosphate
Acropora_002850,1.1745284687148245,-1.9539365440056882,"Glomulin, FKBP associated protein","Glomulin, FKBP associated protein"
Acropora_002864,1.4001162591715008,-2.2945189939938606,isocitrate dehydrogenase (NADP+) activity,isocitrate dehydrogenase (NADP+) activity
Acropora_002881,1.2324894548142153,-6.875290869188063,NA,NA
Acropora_002965,2.730595054705739,-1.6769121333125516,methanethiol oxidase activity,methanethiol oxidase activity
Acropora_002969,1.5534247643657157,-2.5316776879289904,NA,NA
Acropora_002975,1.7172017802870287,-1.2457134707399045,NA,NA
Acropora_003027,1.1876120824398608,-1.7400514038485075,NA,NA
Acropora_003036,1.693454335543189,-3.574567304489323,Universal stress protein family,Universal stress protein family
Acropora_003043,1.1197585503306482,-4.9363138846533605,Universal stress protein family,Universal stress protein family
Acropora_003070,-2.074895631871203,1.3657796461684588,Required for protein import into peroxisomes,Required for protein import into peroxisomes
Acropora_003258,-1.5181793049102694,2.4832773275168747,attachment of GPI anchor to protein,attachment of GPI anchor to protein
Acropora_003261,1.3617222719611182,-2.6088696811690144,Phosphoethanolamine methyltransferase,Phosphoethanolamine methyltransferase
Acropora_003267,2.326659386146212,-1.5440563014858566,Chromatin organization modifier domain,Chromatin organization modifier domain
Acropora_003268,2.0171894982608367,-2.223958585310541,Fanconi anaemia group A protein N terminus,Fanconi anaemia group A protein N terminus
Acropora_003285,1.8469588017514293,-1.5052852059335309,NA,NA
Acropora_003305,-2.5011247575131015,1.6909657710121155,positive regulation of interleukin-13 biosynthetic process,positive regulation of interleukin-13 biosynthetic process
Acropora_003330,2.530830883406172,2.3951380525459247,NA,NA
Acropora_003339,1.7016061610564397,-2.3779742210239263,G-protein coupled GABA receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway,G-protein coupled GABA receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway
Acropora_003353,2.338576270790336,-1.6252937934153582,15-hydroxyprostaglandin dehydrogenase (NAD+) activity,15-hydroxyprostaglandin dehydrogenase (NAD+) activity
Acropora_003361,-1.2039011677435596,2.854233075470708,NA,NA
Acropora_003362,-1.2940419530696523,5.256142748126,acetylesterase activity,acetylesterase activity
Acropora_003418,1.3639954131006702,-13.007866304113683,adenylate cyclase-activating G-protein coupled receptor signaling pathway,adenylate cyclase-activating G-protein coupled receptor signaling pathway
Acropora_003427,-1.2909157876502044,10.946072013096275,Cleavage and polyadenylation,Cleavage and polyadenylation
Acropora_003432,1.531462223485397,-1.905854665423785,NA,NA
Acropora_003463,-1.0713761842181977,1.773637182162884,NA,NA
Acropora_003465,-5.874803509970185,2.017580298920334,negative regulation of renal output by angiotensin,negative regulation of renal output by angiotensin
Acropora_003481,-1.5704493110305775,1.9246933725839452,arachidonate 5-lipoxygenase activity,arachidonate 5-lipoxygenase activity
Acropora_003492,-1.8419684340265816,-3.5602910808691894,Cystatin-like domain,Cystatin-like domain
Acropora_003500,-1.0434588343457594,-1.0558527995026181,glucan metabolic process,glucan metabolic process
Acropora_003509,1.3399267771431553,-3.5220559290526583,NA,NA
Acropora_003548,-2.693536894777531,1.1244747336231407,NA,NA
Acropora_003561,1.4523009917621121,-2.2893723320244774,NA,NA
Acropora_003566,1.9078676543529758,-3.5694909611773182,NA,NA
Acropora_003567,1.0087097933062241,-2.455510549027796,NA,NA
Acropora_003570,-1.7263126637719366,2.573715508733319,mechanosensitive ion channel activity,mechanosensitive ion channel activity
Acropora_003575,2.52008314227224,-9.665729559531812,G-protein beta/gamma-subunit complex binding,G-protein beta/gamma-subunit complex binding
Acropora_003578,3.036555072469452,-8.965047466763123,Protein tyrosine kinase,Protein tyrosine kinase
Acropora_003632,1.048049768262224,-1.9180341633529199,Membrane-bound transcription factor,Membrane-bound transcription factor
Acropora_003640,1.5171850639451938,-6.619553056463011,calretinin,calretinin
Acropora_003641,4.683385235912622,-15.734558335206799,NA,NA
Acropora_003666,2.3288266392597587,-7.766175334767813,establishment of animal organ orientation,establishment of animal organ orientation
Acropora_003672,1.742804289075341,-2.186629545080019,Transcription factor,Transcription factor
Acropora_003708,-1.3029208927255915,-1.4117008140075047,protein monoubiquitination,protein monoubiquitination
Acropora_003710,-1.0087097933062241,1.3041226796171999,NA,NA
Acropora_003724,-1.2329845847605003,1.4364569789723312,positive regulation of centriole elongation,positive regulation of centriole elongation
Acropora_003727,1.6963278382698683,-6.909360693860187,NA,NA
Acropora_003774,-2.3224482033506075,12.104095757879614,NA,NA
Acropora_003794,3.691872322492917,-9.42565638731837,regulation of mitotic cell cycle,regulation of mitotic cell cycle
Acropora_003816,2.0798647980751794,-5.776110593177577,NA,NA
Acropora_003835,2.2405313445865374,-6.051165968774918,NA,NA
Acropora_003836,1.1855453206297561,-2.527506488507557,mitotic G2 DNA damage checkpoint,mitotic G2 DNA damage checkpoint
Acropora_003842,2.1943839032615506,-2.00428733755876,NA,NA
Acropora_003861,-1.1634031192766519,1.2578252102774155,homophilic cell adhesion via plasma membrane adhesion molecules,homophilic cell adhesion via plasma membrane adhesion molecules
Acropora_003878,1.930524515160573,-4.227922755379117,glutathione synthase activity,glutathione synthase activity
Acropora_003881,1.7155736049563324,-2.6658858550484266,NA,NA
Acropora_003903,-3.0821542116109777,-1.0984097271063167,NA,NA
Acropora_003927,-2.307669014657428,3.0105239588609214,NA,NA
Acropora_003940,-2.0479401375573385,12.627732373932503,NA,NA
Acropora_003949,1.4372978030352959,-4.388892198937593,calcium ion binding,calcium ion binding
Acropora_003960,-3.6072024650766874,4.170307203999119,NA,NA
Acropora_003986,1.2604485798790124,-2.117026443480301,zinc ion binding,zinc ion binding
Acropora_003997,1.205300584723165,-9.595095770805194,protein kinase activity,protein kinase activity
Acropora_004000,-1.3785513793602853,2.9808474033999954,magnesium-dependent phosphatase 1,magnesium-dependent phosphatase 1
Acropora_004017,1.0444989746405977,-2.1788310874854204,asparagine catabolic process via L-aspartate,asparagine catabolic process via L-aspartate
Acropora_004018,1.625777044089214,-1.3194753827847612,NA,NA
Acropora_004025,-3.018080539309414,3.5442506884010307,NA,NA
Acropora_004026,1.1917583636256615,-1.2373947867500683,alanine-oxo-acid transaminase activity,alanine-oxo-acid transaminase activity
Acropora_004048,1.2228184602507526,-1.977872573251405,regulation of RNA splicing,regulation of RNA splicing
Acropora_004084,-1.1115775879857934,-2.3293765571410385,"Zinc finger, NFX1-type containing 1","Zinc finger, NFX1-type containing 1"
Acropora_004087,1.0860936961367957,-2.495453210645012,negative regulation of transcription by RNA polymerase II,negative regulation of transcription by RNA polymerase II
Acropora_004125,2.674537478047756,-5.366904492549191,Belongs to the G-protein coupled receptor 1 family,Belongs to the G-protein coupled receptor 1 family
Acropora_004129,3.3861584099922055,-9.261952854544656,NA,NA
Acropora_004141,-1.4842992718407595,4.752463326177801,protein localization to cytosolic proteasome complex involved in ERAD pathway,protein localization to cytosolic proteasome complex involved in ERAD pathway
Acropora_004149,1.0704409615528427,-3.0291323272755335,RNA binding,RNA binding
Acropora_004167,-1.5244373038003631,5.86284527371415,"Endoplasmic reticulum protein ERp29, C-terminal domain","Endoplasmic reticulum protein ERp29, C-terminal domain"
Acropora_004169,1.258981830280763,-1.1097373803296817,NA,NA
Acropora_004185,1.3403112525436625,-4.682885930176049,helicase activity,helicase activity
Acropora_004202,-1.893368013610194,1.563820419186098,NA,NA
Acropora_004203,-2.453774750542028,5.883770659076957,Belongs to the syntaxin family,Belongs to the syntaxin family
Acropora_004221,-1.3931992913941205,8.504665345020113,syndrome nuclear autoantigen 1,syndrome nuclear autoantigen 1
Acropora_004225,1.2444753168116607,-7.0378762398917925,NA,NA
Acropora_004232,1.648387327263394,-1.113539903338118,structural constituent of cuticle,structural constituent of cuticle
Acropora_004256,-3.2852961751077228,1.193424956613551,NA,NA
Acropora_004263,-1.0601993907145968,7.2254331162778325,50S ribosome-binding GTPase,50S ribosome-binding GTPase
Acropora_004336,-1.0054059356164287,1.0693159597462858,NA,NA
Acropora_004349,3.0211670782755307,-9.018558900203388,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
Acropora_004357,-1.6086493977818201,3.807620654661163,Galactosyltransferase,Galactosyltransferase
Acropora_004361,1.2042807888350653,-6.152144287230285,NA,NA
Acropora_004370,-1.7008334353904184,15.362806481247764,heat shock protein binding,heat shock protein binding
Acropora_004380,-1.2909157876502044,2.194039115847709,NA,NA
Acropora_004404,1.359091881373616,-5.17397626259208,M-phase phosphoprotein 6,M-phase phosphoprotein 6
Acropora_004421,-1.1947123352863978,10.74712625378613,NA,NA
Acropora_004423,-1.0158080121224666,4.820924503301755,"RAB30, member RAS oncogene family","RAB30, member RAS oncogene family"
Acropora_004446,5.050716210425027,-6.972441058636864,importin-alpha family protein binding,importin-alpha family protein binding
Acropora_004458,-3.35182299545959,1.4767616347910464,antigen processing and presentation of exogenous peptide antigen via MHC class I,antigen processing and presentation of exogenous peptide antigen via MHC class I
Acropora_004471,2.062683721242324,-3.9567987912220888,NA,NA
Acropora_004493,1.8996634423052876,-9.72155496425417,"Myosin, light","Myosin, light"
Acropora_004505,1.0248466030944041,-2.4583401653696297,nucleosome assembly,nucleosome assembly
Acropora_004520,-1.2543509744398382,9.102506626320745,structural constituent of cytoskeleton,structural constituent of cytoskeleton
Acropora_004530,2.3869263927425335,-1.922808259677412,NA,NA
Acropora_004536,-1.754125431749603,1.7835687458331753,mitotic chromosome condensation,mitotic chromosome condensation
Acropora_004555,-3.408217421621715,10.403589399767673,threonine-type endopeptidase activity,threonine-type endopeptidase activity
