gene,annot,lfc,KOG,nseqs,delta.rank,pval,padj
Acropora_000062,Ubiquitin-conjugating enzyme,-0.10039435950479937,"Posttranslational modification, protein turnover, chaperones",1056,-544,3.21199079899385e-9,8.029976997484624e-8
Acropora_000069,regulation of canonical Wnt signaling pathway involved in osteoblast differentiation,-0.43361994758019573,"Replication, recombination and repair",287,619,2.50794118294764e-4,0.0020899509857897
Acropora_000072,positive regulation of cilium movement,0.028935818893583806,"Posttranslational modification, protein turnover, chaperones",1056,-544,3.21199079899385e-9,8.029976997484624e-8
Acropora_000079,major facilitator superfamily,0.29943639084566664,Carbohydrate transport and metabolism,321,-124,0.437497967769429,0.5468724597117862
Acropora_000083,major facilitator superfamily,0.3148092514971178,Carbohydrate transport and metabolism,321,-124,0.437497967769429,0.5468724597117862
Acropora_000086,leucine-rich repeat serine threonine-protein kinase,-0.08382488836111245,Signal transduction mechanisms,1308,-68,0.415704380976884,0.5468724597117862
Acropora_000092,"beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity",-0.1142301021771873,Carbohydrate transport and metabolism,321,-124,0.437497967769429,0.5468724597117862
Acropora_000094,"beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity",-0.5089087973898169,Carbohydrate transport and metabolism,321,-124,0.437497967769429,0.5468724597117862
Acropora_000095,"beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity",0.2214218072631366,Carbohydrate transport and metabolism,321,-124,0.437497967769429,0.5468724597117862
Acropora_000101,Potassium sodium hyperpolarization-activated cyclic nucleotide-gated channel,0.10290890118628139,Inorganic ion transport and metabolism,245,149,0.414345943514244,0.5468724597117862
Acropora_000102,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex,-0.2582428505046714,Energy production and conversion,238,-315,0.0891479424867554,0.1857248801807404
Acropora_000117,synaptic vesicle budding from presynaptic endocytic zone membrane,-0.12561028709994568,"Intracellular trafficking, secretion, and vesicular transport",445,-598,1.26102302816358e-5,1.576278785204475e-4
Acropora_000120,Trypsin-like serine protease,-0.0269689357792468,"Posttranslational modification, protein turnover, chaperones",1056,-544,3.21199079899385e-9,8.029976997484624e-8
Acropora_000137,"RNA phosphodiester bond hydrolysis, exonucleolytic",0.18359315594979492,"Translation, ribosomal structure and biogenesis",358,-513,7.34262455893222e-4,0.003059426899555092
Acropora_000138,serotonin receptor activity,-0.22951324394352327,Signal transduction mechanisms,1308,-68,0.415704380976884,0.5468724597117862
Acropora_000141,"D-arabinono-1,4-lactone oxidase",-0.4839746818249776,Defense mechanisms,60,48,0.89577581497707,0.9330998072677814
Acropora_000143,lysophospholipase activity,0.0815577028350566,Lipid transport and metabolism,254,164,0.361305503368787,0.5468724597117862
Acropora_000161,Vacuolar Protein,0.07134080645114217,"Intracellular trafficking, secretion, and vesicular transport",445,-598,1.26102302816358e-5,1.576278785204475e-4
Acropora_000162,Notch homolog 2,0.07525159381930782,Signal transduction mechanisms,1308,-68,0.415704380976884,0.5468724597117862
Acropora_000184,Cytochrome c oxidase subunit Va,-0.5289236567958742,Energy production and conversion,238,-315,0.0891479424867554,0.1857248801807404
Acropora_000201,Histone H3.3-like,-0.05165494409227273,Chromatin structure and dynamics,98,609,0.0335730874081372,0.08606774563936125
Acropora_000202,isocitrate dehydrogenase (NAD+) activity,0.044426761165146496,Energy production and conversion,238,-315,0.0891479424867554,0.1857248801807404
Acropora_000203,isocitrate dehydrogenase NAD subunit,-0.17788389668846738,Energy production and conversion,238,-315,0.0891479424867554,0.1857248801807404
Acropora_000204,Proprotein convertase subtilisin kexin type 5,0.16662363819817855,"Posttranslational modification, protein turnover, chaperones",1056,-544,3.21199079899385e-9,8.029976997484624e-8
Acropora_000212,ubiquitin activating enzyme activity,0.19232145063715425,"Posttranslational modification, protein turnover, chaperones",1056,-544,3.21199079899385e-9,8.029976997484624e-8
Acropora_000213,Hematopoietic SH2 domain containing,-0.14520616263001446,Signal transduction mechanisms,1308,-68,0.415704380976884,0.5468724597117862
Acropora_000215,aldehyde dehydrogenase (NAD) activity,0.6647389332046107,Energy production and conversion,238,-315,0.0891479424867554,0.1857248801807404
Acropora_000218,May antagonize Nodal signaling and subsequent organization of axial structures during mesodermal patterning,-0.10168183834765661,Amino acid transport and metabolism,297,149,0.371037658190915,0.5468724597117862
Acropora_000219,acid phosphatase activity,0.23995443764247396,Carbohydrate transport and metabolism,321,-124,0.437497967769429,0.5468724597117862
Acropora_000221,acid phosphatase activity,0.13799952671570914,Carbohydrate transport and metabolism,321,-124,0.437497967769429,0.5468724597117862
Acropora_000224,endopeptidase inhibitor activity,0.029830578953205237,"Posttranslational modification, protein turnover, chaperones",1056,-544,3.21199079899385e-9,8.029976997484624e-8
Acropora_000227,endopeptidase inhibitor activity,0.45710655790903687,"Posttranslational modification, protein turnover, chaperones",1056,-544,3.21199079899385e-9,8.029976997484624e-8
Acropora_000228,serine-type endopeptidase inhibitor activity,0.20860387271895417,"Posttranslational modification, protein turnover, chaperones",1056,-544,3.21199079899385e-9,8.029976997484624e-8
Acropora_000233,endopeptidase inhibitor activity,-0.6124309577006434,"Posttranslational modification, protein turnover, chaperones",1056,-544,3.21199079899385e-9,8.029976997484624e-8
Acropora_000236,protein heterodimerization activity,0.22688174771873912,Chromatin structure and dynamics,98,609,0.0335730874081372,0.08606774563936125
Acropora_000237,Histone H2A,0.9579227366250599,Chromatin structure and dynamics,98,609,0.0335730874081372,0.08606774563936125
Acropora_000238,"Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling",0.6099548050360849,Chromatin structure and dynamics,98,609,0.0335730874081372,0.08606774563936125
Acropora_000239,Core histone H2A/H2B/H3/H4,0.8346747557825636,Chromatin structure and dynamics,98,609,0.0335730874081372,0.08606774563936125
Acropora_000240,nucleosome assembly,0.7059279484700149,Chromatin structure and dynamics,98,609,0.0335730874081372,0.08606774563936125
Acropora_000241,Caspase domain,-0.5447426333644415,Signal transduction mechanisms,1308,-68,0.415704380976884,0.5468724597117862
Acropora_000242,lymphoid tissue lymphoma translocation,-0.7571810753541423,Signal transduction mechanisms,1308,-68,0.415704380976884,0.5468724597117862
Acropora_000243,Belongs to the gluconokinase GntK GntV family,-0.2975393908036602,Carbohydrate transport and metabolism,321,-124,0.437497967769429,0.5468724597117862
Acropora_000245,Elongation factor,-0.14517371046769292,"Translation, ribosomal structure and biogenesis",358,-513,7.34262455893222e-4,0.003059426899555092
Acropora_000248,Thioredoxin-like domain,-0.5432744946231343,"Posttranslational modification, protein turnover, chaperones",1056,-544,3.21199079899385e-9,8.029976997484624e-8
Acropora_000252,regulation of cell shape,-0.11017805038972146,Signal transduction mechanisms,1308,-68,0.415704380976884,0.5468724597117862
Acropora_000257,frizzled binding,1.3836093117155148,Cell wall/membrane/envelope biogenesis,99,12,0.966964209098776,0.966964209098776
Acropora_000262,Failed axon connections homolog,0.6361417998593281,Signal transduction mechanisms,1308,-68,0.415704380976884,0.5468724597117862
Acropora_000263,Stimulated by retinoic acid gene 6 protein homolog,0.7490005894933818,Transcription,584,328,0.00650301872991579,0.020321933530986845
Acropora_000264,Belongs to the glycosyl hydrolase 18 family,-0.8876749142211054,Carbohydrate transport and metabolism,321,-124,0.437497967769429,0.5468724597117862
Acropora_000270,zinc finger,0.3096201271442268,"Replication, recombination and repair",287,619,2.50794118294764e-4,0.0020899509857897
Acropora_000272,"The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. The coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins",-0.05288011945131974,"Intracellular trafficking, secretion, and vesicular transport",445,-598,1.26102302816358e-5,1.576278785204475e-4
Acropora_000286,poly(A) RNA polymerase,-0.369385077981708,"Cell cycle control, cell division, chromosome partitioning",118,802,0.00213342258089833,0.007619366360351179
Acropora_000287,Hydrolyzes the sphingolipid ceramide into sphingosine and free fatty acid,0.9694330999139773,Lipid transport and metabolism,254,164,0.361305503368787,0.5468724597117862
Acropora_000293,Thrombospondin type 1 repeats,-0.7379411861484428,Inorganic ion transport and metabolism,245,149,0.414345943514244,0.5468724597117862
Acropora_000306,negative regulation of cellular response to hepatocyte growth factor stimulus,0.7284289487245224,"Posttranslational modification, protein turnover, chaperones",1056,-544,3.21199079899385e-9,8.029976997484624e-8
Acropora_000308,Conserved mid region of cactin,0.2382181084963798,Signal transduction mechanisms,1308,-68,0.415704380976884,0.5468724597117862
Acropora_000309,Death associated protein 3,-0.033169289213847514,"Translation, ribosomal structure and biogenesis",358,-513,7.34262455893222e-4,0.003059426899555092
Acropora_000310,extracellular ligand-gated ion channel activity,0.23125439294371822,"Intracellular trafficking, secretion, and vesicular transport",445,-598,1.26102302816358e-5,1.576278785204475e-4
Acropora_000311,acetylcholine-gated cation-selective channel activity,0.14424074616836144,Signal transduction mechanisms,1308,-68,0.415704380976884,0.5468724597117862
Acropora_000313,acetylcholine-gated cation-selective channel activity,-0.2532710926373545,Signal transduction mechanisms,1308,-68,0.415704380976884,0.5468724597117862
Acropora_000319,tRNA methyltransferase activity,0.26356419594761754,Transcription,584,328,0.00650301872991579,0.020321933530986845
Acropora_000323,transitional stage B cell differentiation,0.4282704758143384,Signal transduction mechanisms,1308,-68,0.415704380976884,0.5468724597117862
Acropora_000325,alpha-methylacyl-CoA racemase activity,-0.3496301613658347,Lipid transport and metabolism,254,164,0.361305503368787,0.5468724597117862
Acropora_000326,Chondroitin sulfate synthase,-0.09459201721755128,Carbohydrate transport and metabolism,321,-124,0.437497967769429,0.5468724597117862
Acropora_000328,hematopoietic progenitor cell differentiation,-0.04855172065272307,"Intracellular trafficking, secretion, and vesicular transport",445,-598,1.26102302816358e-5,1.576278785204475e-4
Acropora_000331,protein auto-ADP-ribosylation,-0.7841566510396184,Carbohydrate transport and metabolism,321,-124,0.437497967769429,0.5468724597117862
Acropora_000333,cyclin-dependent protein serine/threonine kinase activator activity,0.3733446754541534,"Cell cycle control, cell division, chromosome partitioning",118,802,0.00213342258089833,0.007619366360351179
Acropora_000334,mannosylation,0.04959821444960149,Carbohydrate transport and metabolism,321,-124,0.437497967769429,0.5468724597117862
Acropora_000336,Timeless interacting protein,0.47973612203728566,"Cell cycle control, cell division, chromosome partitioning",118,802,0.00213342258089833,0.007619366360351179
Acropora_000337,channel 1,0.3306224188338224,Inorganic ion transport and metabolism,245,149,0.414345943514244,0.5468724597117862
Acropora_000338,vesicle docking,0.3928313508795193,"Intracellular trafficking, secretion, and vesicular transport",445,-598,1.26102302816358e-5,1.576278785204475e-4
Acropora_000342,Chloride channel protein,-0.604667928808066,Inorganic ion transport and metabolism,245,149,0.414345943514244,0.5468724597117862
Acropora_000347,"coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway",0.14697244390213027,"Intracellular trafficking, secretion, and vesicular transport",445,-598,1.26102302816358e-5,1.576278785204475e-4
Acropora_000357,nuclear-transcribed mRNA catabolic process,0.19840439606794352,RNA processing and modification,363,529,4.56783897360328e-4,0.0027640570494293403
Acropora_000363,negative regulation of non-canonical Wnt signaling pathway,0.17933741449995788,"Posttranslational modification, protein turnover, chaperones",1056,-544,3.21199079899385e-9,8.029976997484624e-8
Acropora_000366,"BCL (B-Cell lymphoma); contains BH1, BH2 regions",-0.2838407005562464,Signal transduction mechanisms,1308,-68,0.415704380976884,0.5468724597117862
Acropora_000370,MAP kinase activity,0.2541191868197387,Signal transduction mechanisms,1308,-68,0.415704380976884,0.5468724597117862
Acropora_000371,protein tyrosine phosphatase activity,-0.02599512959323314,Signal transduction mechanisms,1308,-68,0.415704380976884,0.5468724597117862
Acropora_000372,ribosomal protein,-0.14711489007531034,"Translation, ribosomal structure and biogenesis",358,-513,7.34262455893222e-4,0.003059426899555092
Acropora_000373,phosphoacetylglucosamine mutase activity,0.2763138550567381,Carbohydrate transport and metabolism,321,-124,0.437497967769429,0.5468724597117862
Acropora_000374,asparagine-tRNA ligase activity,-0.32283705500792953,"Translation, ribosomal structure and biogenesis",358,-513,7.34262455893222e-4,0.003059426899555092
Acropora_000375,DNA polymerase,0.2070430344842708,"Replication, recombination and repair",287,619,2.50794118294764e-4,0.0020899509857897
Acropora_000378,ribosomal protein,-0.05242078053742305,"Translation, ribosomal structure and biogenesis",358,-513,7.34262455893222e-4,0.003059426899555092
Acropora_000381,Fibrillin 2,0.41156111082950125,Signal transduction mechanisms,1308,-68,0.415704380976884,0.5468724597117862
Acropora_000385,microtubule depolymerization,0.12501775418339242,Cytoskeleton,268,311,0.0753559346641306,0.1712634878730241
Acropora_000386,outer dynein arm assembly,0.006950628679636239,Cytoskeleton,268,311,0.0753559346641306,0.1712634878730241
Acropora_000388,"phenylalanyl-tRNA synthetase 2, mitochondrial",0.11665565980616707,"Translation, ribosomal structure and biogenesis",358,-513,7.34262455893222e-4,0.003059426899555092
Acropora_000390,regulator of nonsense transcripts,-0.26037242326700916,"Replication, recombination and repair",287,619,2.50794118294764e-4,0.0020899509857897
Acropora_000391,HAD-hyrolase-like,-0.16078421730427894,Carbohydrate transport and metabolism,321,-124,0.437497967769429,0.5468724597117862
Acropora_000392,factor 13,1.1542968671656462,Transcription,584,328,0.00650301872991579,0.020321933530986845
Acropora_000393,DTW,-0.18664589399796228,"Intracellular trafficking, secretion, and vesicular transport",445,-598,1.26102302816358e-5,1.576278785204475e-4
Acropora_000394,protein deubiquitination involved in ubiquitin-dependent protein catabolic process,0.007901117085165997,Signal transduction mechanisms,1308,-68,0.415704380976884,0.5468724597117862
Acropora_000395,Calcium calmodulin-dependent protein kinase,0.08926589702269583,Signal transduction mechanisms,1308,-68,0.415704380976884,0.5468724597117862
Acropora_000396,heparin binding,0.22529902418095232,Signal transduction mechanisms,1308,-68,0.415704380976884,0.5468724597117862
Acropora_000398,metal ion binding,-0.305893787542253,Transcription,584,328,0.00650301872991579,0.020321933530986845
Acropora_000401,Thrombospondin 3a,-0.033066718741615486,Signal transduction mechanisms,1308,-68,0.415704380976884,0.5468724597117862
Acropora_000402,mitotic cell cycle checkpoint,0.4870204089453781,"Cell cycle control, cell division, chromosome partitioning",118,802,0.00213342258089833,0.007619366360351179
Acropora_000407,neurohypophysis development,0.12496569292105893,Transcription,584,328,0.00650301872991579,0.020321933530986845
Acropora_000417,protein transport,-0.024974695000094155,"Intracellular trafficking, secretion, and vesicular transport",445,-598,1.26102302816358e-5,1.576278785204475e-4
Acropora_000420,post-chaperonin tubulin folding pathway,-0.1608379480731149,Cytoskeleton,268,311,0.0753559346641306,0.1712634878730241
Acropora_000421,cyclin A-associated protein in the,0.17925156967362862,RNA processing and modification,363,529,4.56783897360328e-4,0.0027640570494293403
Acropora_000422,Insulin gene enhancer protein,-0.3510846343676941,Transcription,584,328,0.00650301872991579,0.020321933530986845
Acropora_000425,Glucose dehydrogenase C-terminus,-0.2986374674496505,Amino acid transport and metabolism,297,149,0.371037658190915,0.5468724597117862
Acropora_000427,exocyst assembly,0.07313270113185795,Transcription,584,328,0.00650301872991579,0.020321933530986845
Acropora_000429,alpha-galactosidase activity,-0.0998016016427418,Carbohydrate transport and metabolism,321,-124,0.437497967769429,0.5468724597117862
Acropora_000430,alpha-galactosidase activity,1.1124966245291181,Carbohydrate transport and metabolism,321,-124,0.437497967769429,0.5468724597117862
Acropora_000437,La ribonucleoprotein domain family member 6,-0.7070238784037023,Signal transduction mechanisms,1308,-68,0.415704380976884,0.5468724597117862
Acropora_000446,oligopeptide transmembrane transporter activity,-0.11803566863621415,Amino acid transport and metabolism,297,149,0.371037658190915,0.5468724597117862
Acropora_000447,snRNA transcription by RNA polymerase III,-0.14188926968916157,Transcription,584,328,0.00650301872991579,0.020321933530986845
Acropora_000448,LSM domain,-0.1986011260003621,RNA processing and modification,363,529,4.56783897360328e-4,0.0027640570494293403
Acropora_000449,tRNA export from nucleus,0.2766217081114407,"Translation, ribosomal structure and biogenesis",358,-513,7.34262455893222e-4,0.003059426899555092
Acropora_000452,ATP-dependent RNA helicase,0.30894480787562034,RNA processing and modification,363,529,4.56783897360328e-4,0.0027640570494293403
Acropora_000456,actin binding,-0.23223900700319705,Signal transduction mechanisms,1308,-68,0.415704380976884,0.5468724597117862
Acropora_000464,Ribonuclease H protein,0.3305143401684639,Amino acid transport and metabolism,297,149,0.371037658190915,0.5468724597117862
Acropora_000465,Kelch-like family member 3,-0.04332826072673198,Signal transduction mechanisms,1308,-68,0.415704380976884,0.5468724597117862
Acropora_000471,Kelch-like protein 18,0.20415019405673626,Signal transduction mechanisms,1308,-68,0.415704380976884,0.5468724597117862
Acropora_000475,G-protein coupled receptor activity,-0.29970913517060604,"Posttranslational modification, protein turnover, chaperones",1056,-544,3.21199079899385e-9,8.029976997484624e-8
Acropora_000490,regulation of Golgi inheritance,-0.11002300266176995,Signal transduction mechanisms,1308,-68,0.415704380976884,0.5468724597117862
Acropora_000497,FKBP-type peptidyl-prolyl cis-trans isomerase,0.12498337287864805,"Posttranslational modification, protein turnover, chaperones",1056,-544,3.21199079899385e-9,8.029976997484624e-8
Acropora_000498,structural constituent of ribosome,-0.19573942819074022,"Translation, ribosomal structure and biogenesis",358,-513,7.34262455893222e-4,0.003059426899555092
Acropora_000500,phosphatidylinositol-4-phosphate binding,0.37229453368979887,"Intracellular trafficking, secretion, and vesicular transport",445,-598,1.26102302816358e-5,1.576278785204475e-4
Acropora_000507,ubiquitin-like protein-specific protease activity,0.2128373187836578,"Posttranslational modification, protein turnover, chaperones",1056,-544,3.21199079899385e-9,8.029976997484624e-8
Acropora_000508,aryl hydrocarbon receptor binding,0.39912727763063194,Transcription,584,328,0.00650301872991579,0.020321933530986845
Acropora_000509,protein disulfide isomerase activity,-0.6078543986251372,"Posttranslational modification, protein turnover, chaperones",1056,-544,3.21199079899385e-9,8.029976997484624e-8
Acropora_000510,alpha-galactosidase activity,0.3802782400291813,Carbohydrate transport and metabolism,321,-124,0.437497967769429,0.5468724597117862
Acropora_000514,alpha-galactosidase activity,-0.43971739532783505,Carbohydrate transport and metabolism,321,-124,0.437497967769429,0.5468724597117862
Acropora_000518,heteroduplex DNA loop binding,0.6409072197505689,"Replication, recombination and repair",287,619,2.50794118294764e-4,0.0020899509857897
Acropora_000521,positive regulation of cardioblast proliferation,-0.41752827212928467,Signal transduction mechanisms,1308,-68,0.415704380976884,0.5468724597117862
Acropora_000533,protein tyrosine phosphatase activity,0.2959807845721745,Signal transduction mechanisms,1308,-68,0.415704380976884,0.5468724597117862
Acropora_000534,protein tyrosine phosphatase activity,0.5800881833833225,Signal transduction mechanisms,1308,-68,0.415704380976884,0.5468724597117862
Acropora_000542,threonine-type endopeptidase activity,-0.09979350269795355,"Posttranslational modification, protein turnover, chaperones",1056,-544,3.21199079899385e-9,8.029976997484624e-8
Acropora_000543,elongation factor Tu,-0.18977177300866968,"Translation, ribosomal structure and biogenesis",358,-513,7.34262455893222e-4,0.003059426899555092
Acropora_000564,zinc ion binding,-0.21964617857116442,"Replication, recombination and repair",287,619,2.50794118294764e-4,0.0020899509857897
Acropora_000570,positive regulation of transcription by RNA polymerase II,1.4364568795612618,Transcription,584,328,0.00650301872991579,0.020321933530986845
Acropora_000573,intein-mediated protein splicing,0.1857671746178114,Signal transduction mechanisms,1308,-68,0.415704380976884,0.5468724597117862
Acropora_000580,helicase activity,0.15777080676845878,Chromatin structure and dynamics,98,609,0.0335730874081372,0.08606774563936125
Acropora_000581,cAMP response element binding,-0.2538131939160845,Transcription,584,328,0.00650301872991579,0.020321933530986845
Acropora_000588,G-protein coupled receptor activity,-0.04235823916418794,"Posttranslational modification, protein turnover, chaperones",1056,-544,3.21199079899385e-9,8.029976997484624e-8
Acropora_000596,protein serine/threonine kinase activity,0.017668155907039303,Signal transduction mechanisms,1308,-68,0.415704380976884,0.5468724597117862
Acropora_000598,sequence-specific DNA binding,0.1994820836529997,Transcription,584,328,0.00650301872991579,0.020321933530986845
Acropora_000601,NADH dehydrogenase ubiquinone 1 alpha subcomplex subunit 9,-0.5302747945436462,Energy production and conversion,238,-315,0.0891479424867554,0.1857248801807404
Acropora_000607,Broad-specificity nucleoside monophosphate (NMP) kinase that catalyzes the reversible transfer of the terminal phosphate group between nucleoside triphosphates and monophosphates. May have a role in nuclear energy homeostasis. Has also ATPase activity. May be involved in regulation of Cajal body (CB) formation,0.06674245156277661,Nucleotide transport and metabolism,108,227,0.406280778196267,0.5468724597117862
Acropora_000614,"negative regulation of transcription, DNA-templated",-0.03214962628514604,"Replication, recombination and repair",287,619,2.50794118294764e-4,0.0020899509857897
Acropora_000619,Rab guanyl-nucleotide exchange factor activity,-0.07640380877626406,Signal transduction mechanisms,1308,-68,0.415704380976884,0.5468724597117862
Acropora_000625,Angel homolog,0.5894979802841308,RNA processing and modification,363,529,4.56783897360328e-4,0.0027640570494293403
Acropora_000626,negative regulation of negative chemotaxis,0.4113700576118379,Amino acid transport and metabolism,297,149,0.371037658190915,0.5468724597117862
Acropora_000629,negative regulation of negative chemotaxis,0.4376531538145866,Amino acid transport and metabolism,297,149,0.371037658190915,0.5468724597117862
Acropora_000632,Dolichol kinase,0.10143680845898712,Lipid transport and metabolism,254,164,0.361305503368787,0.5468724597117862
Acropora_000633,SH3/SH2 adaptor activity,0.16370981303802976,Signal transduction mechanisms,1308,-68,0.415704380976884,0.5468724597117862
Acropora_000641,Lipoxygenase,0.15464594300631082,Amino acid transport and metabolism,297,149,0.371037658190915,0.5468724597117862
Acropora_000647,dimethylglycine dehydrogenase activity,0.005698722271757268,Amino acid transport and metabolism,297,149,0.371037658190915,0.5468724597117862
Acropora_000650,Galactosyltransferase,0.3832670353378513,Carbohydrate transport and metabolism,321,-124,0.437497967769429,0.5468724597117862
Acropora_000651,betaine-homocysteine S-methyltransferase activity,0.3953635715916392,Amino acid transport and metabolism,297,149,0.371037658190915,0.5468724597117862
Acropora_000658,ligand-gated sodium channel activity,-0.04426568059739915,Inorganic ion transport and metabolism,245,149,0.414345943514244,0.5468724597117862
Acropora_000669,G-protein coupled receptor activity,0.2950411214228563,"Posttranslational modification, protein turnover, chaperones",1056,-544,3.21199079899385e-9,8.029976997484624e-8
Acropora_000671,HIV-1 Tat interactive protein 2,0.10930226567767552,Signal transduction mechanisms,1308,-68,0.415704380976884,0.5468724597117862
Acropora_000672,radial pattern formation,0.09623400985880812,Transcription,584,328,0.00650301872991579,0.020321933530986845
Acropora_000674,GTPase activity,0.057074308980746835,"Intracellular trafficking, secretion, and vesicular transport",445,-598,1.26102302816358e-5,1.576278785204475e-4
Acropora_000677,Belongs to the glucose-6-phosphate 1-epimerase family,0.5384236906574013,Carbohydrate transport and metabolism,321,-124,0.437497967769429,0.5468724597117862
Acropora_000678,Ubiquitin family,-0.289982041464667,"Posttranslational modification, protein turnover, chaperones",1056,-544,3.21199079899385e-9,8.029976997484624e-8
Acropora_000680,"It is involved in the biological process described with regulation of transcription, DNA-templated",-0.3295148000568925,Transcription,584,328,0.00650301872991579,0.020321933530986845
Acropora_000682,"DNA-templated transcription, termination",0.48626207671922683,RNA processing and modification,363,529,4.56783897360328e-4,0.0027640570494293403
Acropora_000683,pyroglutamyl-peptidase activity,-0.21874341430216365,"Posttranslational modification, protein turnover, chaperones",1056,-544,3.21199079899385e-9,8.029976997484624e-8
Acropora_000688,protein import into mitochondrial matrix,-0.07353000540682103,"Intracellular trafficking, secretion, and vesicular transport",445,-598,1.26102302816358e-5,1.576278785204475e-4
Acropora_000689,RNA lariat debranching enzyme activity,-0.2051238876010072,RNA processing and modification,363,529,4.56783897360328e-4,0.0027640570494293403
Acropora_000690,"regulation of alternative mRNA splicing, via spliceosome",-0.19980123723022025,RNA processing and modification,363,529,4.56783897360328e-4,0.0027640570494293403
Acropora_000695,vacuolar proton-transporting V-type ATPase complex assembly,0.005261511685264987,"Intracellular trafficking, secretion, and vesicular transport",445,-598,1.26102302816358e-5,1.576278785204475e-4
Acropora_000696,DTW,-0.03245056284091937,"Posttranslational modification, protein turnover, chaperones",1056,-544,3.21199079899385e-9,8.029976997484624e-8
Acropora_000703,primary heart field specification,-0.13663210590341257,Transcription,584,328,0.00650301872991579,0.020321933530986845
Acropora_000707,factor 1,-0.061352940375440354,Signal transduction mechanisms,1308,-68,0.415704380976884,0.5468724597117862
