gene,KOG
Acropora_003324,positive regulation of epithelial to mesenchymal transition
Acropora_003326,positive regulation of epithelial to mesenchymal transition
Acropora_003333,NA
Acropora_003355,NA
Acropora_003358,NA
Acropora_003363,positive regulation of protein localization to cilium
Acropora_003387,Protein of unknown function (DUF1640)
Acropora_003417,zinc ion binding
Acropora_003435,Belongs to the glutathione peroxidase family
Acropora_003495,NA
Acropora_003499,"protein phosphatase 1, regulatory subunit"
Acropora_003537,NA
Acropora_003547,NA
Acropora_003555,branched-chain amino acid transmembrane transporter activity
Acropora_003559,NA
Acropora_003560,NA
Acropora_003564,NA
Acropora_003571,Laminin G domain
Acropora_003625,NA
Acropora_003644,NA
Acropora_003670,microtubule motor activity
Acropora_003705,arachidonate 5-lipoxygenase activity
Acropora_003719,NA
Acropora_003720,Domain of unknown function (DUF4618)
Acropora_003723,cell division
Acropora_003740,Macro domain
Acropora_003767,NA
Acropora_003781,NAD dependent epimerase/dehydratase family
Acropora_003783,NA
Acropora_003803,NA
Acropora_003829,Radial spoke head 4 homolog A (Chlamydomonas)
Acropora_003837,phosphoenolpyruvate carboxykinase activity
Acropora_003839,phosphoenolpyruvate carboxykinase activity
Acropora_003863,NA
Acropora_003873,NA
Acropora_003904,NA
Acropora_003906,NA
Acropora_003912,NA
Acropora_003924,NA
Acropora_003934,NA
Acropora_003946,phosphatidylinositol biosynthetic process
Acropora_003972,"N,N-dimethylaniline monooxygenase activity"
Acropora_004032,alanine-oxo-acid transaminase activity
Acropora_004065,Synaptic vesicle membrane protein VAT-1 homolog
Acropora_004098,forkhead box
Acropora_004124,NA
Acropora_004131,transmembrane protein 189
Acropora_004133,NA
Acropora_004151,NA
Acropora_004158,K02A2.6-like
Acropora_004173,DEAD-box ATP-dependent RNA helicase
Acropora_004182,NA
Acropora_004190,NA
Acropora_004206,vascular endothelial growth factor receptor-2 signaling pathway
Acropora_004214,"Possible plasma membrane-binding motif in junctophilins, PIP-5-kinases and protein kinases."
Acropora_004224,-
Acropora_004235,SOCS box
Acropora_004261,small GTPase mediated signal transduction
Acropora_004318,NA
Acropora_004343,NA
Acropora_004412,activation of NF-kappaB-inducing kinase activity
Acropora_004431,D-lactate dehydrogenase (cytochrome) activity
Acropora_004475,NA
Acropora_004485,septin ring organization
Acropora_004496,Coiled-coil domain-containing protein 102A
Acropora_004526,"Responsible for the deiodination of T4 (3,5,3',5'- tetraiodothyronine)"
Acropora_004551,calmodulin-dependent protein kinase activity
Acropora_004559,regulation of protein kinase C signaling
Acropora_004561,NA
Acropora_004562,RanBP-type and C3HC4-type zinc
Acropora_004664,NA
Acropora_004686,NA
Acropora_004696,coagulation factor V
Acropora_004728,NA
Acropora_004760,NA
Acropora_004849,Belongs to the glycosyl hydrolase 18 family
Acropora_004857,tRNA wybutosine-synthesizing protein 2 homolog
Acropora_004858,acetolactate synthase)-like
Acropora_004885,NA
Acropora_004889,NA
Acropora_004918,"proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific"
Acropora_004921,Ion transport protein
Acropora_004931,7 transmembrane receptor (rhodopsin family)
Acropora_004944,"Thymus, brain and testes associated"
Acropora_005198,adenylate cyclase-activating G-protein coupled receptor signaling pathway
Acropora_005241,NA
Acropora_005258,NA
Acropora_005259,Dynactin subunit 6
Acropora_005264,NA
Acropora_005330,NA
Acropora_005348,"Coagulation factor 5/8 C-terminal domain, discoidin domain"
Acropora_005385,phosphatidylserine binding
Acropora_005386,"25S rRNA (adenine(2142)-N(1))-methyltransferase, Bmt2"
Acropora_005418,NA
Acropora_005425,NA
Acropora_005447,NA
Acropora_005509,Yip1 domain family member 3
Acropora_005515,positive regulation of voltage-gated calcium channel activity
Acropora_005522,Cleavage and polyadenylation
Acropora_005525,NA
Acropora_005580,serine-type endopeptidase activity
Acropora_005583,serine-type endopeptidase activity
Acropora_005615,NA
Acropora_005637,NA
Acropora_005696,NA
Acropora_005702,regulation of DNA damage checkpoint
Acropora_005733,positive regulation of histone H3-K36 methylation
Acropora_005734,GTPase activity
Acropora_005741,NA
Acropora_005743,NA
Acropora_005747,GTPase activity
Acropora_005775,-
Acropora_005779,NA
Acropora_005816,mitogen-activated protein kinase kinase kinase 19
Acropora_005822,Secreted frizzled-related protein 4
Acropora_005850,Mannosyltransferase involved in glycosylphosphatidylinositol-anchor biosynthesis
Acropora_005851,positive regulation of endosome organization
Acropora_005852,G-protein coupled receptor activity
Acropora_005868,NA
Acropora_005870,NA
Acropora_005875,Hsp70 protein binding
Acropora_005909,TNF receptor-associated factor
Acropora_005916,TNF receptor-associated factor
Acropora_005937,negative regulation of TOR signaling
Acropora_005947,NA
Acropora_005952,N-acetyl-beta-D-galactosaminidase activity
Acropora_005957,Sertoli cell development
Acropora_005962,RNA secondary structure unwinding
Acropora_005979,NA
Acropora_006017,ubiquitin-protein transferase activity
Acropora_006022,NA
Acropora_006023,NA
Acropora_006047,ubiquitin-protein transferase activity
Acropora_006053,negative regulation of Rho guanyl-nucleotide exchange factor activity
Acropora_006068,NA
Acropora_006104,NA
Acropora_006110,DNA polymerase processivity factor activity
Acropora_006115,NA
Acropora_006124,NA
Acropora_006145,"Thiamine pyrophosphate enzyme, C-terminal TPP binding domain"
Acropora_006146,ATP-dependent microtubule motor activity
Acropora_006185,lipid binding
Acropora_006218,Uncharacterised protein family UPF0047
Acropora_006226,"Catalytic subunit of the poly(A)-nuclease (PAN) deadenylation complex, one of two cytoplasmic mRNA deadenylases involved in general and miRNA-mediated mRNA turnover. PAN specifically shortens poly(A) tails of RNA and the activity is stimulated by poly(A)-binding protein (PABP). PAN deadenylation is followed by rapid degradation of the shortened mRNA tails by the CCR4-NOT complex. Deadenylated mRNAs are then degraded by two alternative mechanisms, namely exosome-mediated 3'-5' exonucleolytic degradation, or deadenlyation-dependent mRNA decaping and subsequent 5'-3' exonucleolytic degradation by XRN1"
Acropora_006249,zinc ion binding
Acropora_006250,zinc ion binding
Acropora_006258,peptidyl-lysine oxidation
Acropora_006263,The GINS complex plays an essential role in the initiation of DNA replication
Acropora_006271,Pantothenate kinase
Acropora_006283,proteasome assembly
Acropora_006294,Sec-23 interacting protein
Acropora_006318,calcium ion transmembrane transport
Acropora_006324,NA
Acropora_006329,NA
Acropora_006333,7 transmembrane receptor (rhodopsin family)
Acropora_006352,hydrolase activity
Acropora_006402,histone pre-mRNA stem-loop binding
Acropora_006403,HEAT repeat-containing protein 4
Acropora_006458,"Alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity. It is involved in the biological process described with oligosaccharide biosynthetic process"
Acropora_006464,Belongs to the G-protein coupled receptor 1 family
Acropora_006481,metalloendopeptidase activity
Acropora_006496,positive regulation of prolactin signaling pathway
Acropora_006513,NA
Acropora_006520,NA
Acropora_006522,"Transcriptional regulator. Recognizes and binds to the DNA sequence 5'-GCG(T G)GGGCG-3'(EGR-site) in the promoter region of target genes. Binds double-stranded target DNA, irrespective of the cytosine methylation status. Regulates the transcription of numerous target genes, and thereby plays an important role in regulating the response to growth factors, DNA damage, and ischemia. Plays a role in the regulation of cell survival, proliferation and cell death"
Acropora_006560,UPF0704 protein C6orf165 homolog
Acropora_006593,Hematopoietically-expressed homeobox protein HHEX
Acropora_006600,dynein heavy chain binding
Acropora_006601,sulfuric ester hydrolase activity
Acropora_006615,oxidoreductase activity
Acropora_006621,methyltransferase activity
Acropora_006635,"Suppressor of var1, 3-like 1 (S. cerevisiae)"
Acropora_006639,tetratricopeptide repeat
Acropora_006650,Transmembrane protein 173
Acropora_006660,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
Acropora_006669,SH3 domain-binding protein 2
Acropora_006683,huntingtin interacting protein K
Acropora_006709,glucokinase activity
Acropora_006717,RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding
Acropora_006722,-
Acropora_006801,NA
Acropora_006834,Myosin regulatory light
Acropora_006842,Ribosomal protein L35
Acropora_006877,purine-specific mismatch base pair DNA N-glycosylase activity
Acropora_006881,NA
Acropora_006897,F-box LRR-repeat protein
Acropora_006936,peptidase inhibitor activity
Acropora_006937,peptidase inhibitor activity
Acropora_006968,RNA binding
Acropora_006992,lipid metabolic process
Acropora_007007,endosomal transport
Acropora_007032,NA
Acropora_007058,transmembrane transport
Acropora_007257,NA
Acropora_007258,NA
Acropora_007311,Disintegrin and metalloproteinase domain-containing protein
Acropora_007319,NA
Acropora_007330,MYCBP associated protein
Acropora_007420,NA
Acropora_007427,NA
Acropora_007440,NA
Acropora_007450,Sulfide quinone
Acropora_007456,peptidase inhibitor activity
Acropora_007467,NA
Acropora_007473,Serpentine type 7TM GPCR chemoreceptor Srsx
Acropora_007491,NA
Acropora_007530,A-type (transient outward) potassium channel activity
Acropora_007548,acid phosphatase activity
Acropora_007596,G-protein coupled receptor activity
Acropora_007600,Nipsnap homolog
Acropora_007613,retrograde trans-synaptic signaling by lipid
Acropora_007642,ring finger and CHY zinc finger
Acropora_007656,Ankyrin repeats (3 copies)
Acropora_007666,NA
Acropora_007676,NA
Acropora_007688,Polycomb group ring finger
Acropora_007711,EF-hand calcium-binding domain-containing protein 6
Acropora_007726,NA
Acropora_007729,mRNA transport
Acropora_007732,"Dual specificity phosphatase, catalytic domain"
Acropora_007737,NA
Acropora_007758,NA
Acropora_007765,tachykinin receptor activity
Acropora_007769,tachykinin receptor activity
Acropora_007782,carbohydrate binding
Acropora_007793,RNA polymerase II CTD heptapeptide repeat kinase activity
Acropora_007809,"Hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides. It is involved in the biological process described with nitrogen compound metabolic process"
Acropora_007854,NA
Acropora_007858,NA
Acropora_007910,NA
Acropora_007911,NA
Acropora_007950,lipoprotein receptor-related protein
Acropora_007964,protein-arginine omega-N asymmetric methyltransferase activity
Acropora_007981,NA
Acropora_008030,Regulator of chromosome condensation (RCC1) repeat
Acropora_008038,NA
Acropora_008047,serine-type endopeptidase inhibitor activity
Acropora_008071,GTPase activity
Acropora_008095,NA
Acropora_008101,NA
Acropora_008108,NA
Acropora_008121,NA
Acropora_008140,NA
Acropora_008160,NA
Acropora_008172,Prostaglandin G H synthase
Acropora_008177,NA
Acropora_008197,3'-flap-structured DNA binding
Acropora_008203,Serine-threonine kinase receptor-associated protein
Acropora_008232,synaptotagmin XII
Acropora_008255,C-type lectin (CTL) or carbohydrate-recognition domain (CRD)
Acropora_008256,NA
Acropora_008274,spermatogenesis
Acropora_008405,ubiquitin-protein transferase activity
Acropora_008429,NADPH:sulfur oxidoreductase activity
Acropora_008467,arachidonic acid secretion
Acropora_008506,G-protein coupled receptor activity
Acropora_008571,GABA-A receptor activity
Acropora_008575,negative regulation of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment
Acropora_008626,metalloaminopeptidase activity
Acropora_008666,NA
Acropora_008673,NA
Acropora_008674,NA
Acropora_008676,NA
Acropora_008710,NA
Acropora_008738,intracellular protein transport
Acropora_008740,NA
Acropora_008755,NA
Acropora_008779,Belongs to the peptidase S1 family
Acropora_008784,phosphatidylinositol 3-kinase regulatory subunit binding
Acropora_008826,cytoskeletal anchoring at plasma membrane
Acropora_008855,NA
Acropora_008889,potassium voltage-gated channel
Acropora_008891,protein homotrimerization
Acropora_008936,nucleic acid binding
Acropora_008937,NA
Acropora_008994,NA
Acropora_009000,NA
Acropora_009002,NA
Acropora_009018,NA
Acropora_009029,peroxidase activity
Acropora_009042,NA
Acropora_009047,NA
Acropora_009049,NA
Acropora_009133,ubinuclein
Acropora_009162,NA
Acropora_009179,embryonic heart tube elongation
Acropora_009182,positive regulation of transcription from RNA polymerase II promoter involved in norepinephrine biosynthetic process
Acropora_009192,NA
Acropora_009195,NA
Acropora_009205,DNA methylation involved in gamete generation
Acropora_009207,Ligand for members of the frizzled family of seven transmembrane receptors
Acropora_009239,RING-like zinc finger
Acropora_009249,NA
Acropora_009257,NA
Acropora_009290,NA
Acropora_009292,NA
Acropora_009303,homolog subfamily A member
Acropora_009312,NA
Acropora_009318,-
Acropora_009329,transcription coregulator activity
Acropora_009352,NA
Acropora_009383,NA
Acropora_009385,DEAD/DEAH box helicase
Acropora_009402,mitochondrial respiratory chain complex IV assembly
Acropora_009404,NA
Acropora_009439,NA
Acropora_009441,NA
Acropora_009499,NA
Acropora_009507,NA
Acropora_009606,BEN domain-containing protein 3
Acropora_009614,NA
Acropora_009662,NA
Acropora_009696,NA
Acropora_009707,neuromuscular junction development
Acropora_009713,poly(A)+ mRNA export from nucleus
Acropora_009714,poly(A)+ mRNA export from nucleus
Acropora_009765,structural constituent of ribosome
Acropora_009805,NA
Acropora_009816,tyrosine kinase
Acropora_009888,NA
Acropora_009901,NA
Acropora_009906,transmembrane protein 53
Acropora_009912,NA
Acropora_009962,neuropeptide receptor activity
Acropora_010037,NA
Acropora_010043,NA
Acropora_010073,proteasome maturation
Acropora_010080,spermatogenesis associated 4
Acropora_010081,"phosphatidylinositol-3,4,5-trisphosphate binding"
Acropora_010093,thiol-dependent ubiquitin-specific protease activity
Acropora_010100,cobalamin biosynthetic process
Acropora_010105,Major facilitator superfamily domain-containing protein 8-like
Acropora_010106,"Domain present in PSD-95, Dlg, and ZO-1/2."
Acropora_010111,K02A2.6-like
Acropora_010211,NA
Acropora_010299,GTP binding
Acropora_010345,NA
Acropora_010356,negative regulation of ERK1 and ERK2 cascade
Acropora_010439,response to unfolded protein
Acropora_010472,heat shock
Acropora_010477,NA
Acropora_010491,NA
Acropora_010493,NA
Acropora_010506,host cell factor
Acropora_010542,NA
Acropora_010591,NA
Acropora_010605,retinol dehydrogenase activity
Acropora_010640,NA
Acropora_010657,Tetratricopeptide repeat
Acropora_010659,NA
Acropora_010665,phagosome-lysosome fusion
Acropora_010698,"Zinc finger, C2H2 type"
Acropora_010701,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
Acropora_010703,mitochondrion-endoplasmic reticulum membrane tethering
Acropora_010714,NA
Acropora_010745,NA
Acropora_010756,Domain abundant in complement control proteins; SUSHI repeat; short complement-like repeat (SCR)
Acropora_010779,Von Willebrand factor A
Acropora_010802,positive regulation of membrane protein ectodomain proteolysis
Acropora_010810,NA
Acropora_010811,NA
Acropora_010817,NA
Acropora_010842,NA
Acropora_010855,NA
Acropora_010859,"potassium voltage-gated channel, subfamily H"
Acropora_010861,NA
Acropora_010863,protein deacetylase activity
Acropora_010891,melanosome organization
Acropora_010894,NA
Acropora_010924,Domain abundant in complement control proteins; SUSHI repeat; short complement-like repeat (SCR)
Acropora_010925,NA
Acropora_010947,It is involved in the biological process described with signal transduction
Acropora_010955,NA
Acropora_010987,NA
Acropora_011041,Dynactin subunit 2
Acropora_011054,THAP
Acropora_011057,Prostaglandin F synthase-like
Acropora_011072,positive regulation of fibroblast apoptotic process
Acropora_011111,DNA catabolic process
Acropora_011112,Plexin domain containing 1
Acropora_011119,Plexin domain-containing protein 1
Acropora_011145,NA
Acropora_011152,major facilitator superfamily
Acropora_011157,NA
Acropora_011214,"coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway"
Acropora_011247,NA
Acropora_011278,positive regulation of sensory perception of pain
Acropora_011284,NA
Acropora_011303,L-asparagine biosynthetic process
Acropora_011305,NA
Acropora_011306,MFS_1 like family
Acropora_011322,NA
Acropora_011354,Belongs to the peptidase C14A family
Acropora_011375,Carboxylesterase family
Acropora_011377,ubiquitin protein ligase binding
Acropora_011395,NA
Acropora_011403,NA
Acropora_011429,NA
Acropora_011447,Amidohydrolase family
Acropora_011451,regulation of systemic arterial blood pressure by aortic arch baroreceptor feedback
Acropora_011453,NA
Acropora_011475,acidic dipeptidase
Acropora_011488,NA
Acropora_011493,Phosphopantothenoylcysteine synthetase
Acropora_011519,Universal stress protein family
Acropora_011520,Universal stress protein family
Acropora_011535,NA
Acropora_011570,calcium ion binding
Acropora_011580,NA
Acropora_011595,NA
Acropora_011681,inner cell mass cell proliferation
Acropora_011722,NA
Acropora_011736,NA
Acropora_011770,NA
Acropora_011851,NA
Acropora_011903,NA
Acropora_011937,NA
Acropora_011939,NA
Acropora_011966,NA
Acropora_011969,NA
Acropora_011970,NA
Acropora_011975,NA
Acropora_011989,development of secondary male sexual characteristics
Acropora_012065,NA
Acropora_012146,NA
Acropora_012250,NA
Acropora_012290,-
Acropora_012385,Histidine triad nucleotide binding protein 3
Acropora_012408,NA
Acropora_012447,NA
Acropora_012784,NA
Acropora_012831,NA
Acropora_012856,NA
Acropora_012873,NA
Acropora_012875,glycosyltransferase-like domain-containing protein 1
Acropora_012887,polycystic kidney disease protein 1-like
Acropora_012908,"negative regulation of transcription, DNA-templated"
Acropora_012910,protein O-linked glycosylation via threonine
Acropora_012926,NA
Acropora_012946,organic anion transmembrane transporter activity
Acropora_012976,3'-5' exonuclease activity
Acropora_012987,arachidonate 5-lipoxygenase activity
Acropora_012993,microtubule motor activity
Acropora_013009,NA
Acropora_013013,nucleologenesis
Acropora_013055,"sequence-specific DNA binding. It is involved in the biological process described with regulation of transcription, DNA-templated"
Acropora_013074,NA
Acropora_013096,carbohydrate binding
Acropora_013111,respiratory chain complex III assembly
Acropora_013118,G-protein coupled receptor activity
Acropora_013132,fibroblast growth factor-activated receptor activity
Acropora_013133,sterol regulatory element-binding protein cleavage-activating
Acropora_013138,alpha2-adrenergic receptor activity
Acropora_013157,tRNA (adenine-N1-)-methyltransferase activity
Acropora_013189,Belongs to the sodium neurotransmitter symporter (SNF) (TC 2.A.22) family
Acropora_013207,"mitochondrial electron transport, NADH to ubiquinone"
Acropora_013210,NA
Acropora_013211,NA
Acropora_013215,heme binding
Acropora_013237,NA
Acropora_013245,helix loop helix domain
Acropora_013251,negative regulation of release of cytochrome c from mitochondria
Acropora_013252,phorbol ester receptor activity
Acropora_013295,Domain of unknown function (DUF4062)
Acropora_013299,NA
Acropora_013307,negative regulation of cardiac muscle contraction
Acropora_013312,histone H2A-K119 monoubiquitination
Acropora_013321,NA
Acropora_013325,thick ascending limb development
Acropora_013328,CDGSH-type zinc finger. Function unknown.
Acropora_013333,biological adhesion
Acropora_013341,NA
Acropora_013356,positive regulation of protein tyrosine phosphatase activity
Acropora_013418,carnitine O-octanoyltransferase
Acropora_013426,"regulation of ATP-dependent microtubule motor activity, plus-end-directed"
Acropora_013447,V-ral simian leukemia viral oncogene homolog
Acropora_013454,late nucleophagy
Acropora_013481,Belongs to the mitochondrial carrier (TC 2.A.29) family
Acropora_013506,proteasome-activating ATPase activity
Acropora_013544,alpha1-adrenergic receptor activity
Acropora_013561,NA
Acropora_013585,identical protein binding
Acropora_013595,NA
Acropora_013606,ubiquitin conjugating enzyme activity
Acropora_013607,NA
Acropora_013635,G-protein coupled receptor activity
Acropora_013640,NA
Acropora_013641,leucine-rich repeats and immunoglobulin-like domains
Acropora_013649,NA
Acropora_013673,enzyme binding
Acropora_013674,All-trans retinoic acid-induced differentiation factor
Acropora_013686,regulation of blood vessel endothelial cell differentiation
Acropora_013690,NA
Acropora_013702,NA
Acropora_013718,NA
Acropora_013726,ATP binding. It is involved in the biological process described with protein phosphorylation
Acropora_013740,metalloendopeptidase activity
Acropora_013745,NA
Acropora_013766,NA
Acropora_013788,"Guanine nucleotide binding protein (G protein), beta polypeptide"
Acropora_013823,"ArfGAP with coiled-coil, ankyrin repeat and PH domains"
Acropora_013828,NA
Acropora_013860,NA
Acropora_013892,NA
Acropora_013894,NA
Acropora_013907,NA
Acropora_013908,Armadillo repeat containing 3
Acropora_013913,alpha-(1->3)-fucosyltransferase activity
Acropora_013925,NA
Acropora_013947,Ion transport protein
Acropora_013975,NA
Acropora_014006,Glutathione S-transferase kappa
Acropora_014030,NA
Acropora_014034,NA
Acropora_014035,steroid hormone receptor activity
Acropora_014059,NA
Acropora_014075,nuclear inner membrane organization
Acropora_014079,regulation of mitotic cell cycle
Acropora_014090,tRNA (cytosine-5-)-methyltransferase activity
Acropora_014096,IMP dehydrogenase activity
Acropora_014109,NA
Acropora_014131,NA
Acropora_014138,Metalloendopeptidase activity. It is involved in the biological process described with proteolysis
Acropora_014140,"RAB10, member RAS oncogene family"
Acropora_014141,Rab subfamily of small GTPases
Acropora_014144,NA
Acropora_014153,NA
Acropora_014213,Metalloendopeptidase activity. It is involved in the biological process described with proteolysis
Acropora_014216,Ribosomal protein L20
Acropora_014221,NA
Acropora_014335,elastin catabolic process
Acropora_014340,NA
Acropora_014450,RAP1 GTPase activating protein
Acropora_014469,protein modification by small protein conjugation
Acropora_014498,NA
Acropora_014519,NA
Acropora_014526,"ATPase activity, coupled to transmembrane movement of substances"
Acropora_014536,NA
Acropora_014566,nail development
Acropora_014574,"cytochrome-b5 reductase activity, acting on NAD(P)H"
Acropora_014576,NA
Acropora_014579,cytochrome b5 reductase
Acropora_014612,NA
Acropora_014619,NA
Acropora_014673,ADP-ribose CDP-alcohol diphosphatase
Acropora_014691,meiotic chromosome condensation
Acropora_014694,aldonic acid metabolic process
