gene,lpv_Treated_vs_Untreated,lpv_Untreated_vs_Initial,annot,KOG
Acropora_003481,-1.5704493110305775,1.9246933725839452,arachidonate 5-lipoxygenase activity,Amino acid transport and metabolism
Acropora_003492,-1.8419684340265816,-3.5602910808691894,Cystatin-like domain,Function Unknown
Acropora_003509,1.3399267771431553,-3.5220559290526583,NA,NA
Acropora_003561,1.4523009917621121,-2.2893723320244774,NA,NA
Acropora_003566,1.9078676543529758,-3.5694909611773182,NA,NA
Acropora_003570,-1.7263126637719366,2.573715508733319,mechanosensitive ion channel activity,Function Unknown
Acropora_003575,2.52008314227224,-9.665729559531812,G-protein beta/gamma-subunit complex binding,Signal transduction mechanisms
Acropora_003578,3.036555072469452,-8.965047466763123,Protein tyrosine kinase,Signal transduction mechanisms
Acropora_003640,1.5171850639451938,-6.619553056463011,calretinin,Signal transduction mechanisms
Acropora_003641,4.683385235912622,-15.734558335206799,NA,NA
Acropora_003666,2.3288266392597587,-7.766175334767813,establishment of animal organ orientation,Transcription
Acropora_003672,1.742804289075341,-2.186629545080019,Transcription factor,Transcription
Acropora_003708,-1.3029208927255915,-1.4117008140075047,protein monoubiquitination,"Posttranslational modification, protein turnover, chaperones"
Acropora_003727,1.6963278382698683,-6.909360693860187,NA,NA
Acropora_003774,-2.3224482033506075,12.104095757879614,NA,NA
Acropora_003794,3.691872322492917,-9.42565638731837,regulation of mitotic cell cycle,"Posttranslational modification, protein turnover, chaperones"
Acropora_003816,2.0798647980751794,-5.776110593177577,NA,NA
Acropora_003835,2.2405313445865374,-6.051165968774918,NA,NA
Acropora_003842,2.1943839032615506,-2.00428733755876,NA,NA
Acropora_003878,1.930524515160573,-4.227922755379117,glutathione synthase activity,"Secondary metabolites biosynthesis, transport and catabolism"
Acropora_003881,1.7155736049563324,-2.6658858550484266,NA,NA
Acropora_003927,-2.307669014657428,3.0105239588609214,NA,NA
Acropora_003940,-2.0479401375573385,12.627732373932503,NA,NA
Acropora_003949,1.4372978030352959,-4.388892198937593,calcium ion binding,Signal transduction mechanisms
Acropora_003960,-3.6072024650766874,4.170307203999119,NA,NA
Acropora_004000,-1.3785513793602853,2.9808474033999954,magnesium-dependent phosphatase 1,"Posttranslational modification, protein turnover, chaperones"
Acropora_004018,1.625777044089214,-1.3194753827847612,NA,NA
Acropora_004025,-3.018080539309414,3.5442506884010307,NA,NA
Acropora_004125,2.674537478047756,-5.366904492549191,Belongs to the G-protein coupled receptor 1 family,Signal transduction mechanisms
Acropora_004129,3.3861584099922055,-9.261952854544656,NA,NA
Acropora_004141,-1.4842992718407595,4.752463326177801,protein localization to cytosolic proteasome complex involved in ERAD pathway,"Posttranslational modification, protein turnover, chaperones"
Acropora_004167,-1.5244373038003631,5.86284527371415,"Endoplasmic reticulum protein ERp29, C-terminal domain","Posttranslational modification, protein turnover, chaperones"
Acropora_004185,1.3403112525436625,-4.682885930176049,helicase activity,RNA processing and modification
Acropora_004202,-1.893368013610194,1.563820419186098,NA,NA
Acropora_004203,-2.453774750542028,5.883770659076957,Belongs to the syntaxin family,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_004221,-1.3931992913941205,8.504665345020113,syndrome nuclear autoantigen 1,Function Unknown
Acropora_004349,3.0211670782755307,-9.018558900203388,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family,Cytoskeleton
Acropora_004357,-1.6086493977818201,3.807620654661163,Galactosyltransferase,Carbohydrate transport and metabolism
Acropora_004370,-1.7008334353904184,15.362806481247764,heat shock protein binding,"Posttranslational modification, protein turnover, chaperones"
Acropora_004404,1.359091881373616,-5.17397626259208,M-phase phosphoprotein 6,"Cell cycle control, cell division, chromosome partitioning"
Acropora_004446,5.050716210425027,-6.972441058636864,importin-alpha family protein binding,Function Unknown
Acropora_004458,-3.35182299545959,1.4767616347910464,antigen processing and presentation of exogenous peptide antigen via MHC class I,"Posttranslational modification, protein turnover, chaperones"
Acropora_004471,2.062683721242324,-3.9567987912220888,NA,NA
Acropora_004493,1.8996634423052876,-9.72155496425417,"Myosin, light",Cytoskeleton
Acropora_004530,2.3869263927425335,-1.922808259677412,NA,NA
Acropora_004536,-1.754125431749603,1.7835687458331753,mitotic chromosome condensation,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_004555,-3.408217421621715,10.403589399767673,threonine-type endopeptidase activity,"Posttranslational modification, protein turnover, chaperones"
Acropora_004556,1.4760021778371961,-10.552472033008437,NA,NA
Acropora_004591,2.2889525110594455,-4.266316928137662,Poly (ADP-ribose) polymerase,
Acropora_004597,-4.582450971150042,6.498451295272949,NA,NA
Acropora_004814,1.7522757112006107,-6.381073808157932,primary miRNA methylation,RNA processing and modification
Acropora_004835,-2.0419648161095116,3.3775903735382955,NA,NA
Acropora_004848,1.925062309917897,-10.673421749719045,NA,NA
Acropora_004854,-1.7549173974711545,11.790214227615316,NA,NA
Acropora_004869,4.31675366113792,-6.083327227609618,NA,NA
Acropora_004917,1.7815341399965838,-4.526572837434712,guanylate cyclase activity,Signal transduction mechanisms
Acropora_004941,2.0076320712825315,-2.0370486158440273,metalloendopeptidase activity,"Posttranslational modification, protein turnover, chaperones"
Acropora_005185,2.450141865965567,-5.518106454047958,regulation of ryanodine-sensitive calcium-release channel activity,Function Unknown
Acropora_005230,1.9500489118643385,-2.864073427597058,ATP-dependent RNA helicase,RNA processing and modification
Acropora_005417,1.6031291899867923,-3.334013368085906,snRNA export from nucleus,RNA processing and modification
Acropora_005421,-1.5702336967077573,3.1742575207802948,sorting nexin,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_005422,-2.4496970001128293,2.7814280985447564,protein adenylyltransferase activity,Function Unknown
Acropora_005445,1.3019673948306016,-1.6562857053535953,NA,NA
Acropora_005526,1.5867585123365504,-6.490892815093253,protein linear deubiquitination,Function Unknown
Acropora_005572,2.568574221638828,-4.280245242680292,NA,NA
Acropora_005717,-1.309946973194503,3.0266223571845816,NA,NA
Acropora_005724,-2.945561572382107,5.689801717671785,Rab GTPase binding,Signal transduction mechanisms
Acropora_005760,-7.750256692124093,3.4417930144405173,chromatin remodeling,Cytoskeleton
Acropora_005791,-1.6622802994291357,9.226341221534444,sodium-dependent glucose transporter,Function Unknown
Acropora_005814,1.8326901159240623,-5.240573419663348,microtubule motor activity,Cytoskeleton
Acropora_005872,1.309946973194503,-1.3787877699581848,NA,NA
Acropora_005885,-2.430827768922952,1.9070995971516436,motor activity,Cytoskeleton
Acropora_005900,1.680790728640419,-4.087702630976437,NA,NA
Acropora_005903,-2.4352054805925407,5.949179810666432,Nuclear factor NF-kappa-B p105 subunit,Transcription
Acropora_005935,4.835790129876877,-6.019134569329861,NA,NA
Acropora_005936,2.6575925464734045,-7.829709174421783,NA,NA
Acropora_005969,1.9434509140053509,-7.020147150626249,NA,NA
Acropora_006002,1.4054596850957877,-2.985866959141922,N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase activity,Carbohydrate transport and metabolism
Acropora_006009,-1.3923217814266042,14.41176956389305,alpha-catenin binding,Extracellular structures
Acropora_006012,-2.918304772883585,14.837160816467064,Golgi ribbon formation,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_006024,2.1428736485988145,-2.4138894503747887,NA,NA
Acropora_006040,1.4824262392123597,-1.7298106805850528,procollagen-proline 3-dioxygenase activity,Function Unknown
Acropora_006070,1.74271624432816,-11.49007412874177,organic anion transmembrane transporter activity,Transcription
Acropora_006153,-1.8824187275598647,13.803619379210046,"Arrestin (or S-antigen), N-terminal domain",Function Unknown
Acropora_006199,1.3024365931364685,-1.3931008505296585,Mediates cleavage of dimethlysulfonioproprionate (DMSP) into dimethyl sulfide (DMS) and acrylate. DMS is the principal form by which sulfur is transported from oceans to the atmosphere and is a key component of the ocean sulfur cycle,Function Unknown
Acropora_006211,2.436087477303694,-2.026700583486471,assembly factor 2,Function Unknown
Acropora_006256,2.77880756347862,-2.8807125487628364,Lysyl oxidase-like 2,Extracellular structures
Acropora_006265,-2.1730149560613925,1.3684116399294615,Cytochrome P450,
Acropora_006288,-4.441143735234741,2.1371210941706686,NFX1-type zinc finger-containing protein,"Replication, recombination and repair"
Acropora_006396,-2.0590785978704895,1.8187762982002613,NA,NA
Acropora_006404,-3.5839590968425736,6.355415485189439,NA,NA
Acropora_006413,-1.6229557205352059,3.2207234919164693,NA,NA
Acropora_006451,2.1943839032615506,-8.485628999593857,plasma membrane repair,Cell wall/membrane/envelope biogenesis
Acropora_006523,1.3529698728024593,-3.165562483696642,NA,NA
Acropora_006629,3.2302418463815123,-2.2098689650277836,NA,NA
Acropora_006644,-1.8644347693337455,3.2414976162672775,regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation,Signal transduction mechanisms
Acropora_006658,1.5702336967077573,-7.121673892716816,Leydig cell differentiation,Signal transduction mechanisms
Acropora_006662,2.3252633704835626,-2.060028467723183,GABA-A receptor activity,Signal transduction mechanisms
Acropora_006674,-5.927901569647666,11.18405158211674,NA,NA
Acropora_006685,2.41205578636823,-27.96219743047879,SRY (sex determining region Y)-box 30,Transcription
Acropora_006687,2.906121759149772,-15.492769847964464,"ATP-dependent microtubule motor activity, plus-end-directed",Cytoskeleton
Acropora_006702,-5.972718632412539,2.679673493020625,folate import across plasma membrane,"Posttranslational modification, protein turnover, chaperones"
Acropora_006716,1.8365792207842242,-1.908078198796095,SWIB/MDM2 domain,Transcription
Acropora_006719,1.8627147164919322,-2.944902753973639,NA,NA
Acropora_006738,1.5073064251546058,-2.2379355205289704,NK6 homeobox 1,Transcription
Acropora_006739,1.5502487375557825,-16.655778206387502,smoothened signaling pathway,Function Unknown
Acropora_006805,1.410953560325938,-3.8703611042884445,Nucleophosmin,Transcription
Acropora_006810,-3.4277998586859115,4.238981532432228,NA,NA
Acropora_006820,1.771413458137169,-5.327600602910805,"Catenin (Cadherin-associated protein), alpha",Extracellular structures
Acropora_006825,-2.978133552614196,2.3935266386744285,Glutaredoxin 3,"Posttranslational modification, protein turnover, chaperones"
Acropora_006836,-1.9500489118643385,8.05273496901574,NA,NA
Acropora_006841,1.6012798821253427,-2.7090403493242965,microtubule motor activity,Cytoskeleton
Acropora_006865,2.727195298176872,-8.453310027289016,Disintegrin and metalloproteinase domain-containing protein,"Posttranslational modification, protein turnover, chaperones"
Acropora_006880,2.650741141706007,-2.3496878750281582,-,
Acropora_006883,-1.641186545283151,2.12715040142489,NA,NA
Acropora_006886,-7.632138840369608,2.289293990897649,tetracycline transmembrane transporter activity,Function Unknown
Acropora_006908,2.737287660014278,-3.716690508563735,regulation of chromosome segregation,Function Unknown
Acropora_006953,1.3978039088185175,-4.063890566085416,renal vesicle induction,Transcription
Acropora_007014,-5.0859182089373185,1.3513929300425518,NA,NA
Acropora_007036,1.8816177837884227,-5.669050770306118,NA,NA
Acropora_007059,1.809435502400189,-1.7143742283923367,NA,NA
Acropora_007169,1.726622428805386,-9.973666714409216,fibroblast growth factor-activated receptor activity,Signal transduction mechanisms
Acropora_007303,1.4796376815202572,-1.7475809214127442,plus-end-directed vesicle transport along microtubule,Cytoskeleton
Acropora_007320,-1.3609899865914596,6.107138242246834,Nidogen-like,Extracellular structures
Acropora_007329,5.0358424152472585,-3.1332456987496866,mothers against decapentaplegic homolog,Transcription
Acropora_007366,-2.5641873579515395,11.739518897122192,NA,NA
Acropora_007388,-1.4770624520301816,5.51975150268505,heme binding,"Secondary metabolites biosynthesis, transport and catabolism"
Acropora_007405,1.4886035123440067,-1.4847427046146804,NA,NA
Acropora_007435,1.9502311582587115,-1.7150394178389277,Interferon-induced transmembrane protein,Function Unknown
Acropora_007447,3.566181084103517,-4.097215166260673,NA,NA
Acropora_007492,-1.5313673361366595,8.09693585476871,ubiquitin conjugating enzyme binding,Function Unknown
Acropora_007508,1.5483972589258912,-2.5701643641199494,NA,NA
Acropora_007522,-2.553750953771349,4.698870833572748,protein transport,"Posttranslational modification, protein turnover, chaperones"
Acropora_007533,1.8215801130035796,-4.938267081512752,NA,NA
Acropora_007568,1.6424737346370024,-6.105474584342306,NA,NA
Acropora_007577,1.3848099706412154,-9.889832710354069,Transient receptor potential cation channel subfamily M member,
Acropora_007590,4.101054334137381,-9.010893722690707,NA,NA
Acropora_007604,4.779545911688208,-3.6418840455165595,resolution of meiotic recombination intermediates,Function Unknown
Acropora_007614,1.693454335543189,-1.8583616615306888,"Inner centromere protein, ARK binding region","Cell cycle control, cell division, chromosome partitioning"
Acropora_007616,6.127026212073509,-12.744476412369004,NA,NA
Acropora_007622,-1.9500489118643385,4.9581980013478075,Diacylglycerol kinase,Signal transduction mechanisms
Acropora_007652,-11.832972163482365,8.267584060452212,Copper/zinc superoxide dismutase (SODC),Function Unknown
Acropora_007695,-1.52070811656752,13.63478164419432,Belongs to the peptidase C1 family,"Posttranslational modification, protein turnover, chaperones"
Acropora_007708,1.4182567430565107,-9.767977880781116,demethylase,Transcription
Acropora_007734,1.5171850639451938,-7.601051710497436,GTPase activity,Function Unknown
Acropora_007741,-1.68459412381811,7.029333056140895,oxidative phosphorylation uncoupler activity,Energy production and conversion
Acropora_007791,-1.3942897910632106,4.316243455836798,"family with sequence similarity 175, member B",Function Unknown
Acropora_007811,-1.7633582727969717,20.469245216842804,"hydrolase activity, acting on ester bonds",Lipid transport and metabolism
Acropora_007860,2.423927550512444,-3.8092609698390314,NA,NA
Acropora_007875,-1.3608921255390218,6.622566880642731,calcium-dependent phospholipid binding,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_007883,-3.7569339500457053,6.183417446850324,non-haem dioxygenase in morphine synthesis N-terminal,"Secondary metabolites biosynthesis, transport and catabolism"
Acropora_007897,-1.4159346513361175,1.8953886636371415,signal peptide processing,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_007960,1.3434802888781008,-4.434044710735334,MFS_1 like family,Function Unknown
Acropora_007963,-2.4276716916049845,12.599506309247595,regulation of smoothened signaling pathway,Function Unknown
Acropora_007990,2.074134164060131,-4.804079259748069,coiled-coil domain-containing protein 34,Function Unknown
Acropora_007996,1.4009475948803738,-3.7522105864835216,NA,NA
Acropora_008002,8.896664671657843,-15.734558335206799,neurotransmitter:sodium symporter activity,Signal transduction mechanisms
Acropora_008066,3.39500610762951,-5.070939206789101,positive regulation of DNA endoreduplication,Transcription
Acropora_008068,2.190405826302299,-8.775751465573288,protein-glutamine gamma-glutamyltransferase activity,Function Unknown
Acropora_008070,5.585299676192838,-14.125811546713505,protein-glutamine gamma-glutamyltransferase activity,Function Unknown
Acropora_008072,2.1442664598834624,-1.7160426439015073,Catalytic LigB subunit of aromatic ring-opening dioxygenase,Function Unknown
Acropora_008078,2.229397359079288,-10.282410735024127,NA,NA
Acropora_008080,-2.3434534880654816,4.3752909250441645,gene silencing by RNA,Transcription
Acropora_008133,-1.610385614937589,6.061293286674264,protein transport,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_008134,1.4595652971432214,-6.0196925970304465,NA,NA
Acropora_008143,1.8547710011375205,-6.581784172098355,NA,NA
Acropora_008169,-1.925591434747463,4.852991033139917,Ral GTPase binding,Function Unknown
Acropora_008193,1.6622802994291357,2.2640003238856785,"obsolete transcriptional repressor activity, RNA polymerase II transcription factor binding",Transcription
Acropora_008226,-6.392367420802704,2.90519562820766,vesicle-mediated cholesterol transport,
Acropora_008233,-1.4013595303486137,5.977224438141549,"fast, calcium ion-dependent exocytosis of neurotransmitter",
Acropora_008414,-2.8945301332780695,3.1897399486424787,heat shock-mediated polytene chromosome puffing,"Posttranslational modification, protein turnover, chaperones"
Acropora_008450,-7.0578665076206955,11.707812612624675,NA,NA
Acropora_008456,-1.5513908814791908,17.271470925208618,Phosphoglycerate mutase family,Carbohydrate transport and metabolism
