Acropora_018682	superoxide-generating NADPH oxidase activator activity
Acropora_010388	Tetratricopeptide repeat and ankyrin repeat containing 1
Acropora_002092	spinal cord association neuron differentiation
Acropora_001770	Poly (ADP-ribose) polymerase
Acropora_001045	DDE superfamily endonuclease
Acropora_018413	copper ion binding
Acropora_012058	calcium ion binding
Acropora_017709	5-methyltetrahydrofolate-dependent methyltransferase activity
Acropora_023826	5'-deoxyribose-5-phosphate lyase activity
Acropora_019392	regulation of transcription from RNA polymerase II promoter involved in definitive endodermal cell fate specification
Acropora_015918	Hydroxyethylthiazole kinase
Acropora_010672	Endomembrane protein 70
Acropora_031177	K02A2.6-like
Acropora_021977	platelet-activating factor acetyltransferase activity
Acropora_011609	metal ion binding
Acropora_023840	G patch domain-containing protein 4
Acropora_019213	carbohydrate binding
Acropora_024241	Histone-lysine N-methyltransferase
Acropora_005954	ZIP Zinc transporter
Acropora_015251	Aldo/keto reductase family
Acropora_013940	Catalyzes the hydrolysis of N-formyl-L-kynurenine to L- kynurenine, the second step in the kynurenine pathway of tryptophan degradation. Kynurenine may be further oxidized to nicotinic acid, NAD(H) and NADP(H). Required for elimination of toxic metabolites
Acropora_017567	enoyl-CoA delta isomerase 2
Acropora_004002	biogenesis of lysosome-related organelles complex 1 subunit
Acropora_016180	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
Acropora_001924	G-protein coupled receptor activity
Acropora_001437	GTP binding
Acropora_027889	Glycosyl hydrolase family 20, catalytic domain
Acropora_002020	endodermal-mesodermal cell signaling
Acropora_005409	G-protein coupled GABA receptor activity
Acropora_029688	purine-rich negative regulatory element binding
Acropora_032568	Chromatin accessibility complex
Acropora_006172	Ubiquitin-protein ligase
Acropora_017453	Cytochrome P450, family 46, subfamily A, polypeptide
Acropora_34323	Ribonuclease H protein
Acropora_020397	Pbx knotted 1 homeobox
Acropora_013460	positive regulation of myosin-light-chain-phosphatase activity
Acropora_006477	SCP / Tpx-1 / Ag5 / PR-1 / Sc7 family of extracellular domains.
Acropora_013667	3'-5' exonuclease
Acropora_004857	tRNA wybutosine-synthesizing protein 2 homolog
Acropora_013448	tRNA 3'-terminal CCA addition
Acropora_031324	Uncharacterized conserved protein (DUF2181)
Acropora_003288	riboflavin transmembrane transporter activity
Acropora_018458	Wu fj29h11
Acropora_000982	Belongs to the STXBP unc-18 SEC1 family
Acropora_002123	Arp2/3 complex-mediated actin nucleation
Acropora_017702	Centrosomal protein of 97 kDa
Acropora_030323	YqaJ-like viral recombinase domain
Acropora_025317	K02A2.6-like
Acropora_024904	transcription regulatory region sequence-specific DNA binding
Acropora_003043	Universal stress protein family
Acropora_007965	WSC domain
Acropora_015258	AMP catabolic process
Acropora_031344	RNA binding
Acropora_026345	Microsomal glutathione S-transferase
Acropora_015010	molting cycle, collagen and cuticulin-based cuticle
Acropora_002362	Epididymal sperm-binding protein 1
Acropora_001799	E3 ubiquitin-protein ligase
Acropora_003064	Belongs to the protein kinase superfamily
Acropora_025954	Von Willebrand factor
Acropora_011567	Ceramide synthase
Acropora_007724	protein dimerization activity
Acropora_004084	Zinc finger, NFX1-type containing 1
Acropora_026654	positive regulation of interleukin-4-mediated signaling pathway
Acropora_34583	Homeodomain
Acropora_028466	Si ch1073-296i8.2
Acropora_000678	Ubiquitin family
Acropora_023274	growth factor, augmenter of liver regeneration
Acropora_012935	hyaluronic acid binding
Acropora_007670	DNA binding
Acropora_022372	Domain of unknown function (DUF4457)
Acropora_004563	osteoclast fusion
Acropora_008816	microtubule anchoring
Acropora_003416	L-fucose kinase
Acropora_022641	ion transport
Acropora_010706	negative regulation of superoxide anion generation
Acropora_013815	Domain of unknown function (DUF543)
Acropora_026363	transferase activity, transferring acyl groups
Acropora_018006	serine C-palmitoyltransferase activity
Acropora_027707	insulin receptor substrate 1
Acropora_013979	insulin-like growth factor receptor signaling pathway
Acropora_009573	regulation of canonical Wnt signaling pathway
Acropora_026200	sequence-specific DNA binding
Acropora_009003	hyaluronic acid binding
Acropora_017208	tRNA processing
Acropora_011519	Universal stress protein family
Acropora_019852	BTB (POZ) domain containing
Acropora_012954	glossopharyngeal nerve morphogenesis
Acropora_004089	regulation of cell cycle
Acropora_013784	response to cobalt ion
Acropora_032209	peroxidase activity
Acropora_015953	BTB (POZ) domain containing
Acropora_020390	Belongs to the metallo-dependent hydrolases superfamily. Adenosine and AMP deaminases family
Acropora_029083	translation elongation factor activity
Acropora_001761	Poly (ADP-ribose) polymerase
Acropora_024254	threonine-type endopeptidase activity
Acropora_020713	RNA binding motif protein 11
Acropora_009200	La ribonucleoprotein domain family member 1B
Acropora_009004	calcium ion binding
Acropora_018025	adipocyte plasma
Acropora_017561	Belongs to the small heat shock protein (HSP20) family
Acropora_004935	Ribonuclease H protein
Acropora_031957	ATPase activity
Acropora_026816	Cysteine-rich protein 1
Acropora_021776	Ribonuclease P
Acropora_004236	ribosomal protein L38
Acropora_002140	DNA polymerase epsilon subunit 3
Acropora_020420	GTPase activator activity
Acropora_018468	Belongs to the G-protein coupled receptor 1 family
Acropora_009008	7 transmembrane receptor (rhodopsin family)
Acropora_030345	protein localization to nuclear inner membrane
Acropora_018189	protein-disulfide reductase activity
Acropora_025951	phosphorelay sensor kinase activity
Acropora_018410	structural constituent of ribosome
Acropora_031378	protein serine/threonine kinase activity
Acropora_017751	DNA replication initiation
Acropora_011483	Ankyrin repeat and zinc finger
Acropora_022536	belongs to the actin family
Acropora_022048	metalloendopeptidase activity
Acropora_011336	MAD2L1 binding protein
Acropora_026149	La ribonucleoprotein domain family member 7
Acropora_028101	in nuclear membrane-associated proteins
Acropora_025358	PIGA (GPI anchor biosynthesis)
Acropora_018536	positive regulation of protein glycosylation in Golgi
Acropora_006090	negative regulation of bile acid biosynthetic process
Acropora_004688	D-arabinitol dehydrogenase 1-like
Acropora_002877	K02A2.6-like
Acropora_003925	Kringle domain
Acropora_002658	cation-transporting atpase
Acropora_001517	Protein odr-4 homolog
Acropora_017926	nucleotide-binding oligomerization domain containing 1 signaling pathway
Acropora_022158	potassium voltage-gated channel
Acropora_020319	Carbohydrate (chondroitin 4) sulfotransferase 11
Acropora_008196	zinc ion binding
Acropora_018646	Reverse transcriptase (RNA-dependent DNA polymerase)
Acropora_016597	hydrolase activity, acting on ester bonds
Acropora_007495	positive regulation of Golgi to plasma membrane protein transport
Acropora_006838	serine-type endopeptidase activity
Acropora_005782	Persulfide dioxygenase ETHE1
Acropora_003430	G-protein coupled receptor activity
Acropora_009343	K02A2.6-like
Acropora_002727	reverse transcriptase
Acropora_026227	appendage morphogenesis
Acropora_032413	Rac guanyl-nucleotide exchange factor activity
Acropora_008023	WD repeat-containing protein
Acropora_34103	-
Acropora_024160	Aminotransferase class-V
Acropora_004044	6-phosphogluconolactonase
Acropora_015766	acetyl-CoA metabolic process
Acropora_012996	glycolipid translocation
Acropora_008082	regulation of vesicle fusion
Acropora_022822	Fibrinogen beta and gamma chains, C-terminal globular domain
Acropora_34159	tumor necrosis factor receptor binding
Acropora_019513	N,N-dimethylaniline monooxygenase activity
Acropora_005823	Wnt-activated receptor activity
Acropora_001227	FK506 binding
Acropora_004653	glutamate receptor
Acropora_009231	cramped-like
Acropora_000508	aryl hydrocarbon receptor binding
Acropora_022771	Short calmodulin-binding motif containing conserved Ile and Gln residues.
Acropora_031465	prolyl 4-hydroxylase
Acropora_013660	G-protein coupled receptor activity
Acropora_006493	Carbohydrate (chondroitin 4) sulfotransferase 13
Acropora_026643	iron-sulfur cluster assembly
Acropora_013039	water channel activity
Acropora_000805	LIM and senescent cell antigen-like-containing domain protein
Acropora_019233	Broad-Complex, Tramtrack and Bric a brac
Acropora_033091	ATP-dependent RNA helicase
Acropora_008808	Transposase IS4
Acropora_002346	cyclin-dependent kinase 9
Acropora_009948	frizzled binding
Acropora_028838	nuclease HARBI1-like
Acropora_021830	cation channel activity
Acropora_028036	-
Acropora_018634	Animal haem peroxidase
Acropora_001860	Steroid 5 alpha-reductase 3
Acropora_013181	positive regulation of low-density lipoprotein particle receptor biosynthetic process
Acropora_008206	cGMP-dependent protein kinase activity
Acropora_031254	acidic dipeptidase
Acropora_020825	intraciliary transport involved in cilium assembly
Acropora_019792	negative regulation of ERK5 cascade
Acropora_000788	L-methylmalonyl-CoA metabolic process
Acropora_014387	nuclear export
Acropora_000072	positive regulation of cilium movement
Acropora_005285	positive regulation of TOR signaling
Acropora_015685	Chromosome 6 open reading frame 120
Acropora_021959	Cytidylyltransferase-like
Acropora_017746	establishment of anatomical structure orientation
Acropora_012680	ubiquitin-protein transferase activity
Acropora_002289	snRNA binding
Acropora_032280	regulation of apoptotic process
Acropora_032472	Tnf receptor-associated factor 2
Acropora_029894	nuclear localization sequence binding
Acropora_024115	Ligand-gated ion channel
Acropora_019460	Acid trehalase-like
Acropora_007547	acid phosphatase activity
Acropora_020205	ER to Golgi vesicle-mediated transport
Acropora_007389	heme binding
Acropora_006204	cell surface pattern recognition receptor signaling pathway
Acropora_015883	cleavage involved in rRNA processing
Acropora_007635	positive regulation of isoprenoid metabolic process
Acropora_021883	protein import into mitochondrial matrix
Acropora_002293	synaptonemal complex assembly
Acropora_018513	Checkpoint with forkhead and ring finger domains, E3 ubiquitin protein ligase
Acropora_010040	transposition, RNA-mediated
Acropora_023865	Activating transcription factor 4b1 (tax-responsive enhancer element B67)
Acropora_029363	Sulfotransferase domain
Acropora_001277	heart development
Acropora_026787	cellular response to paclitaxel
Acropora_015833	methyltransferase like 5
Acropora_005420	REX4, RNA exonuclease 4 homolog (S. cerevisiae)
Acropora_023544	protein autoubiquitination
Acropora_013636	G-protein coupled receptor activity
Acropora_012290	-
Acropora_003686	Belongs to the short-chain dehydrogenases reductases (SDR) family
Acropora_027671	Serine threonine-protein kinase
Acropora_028127	Transmembrane protein adipocyte-associated 1
Acropora_019718	Synaptic vesicle 2-related protein
Acropora_006861	Ribosome biogenesis protein Nop16
Acropora_023849	cell surface receptor signaling pathway
Acropora_013190	glycyl-tRNA aminoacylation
Acropora_003823	biological adhesion
Acropora_028354	Domain of unknown function with conserved HDNR motif
Acropora_024374	Calcium-binding EGF-like domain
Acropora_015054	superoxide-generating NADPH oxidase activity
Acropora_025469	Transposase IS4
Acropora_015614	skeletal muscle fiber development
Acropora_017136	ribosomal protein S6 kinase-like 1
Acropora_028865	myoblast fusion
Acropora_011147	EF-1 guanine nucleotide exchange domain
Acropora_003239	snRNA 3'-end processing
Acropora_002342	otolith formation
Acropora_017512	K02A2.6-like
Acropora_019452	Transferrins are iron binding transport proteins which bind Fe(3 ) ion in association with the binding of an anion, usually bicarbonate
Acropora_011685	-
Acropora_022496	Meiotic recombination protein DMC1 LIM15 homolog
Acropora_021754	Presenilin enhancer gamma secretase subunit
Acropora_023233	oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor
Acropora_013555	mitochondrial fusion
Acropora_002250	laminin subunit
Acropora_006257	peptidyl-lysine oxidation
Acropora_025268	DNA binding
Acropora_021817	ubiquitin-like protein-specific protease activity
Acropora_008935	protein serine/threonine phosphatase activity
Acropora_020209	xylosyltransferase activity
Acropora_018293	Ankyrin repeat
Acropora_016601	DR1-associated protein 1 (negative cofactor 2 alpha)
Acropora_007930	GTPase activity
Acropora_001722	embryonic ectodermal digestive tract development
Acropora_004003	RNA binding
Acropora_013329	COMM domain containing 3
Acropora_005518	phagosome acidification
Acropora_028147	Muskelin 1, intracellular mediator containing kelch motifs
Acropora_022613	ATP-dependent microtubule motor activity, minus-end-directed
Acropora_014214	Oxysterol-binding protein
Acropora_004531	ATP-dependent peptidase activity
Acropora_003228	RNA binding
Acropora_020606	G patch domain-containing protein
Acropora_018620	Glycine rich protein
Acropora_016120	zinc ion binding
Acropora_025919	Fatty acid desaturase
Acropora_022060	Protein tyrosine kinase
Acropora_002220	outer dynein arm assembly
Acropora_024043	zinc ion binding
Acropora_014986	sequestering of actin monomers
Acropora_000475	G-protein coupled receptor activity
Acropora_009490	Sister chromatid cohesion protein PDS5 homolog
Acropora_006661	Sidekick cell adhesion molecule
Acropora_002380	Prefoldin subunit 6
Acropora_004620	cellular response to calcium ion
Acropora_003753	It is involved in the biological process described with protein ubiquitination
Acropora_004870	extracellularly glutamate-gated ion channel activity
Acropora_011303	L-asparagine biosynthetic process
Acropora_025880	polypeptide
Acropora_016609	Nuclear nucleic acid-binding protein C1D
Acropora_34214	transposition, RNA-mediated
Acropora_024275	Ankyrin repeats (many copies)
Acropora_031573	GDNF/GAS1 domain
Acropora_010612	G-protein coupled receptor activity
Acropora_027690	-
Acropora_34241	Ion channel
Acropora_028511	coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway
Acropora_027395	guanine nucleotide exchange factor 1
Acropora_004704	metallopeptidase activity
Acropora_010721	sympathetic neuron projection guidance
Acropora_007665	peptidase inhibitor activity
Acropora_001666	Deafness, autosomal recessive
Acropora_018367	Cenp-O kinetochore centromere component
Acropora_022661	acetylcholine-gated cation-selective channel activity
Acropora_010637	May act as a scaffolding protein within caveolar membranes. Interacts directly with G-protein alpha subunits and can functionally regulate their activity
Acropora_021891	magnesium ion binding
Acropora_000966	protein heterodimerization activity
Acropora_017052	ER to Golgi vesicle-mediated transport
Acropora_015680	scavenger receptor activity
Acropora_003797	SBF-like CPA transporter family (DUF4137)
Acropora_006815	7 transmembrane receptor (rhodopsin family)
Acropora_015239	Broad-Complex, Tramtrack and Bric a brac
Acropora_006112	structural constituent of ribosome
Acropora_011630	RNA binding motif protein 45
Acropora_029228	DDE superfamily endonuclease
Acropora_007554	mRNA splice site selection
Acropora_024005	lipoprotein receptor-related protein
Acropora_010883	U4atac snRNA binding
Acropora_016881	Ribonuclease H protein
Acropora_001432	regulation of mitotic cell cycle
Acropora_018200	Mortierella verticillata NRRL 6337
Acropora_017802	The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH
Acropora_008900	5-phosphoribose 1-diphosphate metabolic process
Acropora_015279	homogentisate 1,2-dioxygenase activity
Acropora_012243	DNA-binding transcription repressor activity, RNA polymerase II-specific
Acropora_016629	nuclear pore localization
Acropora_010217	semaphorin receptor activity
Acropora_015232	Domain of unknown function (DUF4347)
Acropora_016152	dsRNA-gated channel SID-1
Acropora_025379	transposition, RNA-mediated
Acropora_026246	death-associated protein
Acropora_027699	Hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides. It is involved in the biological process described with nitrogen compound metabolic process
Acropora_027636	Milk fat globule-EGF factor 8 protein
Acropora_007947	vesicle-mediated transport
Acropora_010559	Transmembrane protein 33
Acropora_031819	Milk fat globule-EGF factor 8 protein
Acropora_000433	spermatogenesis
Acropora_012569	CW-type Zinc Finger
Acropora_006331	Amidohydrolase family
Acropora_029677	belongs to the aldehyde dehydrogenase family
Acropora_010383	exocyst localization
Acropora_011140	WD repeat-containing protein 37
Acropora_016179	melanocortin receptor activity
Acropora_018614	Belongs to the ubiquitin-conjugating enzyme family
Acropora_020379	alpha-1,3-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity
Acropora_031188	transcription elongation factor A
Acropora_006608	tetratricopeptide repeat
Acropora_021797	GRAM domain containing 1B
Acropora_006913	serine-type endopeptidase activity
Acropora_018747	Major vault protein
Acropora_028378	Protein kinase domain
Acropora_007593	G-protein coupled receptor activity
Acropora_027152	Pentafunctional AROM polypeptide-like
Acropora_005807	polysaccharide catabolic process
Acropora_002325	COG0277 FAD FMN-containing dehydrogenases
Acropora_019941	Serine threonine-protein phosphatase Pgam5, mitochondrial
Acropora_010693	proteasome regulatory particle assembly
Acropora_020283	fibroblast growth factor-activated receptor activity
Acropora_003882	Glycine cleavage system H protein
Acropora_014136	calcium ion binding
Acropora_009262	Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB NOP family
Acropora_013801	Belongs to the peptidase C14A family
Acropora_028022	frizzled binding
Acropora_018768	Chromatin modification-related protein
Acropora_007210	negative regulation of ERK1 and ERK2 cascade
Acropora_004358	Chromosome 8 open reading frame 37
Acropora_006654	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family
Acropora_014039	Galactose binding lectin domain
Acropora_000510	alpha-galactosidase activity
Acropora_029608	solute:proton symporter activity
Acropora_027698	N-acetyltransferase activity
Acropora_008656	Belongs to the peptidase S1 family
Acropora_006875	translation regulator activity
Acropora_008551	positive regulation of Notch signaling pathway
Acropora_009985	dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity
Acropora_029828	Cytochrome P450, family 46, subfamily A, polypeptide
Acropora_000228	serine-type endopeptidase inhibitor activity
Acropora_033574	Belongs to the LDH2 MDH2 oxidoreductase family
Acropora_028300	acylamino-acid-releasing enzyme
Acropora_000189	Ribonuclease H protein
Acropora_026007	guanylate cyclase activity
Acropora_020419	helicase activity
Acropora_005464	obsolete TFIIIB-type transcription factor activity
Acropora_002569	Amidohydrolase
Acropora_015394	Neurotransmitter-gated ion-channel ligand binding domain
Acropora_028855	DDE superfamily endonuclease
Acropora_011048	tRNA demethylation
Acropora_029925	DNA-directed 5'-3' RNA polymerase activity
Acropora_013799	sequestering of BMP from receptor via BMP binding
Acropora_006315	endoplasmic reticulum polarization
Acropora_002134	deoxyhypusine synthase activity
Acropora_028420	Serine threonine-protein kinase
Acropora_004551	calmodulin-dependent protein kinase activity
Acropora_021829	Zinc finger protein 511
Acropora_022472	Transmembrane protein 26
Acropora_014873	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C
Acropora_027476	PR domain zinc finger protein 14
Acropora_015495	extracellularly glycine-gated chloride channel activity
Acropora_026529	Glycoprotein 2 (zymogen granule membrane)
Acropora_026426	N-6 adenine-specific DNA methyltransferase 1
Acropora_029735	Filamin C, gamma
Acropora_018053	hippo signaling
Acropora_014115	polysaccharide localization
Acropora_028454	regulation of mitotic cell cycle
Acropora_019600	MFS/sugar transport protein
Acropora_022034	box C/D snoRNA metabolic process
Acropora_020071	L27 domain
Acropora_018043	signaling receptor binding
Acropora_025735	-
Acropora_019964	-
Acropora_028862	YqaJ-like viral recombinase domain
Acropora_015432	transposition, RNA-mediated
Acropora_013707	homophilic cell adhesion via plasma membrane adhesion molecules
Acropora_021925	tachykinin receptor activity
Acropora_021695	Reverse transcriptase (RNA-dependent DNA polymerase)
Acropora_014622	Galactose binding lectin domain
Acropora_002714	protein-cysteine S-acyltransferase activity
Acropora_020329	ATP-dependent microtubule motor activity, plus-end-directed
Acropora_031299	motile cilium assembly
Acropora_006986	positive regulation of cardioblast proliferation
Acropora_015483	ligase 1
Acropora_030046	Zinc finger Ran-binding domain-containing protein 2
Acropora_014702	RNA polymerase II subunit A C-terminal domain phosphatase
Acropora_031397	GABA-A receptor activity
Acropora_021757	thiamine transport
Acropora_004558	Unconventional prefoldin RPB5
Acropora_010249	miRNA binding
Acropora_024517	importin
Acropora_013325	thick ascending limb development
Acropora_018627	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity
Acropora_013420	creatine kinase activity
Acropora_021526	Calcium ion binding. It is involved in the biological process described with protein folding
Acropora_020243	microtubule motor activity
Acropora_016573	amine dehydrogenase activity
Acropora_006009	alpha-catenin binding
Acropora_027861	-
Acropora_005387	Belongs to the eukaryotic ribosomal protein eS24 family
Acropora_015085	May play a role in vesicular transport from endoplasmic reticulum to Golgi
Acropora_007453	acetylcholine-gated cation-selective channel activity
Acropora_013508	negative regulation of meiotic chromosome separation
Acropora_002774	TILa domain
Acropora_002387	PFAM Alcohol dehydrogenase zinc-binding domain protein
Acropora_011756	DDE superfamily endonuclease
Acropora_010828	ATP:ADP antiporter activity
Acropora_016027	monocarboxylate transporter
Acropora_029766	multi-organism toxin transport
Acropora_027348	ubiquitin binding
Acropora_022984	protein deneddylation
Acropora_030559	Collagen triple helix
Acropora_006447	Belongs to the protein kinase superfamily. AGC Ser Thr protein kinase family. GPRK subfamily
Acropora_024880	nucleotide phosphatase activity, acting on free nucleotides
Acropora_002105	histone acetyltransferase binding
Acropora_022985	alpha-L-fucosidase activity
Acropora_026104	diacylglycerol binding
Acropora_010871	triglyceride lipase activity
Acropora_010075	Pancreatic and duodenal homeobox 1
Acropora_006226	Catalytic subunit of the poly(A)-nuclease (PAN) deadenylation complex, one of two cytoplasmic mRNA deadenylases involved in general and miRNA-mediated mRNA turnover. PAN specifically shortens poly(A) tails of RNA and the activity is stimulated by poly(A)-binding protein (PABP). PAN deadenylation is followed by rapid degradation of the shortened mRNA tails by the CCR4-NOT complex. Deadenylated mRNAs are then degraded by two alternative mechanisms, namely exosome-mediated 3'-5' exonucleolytic degradation, or deadenlyation-dependent mRNA decaping and subsequent 5'-3' exonucleolytic degradation by XRN1
Acropora_025859	catalytic activity. It is involved in the biological process described with metabolic process
Acropora_027868	Transmembrane protein 18
Acropora_029816	factor 18
Acropora_008447	V-type proton ATPase subunit E
Acropora_016418	NADP-retinol dehydrogenase activity
Acropora_007011	Transmembrane channel-like
Acropora_011415	trypsinogen activation
Acropora_006203	K02A2.6-like
Acropora_005434	transposition, RNA-mediated
Acropora_015903	H4K20me3 modified histone binding
Acropora_027547	factor 6
Acropora_003861	homophilic cell adhesion via plasma membrane adhesion molecules
Acropora_027866	adenylate cyclase binding
Acropora_024702	harbinger transposase derived 1
Acropora_023206	Transposase IS4
Acropora_010166	K02A2.6-like
Acropora_012927	CUB and zona pellucida-like domain-containing protein
Acropora_031830	endopeptidase inhibitor activity
Acropora_001963	Sulfotransferase family
Acropora_020324	U3 snoRNA binding
Acropora_024029	N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase activity
Acropora_007689	Polycomb group ring finger
Acropora_009127	structural constituent of ribosome
Acropora_028656	DNA binding
Acropora_011080	Uncharacterized ACR, YdiU/UPF0061 family
Acropora_009324	-
Acropora_021744	RNA splicing
Acropora_002694	Si ch1073-296i8.2
Acropora_003663	regulation of centriole replication
Acropora_006401	sulfuric ester hydrolase activity
Acropora_002336	melatonin receptor activity
Acropora_029382	unmethylated CpG binding
Acropora_002053	negative regulation of cell proliferation involved in kidney development
Acropora_019443	TNF receptor-associated factor
Acropora_030572	alpha subunit
Acropora_017609	Axin interactor
Acropora_003085	galactosyltransferase activity
Acropora_031857	aminopeptidase activity
Acropora_027635	calcium ion binding
Acropora_020226	phenanthrene-epoxide hydrolase activity
Acropora_013488	organic anion transmembrane transporter activity
Acropora_004173	DEAD-box ATP-dependent RNA helicase
Acropora_001148	positive regulation of AMPA glutamate receptor clustering
Acropora_003621	peptide deformylase activity
Acropora_029379	-
Acropora_023694	Protein of unknown function (DUF2475)
Acropora_010606	holo-[acyl-carrier-protein] synthase activity
Acropora_005485	actin polymerization-dependent cell motility
Acropora_009816	tyrosine kinase
Acropora_023928	-
Acropora_013004	Reverse transcriptase (RNA-dependent DNA polymerase)
Acropora_004808	U4 U6 small nuclear ribonucleoprotein PRP3
Acropora_003075	DegT/DnrJ/EryC1/StrS aminotransferase family
Acropora_006162	ubiquitin-like protein ligase activity
Acropora_016344	K02A2.6-like
Acropora_004196	GPI anchor biosynthetic process
Acropora_002516	Belongs to the STXBP unc-18 SEC1 family
Acropora_030043	hydroxypyruvate isomerase activity
Acropora_013151	homeobox
Acropora_004117	Transcriptional repressor scratch
Acropora_019608	Belongs to the CD36 family
Acropora_025505	retrotransposable element Tf2 155 kDa protein type 1-like
Acropora_027942	cellular response to dsDNA
Acropora_024435	DNA replication initiation
Acropora_009793	Ribonuclease H protein
Acropora_019765	beta-glucuronidase activity
Acropora_021639	G-protein coupled receptor activity
Acropora_023838	L27 domain binding
Acropora_008878	cyclin-dependent protein serine/threonine kinase activity
Acropora_006684	serine-type carboxypeptidase activity
Acropora_015506	ATP-dependent microtubule motor activity, minus-end-directed
Acropora_004928	regulation of translation
Acropora_017862	G-protein coupled receptor activity
Acropora_008129	Prune homolog
Acropora_031407	Small domain found in the jumonji family of transcription factors
Acropora_016040	3-hydroxyanthranilate 3,4-dioxygenase activity
Acropora_019505	acetylcholine-gated cation-selective channel activity
Acropora_014802	tyrosyl-tRNA aminoacylation
Acropora_024130	-
Acropora_003938	alpha1-adrenergic receptor activity
Acropora_006700	GTP binding. It is involved in the biological process described with
Acropora_026146	negative regulation of osteoclast proliferation
Acropora_007791	family with sequence similarity 175, member B
Acropora_004416	OTU-like cysteine protease
Acropora_001185	Neurotransmitter-gated ion-channel ligand binding domain
Acropora_010937	Reverse transcriptase (RNA-dependent DNA polymerase)
Acropora_002642	Ubiquitin carboxyl-terminal hydrolase
Acropora_015106	anandamide amidohydrolase activity
Acropora_015185	Interactor protein for cytohesin exchange factors 1
Acropora_018390	peroxisome localization
Acropora_030933	Sulfite oxidase
Acropora_021583	cationic amino acid transporter
Acropora_019954	PLAC8 family
Acropora_34262	tryptophan 5-monooxygenase activity
Acropora_025064	Islet cell autoantigen
Acropora_018549	DN3 thymocyte differentiation
Acropora_031136	Tctex-1 family
Acropora_029916	C-type lectin domain family 3, member B
Acropora_021298	mannose metabolic process
Acropora_006381	Enolase family member 4
Acropora_004062	Reverse transcriptase (RNA-dependent DNA polymerase)
Acropora_027890	Belongs to the fatty acid desaturase type 1 family
