gene,annot,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Contrast
Pseudodiploria176147,NA,1345.8661972989623,-0.8825645452894008,0.15729404113798395,-5.61092167830556,2.012518405405117e-8,2.191364207698785e-5,Treated vs Initial
Pseudodiploria177399,NA,3.4595297103008673,1.3748468296097682,0.3846965604888048,3.5738474704916894,3.517738964423117e-4,0.04511273000918003,Treated vs Initial
Pseudodiploria178698,NA,100.98786507338835,-0.9823804945422335,0.24311910432218276,-4.040737552407142,5.328336138000572e-5,0.012989211065964677,Treated vs Initial
Pseudodiploria178819,cysteine-rich protein 1,18.75170763009151,0.6400351707759465,0.16556034788576318,3.8658723477530468,1.1069282726081843e-4,0.02130196539836138,Treated vs Initial
Pseudodiploria181543,procollagen-proline 4-dioxygenase activity,169.15313484609874,0.8065971512706418,0.16183485223219704,4.984075680517533,6.225870952852799e-7,3.631683938319456e-4,Treated vs Initial
Pseudodiploria183007,transducer of ERBB2,79.33327893746481,-0.7314538041321751,0.1930163387985975,-3.7895952678669813,1.5089293442676474e-4,0.026218449978642006,Treated vs Initial
Pseudodiploria183218,NA,23.257080017249812,-0.6237490031344712,0.16327751006015187,-3.8201770893289617,1.333558915601196e-4,0.02438577771992124,Treated vs Initial
Pseudodiploria183667,protein disulfide isomerase activity,89.40288706863701,-0.7552333249478766,0.10509551281800379,-7.186161470620832,6.663822999570131e-13,2.176804421039579e-9,Treated vs Initial
Pseudodiploria184094,NA,23.042978615156613,0.8389475947902124,0.2085757768277586,4.022267626422475,5.764051037598446e-5,0.013644093564796437,Treated vs Initial
Pseudodiploria184239,NA,34.34470794615884,1.098516447631469,0.2779548660713085,3.9521396518730056,7.745551391709716e-5,0.017570568177888168,Treated vs Initial
Pseudodiploria184632,glycoside hydrolase family 63,6.875471397955784,1.5492222637273414,0.3616600216217723,4.2836425679018895,1.838581940518762e-5,0.00566595449707414,Treated vs Initial
Pseudodiploria184779,NA,7.323648364400161,1.2498461063266286,0.29224210121314276,4.276748973328352,1.896424402789167e-5,0.00573598143902879,Treated vs Initial
Pseudodiploria184992,NA,16.23858666109251,1.0416588016943769,0.23588324324100693,4.415993215041952,1.0054723803337933e-5,0.003421329247498301,Treated vs Initial
Pseudodiploria185010,NA,15.431396329967647,0.9069634544644029,0.23753056930752214,3.818302027854741,1.3437335423944845e-4,0.02438577771992124,Treated vs Initial
Pseudodiploria185310,NA,41.5120518831119,0.9693059080238536,0.2468761248984311,3.926284521934399,8.626810356413532e-5,0.01829892124042886,Treated vs Initial
Pseudodiploria186504,"phospholipase A2 activity (consuming 1,2-dipalmitoylphosphatidylcholine)",11.15816708695204,-1.0013382284255286,0.27811965991074955,-3.600386354373023,3.177446870196085e-4,0.044473892618553765,Treated vs Initial
Pseudodiploria186761,"Essential component of the vacuolar proton pump (V- ATPase), a multimeric enzyme that catalyzes the translocation of protons across the membranes. Required for assembly and activity of the V-ATPase",13.06400937004914,0.7879958749958915,0.20722195406695218,3.802665979789452,1.4314729890427984e-4,0.025413313402213075,Treated vs Initial
Pseudodiploria186793,7 transmembrane receptor (rhodopsin family),1973.6031916650418,-0.7593440000710764,0.1594208182162028,-4.763142032311437,1.9060158291452632e-6,8.894559010694166e-4,Treated vs Initial
Pseudodiploria186906,NA,141.80094362545762,0.6276438284535519,0.10032881358568406,6.2558681401881,3.953106499714975e-10,5.869644405440425e-7,Treated vs Initial
Pseudodiploria186928,Calreticulin,236.24495142295453,-0.9558215777923657,0.09468665505912402,-10.094575388638809,5.838318980621997e-24,9.535726391049907e-20,Treated vs Initial
Pseudodiploria186945,NA,5.851818449957784,1.4691420752135942,0.4113530318082307,3.571487169440618,3.549599401892694e-4,0.04511273000918003,Treated vs Initial
Pseudodiploria187209,"oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water",42.96291456923826,1.2955600103129403,0.30615004446008137,4.231781225437213,2.3184786866983003e-5,0.006528915929283335,Treated vs Initial
Pseudodiploria187226,Transmembrane transporter activity. It is involved in the biological process described with transmembrane transport,7.595918392831541,-1.9982795687530635,0.3799675688748543,-5.259079280556217,1.4477846501449162e-7,1.0748484859462234e-4,Treated vs Initial
Pseudodiploria187229,NA,281.19112618820634,0.38735007224101053,0.0893051068405702,4.337378745120566,1.4419203418481045e-5,0.004617820577138253,Treated vs Initial
Pseudodiploria187669,NA,2.500353888414887,-2.448014080523606,0.6097787204218347,-4.014594144626941,5.954817190455872e-5,0.01389428988167368,Treated vs Initial
Pseudodiploria187903,NA,28.6087863919242,-0.8667308068018974,0.2343853536684145,-3.6978880857379144,2.1740069294094564e-4,0.03481181880200456,Treated vs Initial
Pseudodiploria188308,NA,44.66491373801638,0.6144466500733767,0.1740322999780155,3.53064718532707,4.1454430089178087e-4,0.048019518201882674,Treated vs Initial
Pseudodiploria188516,Hairy and enhancer of split-related protein helt,112.69919082347282,-0.7600371327300446,0.15082792387359031,-5.03910093841135,4.677237747557297e-7,2.8437830288412263e-4,Treated vs Initial
Pseudodiploria188741,NA,13.54242813934653,-0.8858160904375032,0.2420722882397879,-3.6593039908808,2.5290119542095463e-4,0.03823930681961091,Treated vs Initial
Pseudodiploria189114,Lim homeobox,107.2373472387612,1.169911145048504,0.23199732006607893,5.042778704147456,4.588197690667448e-7,2.8437830288412263e-4,Treated vs Initial
Pseudodiploria189137,NA,155.3121523944291,0.4407912065064951,0.09222303140965961,4.779621747071804,1.756252964688643e-6,8.467624727674144e-4,Treated vs Initial
Pseudodiploria189627,cysteine-type peptidase activity,369.1431443250619,0.41130250972890475,0.08499752019182477,4.838994229486528,1.3049783509784262e-6,6.875552066622786e-4,Treated vs Initial
Pseudodiploria190674,nucleosome assembly,20.759248659680985,-0.8480712916698246,0.22478368287734302,-3.772832977972823,1.6140434291574636e-4,0.027177496214875106,Treated vs Initial
Pseudodiploria190873,Collagen triple helix,11.430282190002469,-1.176844788927785,0.3269285946146212,-3.5996997763839933,3.1858479375318624e-4,0.044473892618553765,Treated vs Initial
Pseudodiploria190913,NA,4.020500213300091,-1.7515520451634699,0.4627975191242213,-3.7847049147498324,1.5389106462700833e-4,0.026457923774241335,Treated vs Initial
Pseudodiploria191268,"BCL (B-Cell lymphoma); contains BH1, BH2 regions",148.4632346311211,-0.4232243959007772,0.10453602383208419,-4.048598563310586,5.1525234734821355e-5,0.012750934226118745,Treated vs Initial
Pseudodiploria191546,NA,11.584862380489819,-0.9386402491154758,0.24416217517759065,-3.8443311230855417,1.2088169519173663e-4,0.022957682878681794,Treated vs Initial
Pseudodiploria191664,NA,2.632909847397857,-2.3430886829256083,0.6200313320476498,-3.778984321949621,1.574693371282539e-4,0.026791111284539277,Treated vs Initial
Pseudodiploria191681,Neurotransmitter-gated ion-channel ligand binding domain,24.510102995340368,0.6444437363184217,0.16462436871444142,3.9146314810553853,9.054238894282288e-5,0.018959344084655463,Treated vs Initial
Pseudodiploria191823,NA,62.0581884008907,-1.1213501281072311,0.20238581989458157,-5.540655608635617,3.0134133044313054e-8,2.7343377500709175e-5,Treated vs Initial
Pseudodiploria191982,"Mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase",1.9046292842582202,2.1295509104714703,0.47891794993298675,4.4465882115494955,8.724485057035522e-6,0.003216871445629824,Treated vs Initial
Pseudodiploria192509,positive regulation of protein folding,53.645487179473186,-1.1420288775689074,0.13200000461598482,-8.651733618429063,5.0722930337548966e-18,2.0711440530079683e-14,Treated vs Initial
Pseudodiploria192650,Berberine and berberine like,34.23889850082626,1.3100499727652217,0.3105768739727682,4.218118226278782,2.463496482873042e-5,0.006819709839790745,Treated vs Initial
Pseudodiploria192756,NA,10.175201401999248,-1.177130945050775,0.32124769785959967,-3.664247099337149,2.480672119470668e-4,0.03823930681961091,Treated vs Initial
Pseudodiploria192866,NA,30.492495105859696,-0.8358379856145711,0.17660666381946,-4.732765839849762,2.2148094472806517e-6,0.0010048467417343024,Treated vs Initial
Pseudodiploria193009,axonogenesis involved in innervation,24.432417584884433,-1.5030260002373381,0.3272188806652973,-4.593335192582423,4.362175456451615e-6,0.0018038347766906775,Treated vs Initial
Pseudodiploria193157,guanyl-nucleotide exchange factor activity,5.844084216184544,1.1848595708679803,0.3118717711649037,3.7991882575402443,0.00014517079099279591,0.02549542504607888,Treated vs Initial
Pseudodiploria193327,NA,2.2859974368010527,2.1004175543238026,0.5429297386048596,3.868672877859195,1.0942933631867679e-4,0.02130196539836138,Treated vs Initial
Pseudodiploria193764,Belongs to the ATG8 family,83.58918346575524,-0.4353312920049325,0.11904027634819962,-3.6570084122752164,2.551760091574033e-4,0.03823930681961091,Treated vs Initial
Pseudodiploria193907,Hepatic leukemia factor,155.7378340113032,0.5292726178009062,0.13353860089366326,3.9634428866179734,7.387654384961697e-5,0.016994726629518224,Treated vs Initial
Pseudodiploria194189,RNA splicing,42.93633543785487,0.566385291417421,0.15877549998880763,3.56720836311236,3.608045814601561e-4,0.04511273000918003,Treated vs Initial
Pseudodiploria194315,NA,97.27484897420675,0.5511889058990191,0.1532591668655469,3.596449838348482,3.2258975519970694e-4,0.0444919358928144,Treated vs Initial
Pseudodiploria195306,"ATPase activity, coupled to transmembrane movement of substances",2.280355085085113,1.7908587052877547,0.5033949875141261,3.557561655771354,3.743132612554874e-4,0.04631559466731724,Treated vs Initial
Pseudodiploria195828,26s proteasome non-ATPase regulatory subunit,21.00517567867406,-0.62959483125939,0.17762313078582107,-3.544554295794723,3.9327749453862553e-4,0.047008796304302776,Treated vs Initial
Pseudodiploria195860,protein disulfide isomerase activity,88.15225454548799,-0.4093758519719477,0.11586547639550823,-3.533199575122258,4.1056241418451546e-4,0.04789797079196922,Treated vs Initial
Pseudodiploria195930,protein refolding,235.013830091385,-0.5045907098182671,0.0851037009755009,-5.9291276881545425,3.045482009620819e-9,3.826296743318218e-6,Treated vs Initial
Pseudodiploria196007,NA,11.087177082923011,-1.5181740486421516,0.27656972056095014,-5.489299571778603,4.035307222062069e-8,3.2954336428969884e-5,Treated vs Initial
Pseudodiploria196068,Four-disulfide core domains,129.9253626045822,-0.9598475425000926,0.21602608912682694,-4.443201959447476,8.862989962244662e-6,0.003216871445629824,Treated vs Initial
Pseudodiploria196411,Collagen triple helix,39.95771125238011,-0.8488527698876926,0.217989255664669,-3.894011965403816,9.859978285390617e-5,0.020130378166910618,Treated vs Initial
Pseudodiploria196574,protein disulfide isomerase activity,121.16965564578,-0.43983134727333106,0.0964991212443519,-4.557879300886115,5.167271658414161e-6,0.0020584645852897193,Treated vs Initial
Pseudodiploria196661,NA,27.605230711301232,0.9714012996028086,0.23564674898692659,4.122277535247052,3.751448387685556e-5,0.009882646212269064,Treated vs Initial
Pseudodiploria196781,RNA splicing,55.05442376204257,0.678207748531002,0.12345760502898098,5.493446502317913,3.941645480543433e-8,3.2954336428969884e-5,Treated vs Initial
Pseudodiploria196940,sulfuric ester hydrolase activity,36.19043156196917,-0.7922727602302855,0.1634986700101971,-4.845744373216449,1.2613784274478912e-6,6.867364618502135e-4,Treated vs Initial
Pseudodiploria197058,NA,9.910842691046863,1.1105845489307125,0.24480513466585951,4.536606433711353,5.716664514865893e-6,0.0022231019409834434,Treated vs Initial
Pseudodiploria197101,X-ray repair cross-complementing protein 5,7.1847088421570815,0.9286486877019166,0.25942133462156886,3.579692815383067,3.4399834805515553e-4,0.04494820015027884,Treated vs Initial
Pseudodiploria197331,NA,29.598022401184316,1.1872843507380264,0.1990734562379808,5.964051527385432,2.460590884399287e-9,3.3490692429077964e-6,Treated vs Initial
Pseudodiploria197459,-,16.725743662721687,0.9437094219439123,0.26553917738408184,3.5539366779724175,3.79510577555886e-4,0.046605611001656284,Treated vs Initial
Pseudodiploria197566,NA,9.370294810497315,-1.0050494312633738,0.2596623033141652,-3.8706020028150387,1.085669175858042e-4,0.02130196539836138,Treated vs Initial
Pseudodiploria197583,NA,4.131015241410777,1.607671551031408,0.37913547083763877,4.240361756391499,2.231598409356089e-5,0.006508695860716607,Treated vs Initial
Pseudodiploria197663,RNA-directed 5'-3' RNA polymerase activity,6.664284951152111,1.2479747350453898,0.27902926969335784,4.47255851121592,7.728924249687507e-6,0.002935733017910373,Treated vs Initial
Pseudodiploria197974,NA,12.82283834853562,0.936150050234186,0.19868895492061076,4.711636087714282,2.457359118346737e-6,0.0010847580129718178,Treated vs Initial
Pseudodiploria198730,NA,11.89522099640254,2.39022251488781,0.6146681111744835,3.8886392045305023,1.0080784536185491e-4,0.020327093065372545,Treated vs Initial
Pseudodiploria198757,sterol response element binding,46.056113519736655,0.4705871483828441,0.12499199650932755,3.7649382482479705,1.6659024729368503e-4,0.027764474582119975,Treated vs Initial
Pseudodiploria199221,NA,42.7931087056713,-3.298094298143762,0.6504140285416631,-5.0707613203525765,3.962274427505047e-7,2.813731661932171e-4,Treated vs Initial
Pseudodiploria199236,Methyltransferase like 22,43.64452341005622,0.6419605535067467,0.1660741608776327,3.8655053267422996,1.108594293063563e-4,0.02130196539836138,Treated vs Initial
Pseudodiploria199404,Sulfatase-modifying factor enzyme 1,32.33361554941557,0.8259794552367675,0.14790851628709234,5.5843941645221475,2.345162778955301e-8,2.3939714792923082e-5,Treated vs Initial
Pseudodiploria199449,CNDP dipeptidase 2 (metallopeptidase M20 family),38.05455790116461,0.6277601702493848,0.14819260495138223,4.236109962810459,2.274254335023542e-5,0.006516736149813949,Treated vs Initial
Pseudodiploria199715,NA,18.518276893894395,0.8400767915055511,0.21348390595322894,3.935082542894822,8.316810756684026e-5,0.018111796011856026,Treated vs Initial
Pseudodiploria199807,deadenylation-dependent decapping of nuclear-transcribed mRNA,68.55777010342793,0.44553993526798,0.11627729628321558,3.831701884285152,1.2725988607442044e-4,0.02389121516383344,Treated vs Initial
Pseudodiploria199968,NA,29.648227890103023,0.9970115500730542,0.21718078115495384,4.590698793746891,4.417644711175357e-6,0.0018038347766906775,Treated vs Initial
Pseudodiploria200018,"negative regulation of DNA damage response, signal transduction by p53 class mediator",85.71827088445337,-0.3559015444545226,0.10045093210961685,-3.543038745187012,3.955445842729092e-4,0.047008796304302776,Treated vs Initial
Pseudodiploria200175,cytochrome P450,17.427261805462063,1.6551048105272768,0.3282024115488752,5.042939211556653,4.584349219708532e-7,2.8437830288412263e-4,Treated vs Initial
Pseudodiploria200329,NA,234.263598765009,0.5000758067570651,0.1311327160796226,3.813509105183359,1.370074755205283e-4,0.024590583490953725,Treated vs Initial
Pseudodiploria200760,NA,167.54777602833997,1.0723557459592787,0.19315003032544445,5.551931543331541,2.825302416040317e-8,2.7144508447756764e-5,Treated vs Initial
Pseudodiploria200917,NA,6.843348359397944,-1.5146624306211207,0.36893247183631583,-4.10552755923618,4.033931847527491e-5,0.010425236085605518,Treated vs Initial
Pseudodiploria201046,sphingolipid delta-4 desaturase activity,33.14388072014423,0.4878913980596595,0.13747172519855141,3.5490308814775866,3.8665173247716617e-4,0.047008796304302776,Treated vs Initial
Pseudodiploria201662,negative regulation of dense core granule exocytosis,46.965144874669306,-0.5654495578001199,0.1560440843466613,-3.6236526374427607,2.9047165348392365e-4,0.04235958496743683,Treated vs Initial
Pseudodiploria201832,NA,2.334563959256946,1.569420456474484,0.4371990736550482,3.5897158778354665,3.3103858269721483e-4,0.0447231190267278,Treated vs Initial
Pseudodiploria201858,NA,126.56100492307445,-0.479393692542914,0.1353474855304222,-3.5419475335222255,3.971844664173014e-4,0.047008796304302776,Treated vs Initial
Pseudodiploria201995,protein kinase regulator activity,4.681973887830053,-1.5936491762828424,0.4461329165094003,-3.5721398652934035,3.540762120458192e-4,0.04511273000918003,Treated vs Initial
Pseudodiploria202299,chaperone mediated protein folding independent of cofactor,24.78343729358545,-0.590649095550919,0.16294957602506965,-3.6247353933590363,2.892574564830296e-4,0.04235958496743683,Treated vs Initial
Pseudodiploria202766,protein import into mitochondrial matrix,29.850228109390187,0.5123680209873092,0.14251509626157954,3.5951841905006505,3.241621484874128e-4,0.0444919358928144,Treated vs Initial
Pseudodiploria202916,Solute carrier family 12,6.809743191354578,1.0313825240677146,0.28042032228866226,3.677987799350784,2.350812016190335e-4,0.03691905063503533,Treated vs Initial
Pseudodiploria202962,glycoside hydrolase family 63,83.04778930266656,-0.7440076379560348,0.1500934889557333,-4.9569614453793065,7.160417861915601e-7,4.032796722023018e-4,Treated vs Initial
Pseudodiploria203017,positive regulation of maintenance of mitotic sister chromatid cohesion,78.7231449588402,0.4182762201120132,0.1161894140082438,3.5999511976395366,3.1827691007892985e-4,0.044473892618553765,Treated vs Initial
Pseudodiploria203156,Domain of unknown function (DUF4062),198.4037247997928,-0.992225865027576,0.10491383328527046,-9.457531327919568,3.1529900822411456e-21,1.7165929004414877e-17,Treated vs Initial
Pseudodiploria203173,NA,616.7560336782094,-0.3663708001391251,0.10208499359999648,-3.5888800813828694,3.321015497514657e-4,0.0447231190267278,Treated vs Initial
Pseudodiploria203350,poly(G) binding,24.612147786052365,0.6645601310130612,0.1817164144402319,3.6571276901990646,2.550573391216941e-4,0.03823930681961091,Treated vs Initial
Pseudodiploria203705,"protein complex 3, delta 1 subunit",77.39039462341525,-0.45258861858144395,0.12149822083688917,-3.725063753723951,1.9526586593720562e-4,0.03157700384507306,Treated vs Initial
Pseudodiploria203879,NA,47.9892421071478,-0.6704749634513169,0.1571029601838405,-4.267742394330017,1.9746116176176196e-5,0.005863878463736105,Treated vs Initial
Pseudodiploria203983,polycystic kidney disease protein 1-like,106.12692253624489,-0.3717139434613763,0.10376318525253048,-3.5823297304986244,3.405435769645011e-4,0.04485563098839675,Treated vs Initial
Pseudodiploria204288,NA,318.29992437468223,0.5508354358002419,0.09569875117834617,5.755931284554524,8.616543282790837e-9,1.0052428674130196e-5,Treated vs Initial
Pseudodiploria205012,RNA recognition motif,158.96110709567404,0.5596341065510195,0.0847168933241348,6.605932826287749,3.950219878862315e-11,6.451894128145819e-8,Treated vs Initial
Pseudodiploria205097,"protein F13E9.13, mitochondrial-like",408.1416156044513,0.5731691193012349,0.13329601447632022,4.299971920038594,1.7081975206316062e-5,0.005365382712399236,Treated vs Initial
Pseudodiploria205124,NA,27.249125261046807,-1.0671505904899976,0.24438482428112,-4.366681088439584,1.2614870522472065e-5,0.004120773604870725,Treated vs Initial
Pseudodiploria205158,NA,1.7885068212948083,-2.540883632515748,0.6808358362287305,-3.7320063035902304,1.899607467963668e-4,0.031026288774250593,Treated vs Initial
Pseudodiploria205213,Zinc finger protein,3.5059669311124324,1.311650844281027,0.35866949133484133,3.6569902820547275,2.551940515115159e-4,0.03823930681961091,Treated vs Initial
Pseudodiploria205306,positive regulation of mitotic centrosome separation,19.546373248568433,0.647615511624687,0.17948952485191869,3.6080964176543375,3.084518672319184e-4,0.04419249427630634,Treated vs Initial
Pseudodiploria205518,NA,98.31234747159674,0.4148461683666137,0.10556867521683189,3.9296331749408044,8.507554805919162e-5,0.018283406926983905,Treated vs Initial
Pseudodiploria267186,NA,2.7130100454756807,3.5276251472925018,0.8741678548523859,4.035409364129713,5.4507178393988165e-5,0.013092143304544246,Treated vs Initial
Pseudodiploria293394,NA,4.346807098785049,-1.4181944824610475,0.3955955951284584,-3.584960247094079,3.3712955216330795e-4,0.0447669672803521,Treated vs Initial
Pseudodiploria37249,NA,6.22574855753294,-1.0809372202393497,0.282653015233529,-3.8242550476465826,1.311680795330598e-4,0.024345093670607564,Treated vs Initial
Pseudodiploria54417,NA,12.302383620951836,2.1700195138778016,0.6141135401488896,3.5335803104938672,4.099715144654965e-4,0.04789797079196922,Treated vs Initial
Pseudodiploria62723,NA,3.818317913752088,1.7688136155604737,0.448273697901971,3.9458340380864367,7.952268256451026e-5,0.01773414747132298,Treated vs Initial
Pseudodiploria67717,NA,90.78277244579833,-0.852079302163677,0.17830079404751714,-4.7788867498626955,1.7626843858502475e-6,8.467624727674144e-4,Treated vs Initial
Pseudodiploria74531,NA,4.162747383236654,1.3000348647833453,0.3571912202933212,3.6396047576862953,2.7305683623364476e-4,0.04054397551094654,Treated vs Initial
Pseudodiploria84865,cellular macromolecule catabolic process,3.632802527603724,4.688832215935929,0.8882367821331689,5.278808883229693,1.300263343798091e-7,1.0112952949644867e-4,Treated vs Initial
